Region,Reef,Plot,TagID,Q,L,W,H,% Live,Colony Type,Isolates,RM Rank,RM1,RM2,RM3,Bleach Rank,R Present,W Present,Dmsl Rank,Snail Count,TS df,TS df juv,YT df,YT df juv
Florida Keys,Molasses Reef,ML1,ML1-t234,39,6,4,2,80%,EC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Molasses Reef,ML1,ML1-t404,39,27,16,8,15%,AF,3,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Molasses Reef,ML1,ML1-t405,39,4,4,5,95%,EC,1,0,none,none,none,0,N,N,0,0,0,1,0,0
Florida Keys,Molasses Reef,ML1,ML1-t882,39,37,24,23,70%,JC,2,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Molasses Reef,ML1,ML1-t883,39,,,,0%,D,,,,,,,N,N,,,,,,
Florida Keys,Molasses Reef,ML2,ML2-t126,39,167,100,98,45%,BC,19,0,none,none,none,0,N,N,2,0,5,1,1,1
Florida Keys,Molasses Reef,ML2,ML2-t128,39,8,7,3,80%,EC,1,0,none,none,none,0,N,N,3,0,0,0,0,0
Florida Keys,Molasses Reef,ML2,ML2-t129,39,156,63,60,10%,RC,15,0,none,none,none,0,Y,N,2,0,4,0,0,0
Florida Keys,Molasses Reef,ML2,ML2-t130,39,49,35,22,85%,BC,1,0,none,none,none,0,Y,N,1,0,0,0,0,0
Florida Keys,Molasses Reef,ML2,ML2-t131,39,175,135,79,65%,BC,22,1,PFB,none,none,0,Y,N,2,0,3,0,1,0
Florida Keys,Molasses Reef,ML2,ML2-t132,39,195,135,85,45%,BC,10,1,WBD,CB,none,0,Y,N,1,0,1,0,1,0
Florida Keys,Molasses Reef,ML2,ML2-t137,39,8,4,1,80%,EC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Molasses Reef,ML2,ML2-t249,39,9,9,4,95%,EC,1,0,none,none,none,0,N,N,0,0,1,0,0,0
Florida Keys,Molasses Reef,ML2,ML2-t868,39,42,28,24,25%,RC,7,0,none,none,none,1,N,N,2,0,1,0,0,0
Florida Keys,Molasses Reef,ML2,ML2-t869,39,28,16,12,30%,RC,2,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Molasses Reef,ML2,ML2-t952,39,34,31,20,75%,JC,1,0,none,none,none,0,Y,N,0,0,0,0,0,0
Florida Keys,Molasses Reef,ML2,ML2-t954,39,7,5,4,95%,EC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Molasses Reef,ML3,ML3-t144,39,155,111,75,75%,BC,3,2,FS,none,none,0,Y,Y,0,6,1,0,1,1
Florida Keys,Molasses Reef,ML3,ML3-t145,39,210,135,63,35%,BC,17,1,CL,Oth,none,0,N,N,3,0,2,1,0,0
Florida Keys,Molasses Reef,ML3,ML3-t146,39,231,177,68,45%,BC,32,1,CL,Unk,Oth,0,Y,N,3,0,2,0,0,0
Florida Keys,Molasses Reef,ML3,ML3-t147,39,196,121,80,40%,BC,17,1,RTL,CL,none,0,N,N,1,0,4,0,1,0
Florida Keys,Molasses Reef,ML3,ML3-t148,39,147,108,84,25%,BC,27,1,Unk,none,none,0,N,N,3,0,1,0,0,0
Florida Keys,Molasses Reef,ML3,ML3-t150,39,82,70,52,95%,BC,1,0,none,none,none,0,N,N,2,0,1,0,0,0
Florida Keys,Molasses Reef,ML3,ML3-t184,39,226,200,85,65%,BC,4,1,WPx,WBD,FP,0,N,N,0,0,1,0,1,0
Florida Keys,Molasses Reef,ML3,ML3-t185,39,42,39,30,20%,RC,2,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Molasses Reef,ML3,ML3-t186,39,70,53,30,98%,BC,1,1,Oth,none,none,0,Y,N,1,0,1,0,0,0
Florida Keys,Molasses Reef,ML3,ML3-t915,39,63,49,41,30%,BC,3,1,RTL,none,none,0,Y,N,1,0,1,0,0,0
Florida Keys,Molasses Reef,ML3,ML3-t955,39,124,82,54,55%,BC,11,1,CL,none,none,0,N,N,3,0,1,0,0,0
Florida Keys,Molasses Reef,ML3,ML3-t956,39,20,16,13,99%,JC,1,2,Oth,none,none,0,N,N,2,0,1,0,0,0
Florida Keys,Sand Island,SI1,SI1-t302,39,134,113,73,85%,BC,3,1,Oth,FP,none,0,N,N,0,0,0,0,3,1
Florida Keys,Sand Island,SI1,SI1-t303,39,12,9,7,95%,EC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Sand Island,SI1,SI1-t305,39,13,12,15,95%,JC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Sand Island,SI1,SI1-t307,39,100,72,77,35%,BC,6,1,CL,none,none,0,N,N,0,0,0,0,1,0
Florida Keys,Sand Island,SI1,SI1-t308,39,78,49,70,40%,BC,3,0,none,none,none,1,N,N,0,0,0,0,0,0
Florida Keys,Sand Island,SI1,SI1-t310,39,6,1,1,85%,EC,1,0,none,none,none,1,N,N,0,0,0,0,0,0
Florida Keys,Sand Island,SI1,SI1-t312,39,38,33,24,99%,JC,1,0,none,none,none,1,Y,N,0,0,0,0,0,0
Florida Keys,Sand Island,SI1,SI1-t319,39,85,55,85,1%,RC,8,0,none,none,none,1,N,N,0,0,0,0,0,0
Florida Keys,Sand Island,SI1,SI1-t332,39,162,137,80,70%,BC,8,1,CL,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Sand Island,SI1,SI1-t403,39,73,38,42,95%,BC,1,2,FP,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Sand Island,SI1,SI1-t958,39,23,17,11,99%,JC,1,0,none,none,none,0,N,N,0,1,0,0,0,0
Florida Keys,Sand Island,SI1,SI1-t959,39,34,27,27,95%,JC,1,0,none,none,none,0,Y,N,0,0,0,0,0,0
Florida Keys,Sand Island,SI2,SI2-t313,39,153,95,133,80%,BC,6,1,CL,none,none,0,N,N,0,0,0,0,1,0
Florida Keys,Sand Island,SI2,SI2-t314,39,,,,0%,D,,,,,,,N,N,,,,,,
Florida Keys,Sand Island,SI2,SI2-t323,39,95,90,65,40%,BC,6,1,FS,Unk,none,0,N,N,0,2,2,0,1,0
Florida Keys,Sand Island,SI2,SI2-t324,39,167,100,90,90%,BC,1,1,CL,none,none,0,N,N,0,0,0,0,1,0
Florida Keys,Sand Island,SI2,SI2-t326,39,223,94,94,65%,BC,4,1,FP,none,none,0,N,N,1,0,2,0,1,0
Florida Keys,Sand Island,SI2,SI2-t330,39,63,38,30,20%,BC,4,1,CL,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Sand Island,SI2,SI2-t331,39,24,18,25,85%,JC,1,0,none,none,none,0,N,N,2,0,1,0,0,0
Florida Keys,Sand Island,SI2,SI2-t334,39,220,190,155,65%,BC,9,0,none,none,none,0,N,Y,1,0,4,1,1,2
Florida Keys,Sand Island,SI2,SI2-t399,39,74,52,56,85%,BC,1,1,CL,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Sand Island,SI2,SI2-t960,39,104,76,66,85%,BC,2,1,FP,none,none,0,N,Y,0,1,0,0,1,1
Florida Keys,Sand Island,SI2,SI2-t961,39,60,44,47,99%,BC,1,0,none,none,none,0,N,N,0,0,2,0,0,0
Florida Keys,Sand Island,SI2,SI2-t962,39,204,97,58,75%,BC,4,1,FS,none,none,0,N,N,1,0,1,0,0,0
Florida Keys,Sand Island,SI3,SI3-t315,39,6,4,4,95%,EC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Sand Island,SI3,SI3-t316,39,15,14,13,100%,JC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Sand Island,SI3,SI3-t317,39,27,20,8,80%,JC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Sand Island,SI3,SI3-t338,39,53,34,32,95%,BC,1,0,none,none,none,0,N,N,0,0,0,0,1,0
Florida Keys,Sand Island,SI3,SI3-t340,39,24,17,14,1%,EC,10,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Sand Island,SI3,SI3-t341,39,135,102,88,80%,BC,4,1,FS,none,none,0,N,N,0,3,0,0,1,1
Florida Keys,Sand Island,SI3,SI3-t345,39,7,6,7,95%,EC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Sand Island,SI3,SI3-t346,39,28,19,30,98%,JC,1,0,none,none,none,0,N,N,0,1,0,0,0,0
Florida Keys,Sand Island,SI3,SI3-t964,39,80,30,50,1%,RC,4,0,none,none,none,0,N,N,0,0,0,0,1,0
Florida Keys,Carysfort Reef,CF1,CF1-t024,40,14,8,14,80%,EC,1,1,FS,none,none,0,N,N,0,1,0,0,0,0
Florida Keys,Carysfort Reef,CF1,CF1-t033,40,,,,0%,D,,,,,,,N,N,,,,,,
Florida Keys,Carysfort Reef,CF1,CF1-t428,40,7,6,4,100%,G,,,,,,,N,N,,,,,,
Florida Keys,Carysfort Reef,CF2,CF2-t038,40,101,82,40,75%,BC,9,0,none,none,none,0,N,N,0,0,1,0,1,0
Florida Keys,Carysfort Reef,CF2,CF2-t040,40,108,63,61,40%,BC,3,0,none,none,none,0,N,N,0,0,0,0,0,1
Florida Keys,Carysfort Reef,CF2,CF2-t042,40,216,140,75,70%,BC,22,0,none,none,none,0,N,N,0,0,1,0,2,3
Florida Keys,Carysfort Reef,CF2,CF2-t043,40,162,125,55,80%,BC,2,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Carysfort Reef,CF2,CF2-t045,40,182,105,72,80%,BC,1,0,none,none,none,0,N,N,0,0,0,0,1,1
Florida Keys,Carysfort Reef,CF2,CF2-t047,40,188,97,70,45%,BC,13,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Carysfort Reef,CF2,CF2-t048,40,123,123,75,65%,BC,4,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Carysfort Reef,CF2,CF2-t049,40,7,5,4,90%,EC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Carysfort Reef,CF2,CF2-t228,40,162,94,57,65%,BC,7,1,PFB,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Carysfort Reef,CF2,CF2-t395,40,12,8,4,90%,JC,1,0,none,none,none,0,N,N,0,0,1,0,0,0
Florida Keys,Carysfort Reef,CF2,CF2-t396,40,68,48,34,20%,BC,10,1,FS,none,none,0,N,N,0,6,0,0,0,0
Florida Keys,Carysfort Reef,CF2,CF2-t426,40,89,69,75,90%,G,,,,,,,N,N,,,,,,
Florida Keys,Carysfort Reef,CF2,CF2-t427,40,134,80,84,95%,G,,,,,,,N,N,,,,,,
Florida Keys,Carysfort Reef,CF2,CF2-t948,40,46,46,43,40%,BC,5,0,none,none,none,0,N,N,0,0,1,0,0,0
Florida Keys,Carysfort Reef,CF3,CF3-t088,40,283,162,98,25%,BC,22,0,none,none,none,0,N,N,2,0,6,0,1,0
Florida Keys,Carysfort Reef,CF3,CF3-t090,40,174,144,67,30%,BC,13,0,none,none,none,0,N,N,0,0,3,0,1,0
Florida Keys,Carysfort Reef,CF3,CF3-t092,40,194,97,74,45%,BC,18,0,none,none,none,0,N,N,3,0,5,1,1,0
Florida Keys,Carysfort Reef,CF3,CF3-t095,40,15,11,10,100%,JC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Carysfort Reef,CF3,CF3-t390,40,32,30,12,85%,AF,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Carysfort Reef,CF3,CF3-t391,40,14,10,8,100%,JC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Carysfort Reef,CF3,CF3-t408,40,30,25,8,10%,AF,2,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Carysfort Reef,CF3,CF3-t409,40,33,24,20,80%,JC,1,1,FS,none,none,0,N,N,0,2,2,0,0,0
Florida Keys,Carysfort Reef,CF3,CF3-t410,40,38,26,16,95%,JC,1,0,none,none,none,0,N,N,0,0,2,0,0,0
Florida Keys,Carysfort Reef,CF3,CF3-t411,40,160,124,70,35%,BC,13,1,CL,none,none,0,N,N,0,0,4,0,1,0
Florida Keys,Carysfort Reef,CF3,CF3-t425,40,72,56,20,15%,G,,,,,,,N,N,,,,,,
Florida Keys,Carysfort Reef,CF3,CF3-t902,40,27,20,19,5%,RC,2,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Carysfort Reef,CF3,CF3-t973,40,22,15,14,100%,JC,1,0,none,none,none,0,N,N,0,0,0,0,1,0
Florida Keys,Carysfort Reef,CF4,CF4-t802,40,,,,0%,D,,,,,,,N,N,,,,,,
Florida Keys,Carysfort Reef,CF4,CF4-t805,40,55,30,35,2%,RC,3,1,FS,none,none,0,N,N,0,2,0,0,0,0
Florida Keys,Carysfort Reef,CF4,CF4-t812,40,7,6,4,100%,JC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Carysfort Reef,CF4,CF4-t814,40,90,90,60,1%,RC,2,0,none,none,none,0,N,N,0,0,0,0,1,0
Florida Keys,Elbow Reef,EL1,EL1-t051,40,170,104,107,45%,BC,21,1,RTL,CL,Unk,0,N,N,3,0,2,0,1,1
Florida Keys,Elbow Reef,EL1,EL1-t052,40,270,235,102,60%,BC,27,1,CB,CL,none,0,N,Y,2,0,5,0,2,2
Florida Keys,Elbow Reef,EL1,EL1-t054,40,134,87,73,60%,BC,3,1,WPx,CL,CB,0,N,Y,0,1,1,0,1,0
Florida Keys,Elbow Reef,EL1,EL1-t055,40,237,170,78,65%,BC,12,0,none,none,none,0,N,Y,2,0,5,0,0,0
Florida Keys,Elbow Reef,EL1,EL1-t056,40,112,71,56,70%,BC,5,0,none,none,none,0,N,Y,0,0,0,0,0,0
Florida Keys,Elbow Reef,EL1,EL1-t059,40,30,26,24,85%,JC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Elbow Reef,EL1,EL1-t060,40,115,108,68,65%,BC,10,1,Unk,none,none,0,N,N,0,0,0,1,0,1
Florida Keys,Elbow Reef,EL1,EL1-t232,40,90,59,53,85%,BC,1,0,none,none,none,0,N,N,0,0,0,0,0,1
Florida Keys,Elbow Reef,EL1,EL1-t441,40,65,47,34,95%,G,,,,,,,N,N,,,,,,
Florida Keys,Elbow Reef,EL1,EL1-t454,40,5,5,4,100%,EC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Elbow Reef,EL1,EL1-t977,40,108,80,77,60%,BC,6,1,FS,none,none,0,N,N,0,3,2,0,1,0
Florida Keys,Elbow Reef,EL1,EL1-t978,40,78,41,39,99%,BC,1,0,none,none,none,0,N,N,0,0,1,0,0,0
Florida Keys,Elbow Reef,EL1,EL1-t979,40,159,98,67,85%,BC,1,0,none,none,none,0,N,N,0,0,2,1,0,0
Florida Keys,Elbow Reef,EL2,EL2-t065,40,17,14,4,80%,EC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Elbow Reef,EL2,EL2-t066,40,154,107,83,50%,BC,11,1,RTL,CB,none,0,N,N,1,0,1,1,1,0
Florida Keys,Elbow Reef,EL2,EL2-t067,40,28,26,25,5%,RC,2,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Elbow Reef,EL2,EL2-t070,40,,,,0%,D,,,,,,,N,N,,,,,,
Florida Keys,Elbow Reef,EL2,EL2-t072,40,81,63,40,90%,BC,1,0,none,none,none,1,N,N,0,0,1,0,1,0
Florida Keys,Elbow Reef,EL2,EL2-t073,40,134,132,65,60%,BC,9,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Elbow Reef,EL2,EL2-t246,40,12,10,9,10%,RC,2,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Elbow Reef,EL2,EL2-t247,40,33,18,22,65%,JC,4,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Elbow Reef,EL2,EL2-t437,40,12,8,3,85%,G,,,,,,,N,N,,,,,,
Florida Keys,Elbow Reef,EL2,EL2-t438,40,14,8,3,99%,G,,,,,,,N,N,,,,,,
Florida Keys,Elbow Reef,EL2,EL2-t439,40,54,35,23,80%,G,,,,,,,N,N,,,,,,
Florida Keys,Elbow Reef,EL2,EL2-t440,40,58,25,15,80%,G,,,,,,,N,N,,,,,,
Florida Keys,Elbow Reef,EL2,EL2-t453,40,19,17,14,80%,JC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Elbow Reef,EL2,EL2-t913,40,238,152,88,60%,BC,15,0,none,none,none,0,N,N,0,0,1,0,2,0
Florida Keys,Elbow Reef,EL3,EL3-t076,40,79,65,70,20%,RC,12,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Elbow Reef,EL3,EL3-t077,40,67,26,28,30%,RC,5,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Elbow Reef,EL3,EL3-t078,40,61,35,56,60%,BC,4,1,CL,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Elbow Reef,EL3,EL3-t079,40,45,18,20,10%,RC,5,0,none,none,none,0,N,N,0,0,0,0,1,0
Florida Keys,Elbow Reef,EL3,EL3-t083,40,110,90,68,70%,BC,8,1,CL,none,none,0,N,N,0,0,0,0,1,0
Florida Keys,Elbow Reef,EL3,EL3-t086,40,194,110,69,70%,BC,4,2,FS,CL,FP,0,N,Y,0,4,1,0,1,0
Florida Keys,Elbow Reef,EL3,EL3-t421,40,,,,0%,D,,,,,,,N,N,,,,,,
Florida Keys,Elbow Reef,EL3,EL3-t432,40,57,33,52,35%,G,,,,,,,N,N,,,,,,
Florida Keys,Elbow Reef,EL3,EL3-t433,40,25,11,7,100%,G,,,,,,,N,N,,,,,,
Florida Keys,Elbow Reef,EL3,EL3-t434,40,9,8,6,100%,G,,,,,,,N,N,,,,,,
Florida Keys,Elbow Reef,EL3,EL3-t451,40,8,6,9,70%,EC,1,5,FS,none,none,0,N,N,0,3,0,0,0,0
Florida Keys,Elbow Reef,EL3,EL3-t911,40,110,65,60,75%,BC,1,0,none,none,none,0,N,Y,0,0,0,0,1,1
Florida Keys,Elbow Reef,EL3,EL3-t930,40,18,16,10,100%,JC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Elbow Reef,EL3,EL3-t932,40,7,5,2,100%,EC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Elbow Reef,EL3,EL3-t933,40,118,75,67,70%,BC,3,0,none,none,none,0,N,Y,0,0,1,0,0,0
Florida Keys,Elbow Reef,EL4,EL4-t153,40,184,133,86,45%,BC,16,1,FS,none,none,0,N,N,0,10,1,0,0,0
Florida Keys,Elbow Reef,EL4,EL4-t154,40,152,143,97,40%,BC,27,2,FS,CB,none,1,N,N,0,10,1,0,1,0
Florida Keys,Elbow Reef,EL4,EL4-t158,40,89,34,34,75%,BC,6,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Elbow Reef,EL4,EL4-t168,40,189,163,90,70%,BC,3,1,FS,FP,none,0,N,N,0,4,0,0,0,0
Florida Keys,Elbow Reef,EL4,EL4-t416,40,12,10,6,90%,JC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Elbow Reef,EL4,EL4-t417,40,9,4,6,100%,JC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Elbow Reef,EL4,EL4-t418,40,89,72,35,40%,AF,2,0,none,none,none,0,N,N,0,1,0,0,0,0
Florida Keys,Elbow Reef,EL4,EL4-t419,40,,,,0%,D,,,,,,,N,N,,,,,,
Florida Keys,Elbow Reef,EL4,EL4-t420,40,6,4,1,100%,EC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Elbow Reef,EL4,EL4-t935,40,11,8,3,80%,EC,2,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Elbow Reef,EL5,EL5-t177,40,59,38,52,15%,RC,3,1,Unk,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Elbow Reef,EL5,EL5-t180,40,158,142,75,35%,BC,23,0,none,none,none,0,N,N,0,0,0,0,1,0
Florida Keys,Elbow Reef,EL5,EL5-t183,40,27,26,23,95%,JC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Elbow Reef,EL5,EL5-t460,40,100,90,12,10%,AF,3,1,Unk,none,none,0,N,N,0,0,1,0,0,0
Florida Keys,French Reef,FR1,FR1-t002,40,99,68,63,80%,BC,1,2,WPx,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,French Reef,FR1,FR1-t003,40,33,21,25,90%,JC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,French Reef,FR1,FR1-t004,40,73,65,65,30%,BC,4,1,WPx,none,none,1,N,N,0,0,0,0,0,0
Florida Keys,French Reef,FR1,FR1-t005,40,158,125,75,65%,BC,6,1,RTL,none,none,0,N,N,2,0,1,0,0,0
Florida Keys,French Reef,FR1,FR1-t006,40,174,107,74,45%,BC,12,2,RTL,CB,none,0,N,Y,1,0,1,0,1,0
Florida Keys,French Reef,FR1,FR1-t007,40,23,13,10,40%,RC,2,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,French Reef,FR1,FR1-t008,40,99,59,79,30%,BC,5,2,RTL,CB,none,0,N,Y,2,1,2,0,0,0
Florida Keys,French Reef,FR1,FR1-t009,40,177,146,75,40%,BC,7,2,RTL,WBD,CB,0,N,N,2,0,5,0,1,0
Florida Keys,French Reef,FR1,FR1-t010,40,65,55,38,35%,RC,9,0,none,none,none,0,N,N,0,0,0,0,1,0
Florida Keys,French Reef,FR1,FR1-t860,40,15,12,6,99%,EC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,French Reef,FR1,FR1-t861,40,61,44,55,75%,BC,2,0,none,none,none,0,N,N,0,0,4,0,0,0
Florida Keys,French Reef,FR1,FR1-t976,40,10,6,9,90%,JC,1,0,none,none,none,0,N,N,0,0,1,0,0,0
Florida Keys,French Reef,FR2,FR2-t236,40,13,6,2,95%,EC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,French Reef,FR2,FR2-t250,40,102,65,58,20%,BC,4,0,none,none,none,0,N,Y,2,0,0,1,1,1
Florida Keys,French Reef,FR2,FR2-t251,40,86,54,65,98%,BC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,French Reef,FR2,FR2-t255,40,33,16,22,50%,JC,9,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,French Reef,FR2,FR2-t256,40,22,17,21,90%,JC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,French Reef,FR2,FR2-t257,40,16,13,16,70%,JC,2,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,French Reef,FR2,FR2-t258,40,5,3,2,90%,JC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,French Reef,FR2,FR2-t259,40,26,18,27,70%,JC,3,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,French Reef,FR2,FR2-t260,40,30,29,37,99%,JC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,French Reef,FR2,FR2-t261,40,97,66,50,25%,BC,4,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,French Reef,FR2,FR2-t262,40,18,12,24,85%,JC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,French Reef,FR2,FR2-t447,40,14,14,13,100%,G,,,,,,,N,N,,,,,,
Florida Keys,French Reef,FR2,FR2-t982,40,36,31,42,100%,BC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,French Reef,FR3,FR3-t407,40,,,,0%,D,,,,,,,N,N,,,,,,
Florida Keys,French Reef,FR3,FR3-t444,40,30,24,10,40%,G,,,,,,,N,N,,,,,,
Florida Keys,French Reef,FR3,FR3-t445,40,11,5,10,95%,G,,,,,,,N,N,,,,,,
Florida Keys,French Reef,FR3,FR3-t446,40,48,45,28,30%,G,,,,,,,N,N,,,,,,
Florida Keys,French Reef,FR3,FR3-t818,40,13,11,12,70%,JC,1,0,none,none,none,0,N,N,0,0,0,1,0,1
Florida Keys,French Reef,FR3,FR3-t820,40,155,94,75,25%,BC,27,1,FS,none,none,0,N,N,1,5,1,0,0,0
Florida Keys,French Reef,FR3,FR3-t822,40,8,6,7,5%,RC,1,5,RTL,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,French Reef,FR3,FR3-t824,40,9,6,5,100%,EC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,French Reef,FR3,FR3-t825,40,60,43,41,98%,BC,1,0,none,none,none,0,N,Y,1,0,1,0,0,0
Florida Keys,French Reef,FR3,FR3-t862,40,96,68,43,50%,BC,7,0,none,none,none,0,N,N,1,0,1,0,1,0
Florida Keys,French Reef,FR3,FR3-t863,40,103,68,58,60%,BC,8,1,CL,none,none,0,N,N,0,0,1,0,0,0
Florida Keys,French Reef,FR3,FR3-t864,40,21,12,5,95%,JC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,French Reef,FR3,FR3-t865,40,20,12,15,40%,RC,2,5,RTL,none,none,0,N,N,0,0,1,0,0,0
Florida Keys,French Reef,FR3,FR3-t866,40,6,6,6,100%,JC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Grecian Rocks,GR1,GR1-t413,40,37,26,23,85%,JC,1,1,FP,CL,none,0,N,N,0,0,0,0,0,0
Florida Keys,Grecian Rocks,GR1,GR1-t448,40,30,11,21,100%,G,,,,,,,N,N,,,,,,
Florida Keys,Grecian Rocks,GR1,GR1-t463,40,15,13,10,100%,JC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Grecian Rocks,GR1,GR1-t827,40,72,54,38,95%,BC,1,4,FS,none,none,0,N,N,0,4,0,0,0,0
Florida Keys,Grecian Rocks,GR1,GR1-t828,40,82,72,67,95%,BC,1,0,none,none,none,0,N,Y,0,0,0,0,1,0
Florida Keys,Grecian Rocks,GR1,GR1-t830,40,91,70,48,25%,BC,26,0,none,none,none,0,N,N,1,0,0,0,0,0
Florida Keys,Grecian Rocks,GR1,GR1-t832,40,46,38,25,1%,RC,2,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Grecian Rocks,GR1,GR1-t833,40,100,78,46,90%,BC,1,0,none,none,none,0,N,N,0,0,1,0,1,0
Florida Keys,Grecian Rocks,GR1,GR1-t835,40,78,72,57,80%,BC,1,1,Unk,none,none,0,N,N,0,0,1,0,0,0
Florida Keys,Grecian Rocks,GR1,GR1-t836,40,102,76,50,85%,BC,1,2,WPx,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Grecian Rocks,GR1,GR1-t889,40,14,6,6,85%,JC,2,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Grecian Rocks,GR1,GR1-t890,40,39,24,27,95%,JC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Grecian Rocks,GR1,GR1-t891,40,62,50,27,99%,AF,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Grecian Rocks,GR2,GR2-t415,40,56,42,24,100%,BC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Grecian Rocks,GR2,GR2-t429,40,64,38,15,95%,G,,,,,,,N,N,,,,,,
Florida Keys,Grecian Rocks,GR2,GR2-t430,40,17,10,12,100%,G,,,,,,,N,N,,,,,,
Florida Keys,Grecian Rocks,GR2,GR2-t431,40,12,8,7,100%,G,,,,,,,N,N,,,,,,
Florida Keys,Grecian Rocks,GR2,GR2-t839,40,,,,0%,D,,,,,,,N,N,,,,,,
Florida Keys,Grecian Rocks,GR2,GR2-t840,40,87,48,53,100%,BC,1,0,none,none,none,0,N,N,0,0,0,0,0,0
