paper_id,title,year,first_author,citation_count,doi,n_seeds_cited,cited_seeds_str
99deb0925014eba218292966c285aed97f7784ab,"Mechanical properties, spectral vibrational response, and flow-field analysis of the aragonite skeleton of the staghorn coral (Acropora cervicornis)",2020,Alejandro Carrasco-Peña,6,10.1007/s00338-020-02003-8,1,williams_miller_2010
e95c576e8f623c49055a5e2177cbc3761efa4000,Population dynamics of diseased corals: Effects of a Shut Down Reaction outbreak in Puerto Rican Acropora cervicornis.,2020,A. Mercado-Molina,4,10.1016/bs.amb.2020.08.001,1,williams_miller_2010
5b7bec8607d6507256554a65ecc81624263f737f,Spatial and temporal differences in Acropora cervicornis colony size and health.,2020,E. Goergen,2,10.1016/bs.amb.2020.08.004,1,forrester_et_al_2014
6d41cc9bda2d60fe2e5cbc0e2ae7c697a5ead9ab,Microbiome differences in disease-resistant vs. susceptible Acropora corals subjected to disease challenge assays,2019,S. Rosales,71,10.1038/s41598-019-54855-y,1,forrester_et_al_2014
c4cb567d71479eb8698c60ac6abf569306b7ef31,Genotypic variation in disease susceptibility among cultured stocks of elkhorn and staghorn corals,2019,Margaret W. Miller,32,10.7717/peerj.6751,1,forrester_et_al_2014
c215a81dc2f7a643c435000a0bffd190d300079a,Identifying Causes of Temporal Changes in Acropora cervicornis Populations and the Potential for Recovery,2019,E. Goergen,21,10.3389/fmars.2019.00036,1,forrester_et_al_2014
27adf30db2253e1985ad3624a90b1fdb5e7ba61b,Population Dynamics and Genotypic Richness of the Threatened Acropora spp . and their Hybrid in the U . S . Virgin Islands,2019,Hannah F Nylander-Asplin,3,,1,forrester_et_al_2014
be55fb18ad28336082c25d8561b1d5b05956cdd1,Bleaching causes loss of disease resistance within the threatened coral species Acropora cervicornis,2018,E. Muller,116,10.7554/eLife.35066,1,forrester_et_al_2014
3116eb78faa5588d2705cb8f7b901701276dd761,"Outplanting technique, host genotype, and site affect the initial success of outplanted Acropora cervicornis",2018,E. Goergen,44,10.7717/peerj.4433,1,forrester_et_al_2014
0d5c024d0fbdd849f40106878702577c18785aa6,Genomic Variants Among Threatened Acropora Corals,2018,Sheila A. Kitchen,41,10.1534/g3.119.400125,1,williams_miller_2010
c6b72ea8fcc419091172be046251ababcc6c703e,Macroalgae reduces survival of nursery‐reared Acropora corals in the Florida reef tract,2018,R. van Woesik,40,10.1111/rec.12590,1,forrester_et_al_2014
7d7476683a7f336c55277e4efd81d215d0d32e4b,Tissue loss rather than colony size determines the demographic fate of the branching coral Acropora cervicornis,2018,A. Mercado-Molina,6,10.3354/MEPS12578,1,forrester_et_al_2014
a052636259de41f78c495c2cd6f68cf9cc54e6e5,"Intraspecific variation in phenotype among nursery-reared staghorn coral Acropora cervicornis (Lamarck, 1816)",2017,K. Lohr,50,10.1016/J.JEMBE.2016.10.005,1,forrester_et_al_2014
a64e807b38b371c3dd9a9e7a6178765c83166a8c,The influence of demographic variation on social network stability in wild vervet monkeys,2017,C. Borgeaud,42,10.1016/J.ANBEHAV.2017.09.028,1,vardi_2012
230103eda7ffc568d0fd2d6b1dc921d71b19e6a0,"Thermal stress exposure, bleaching response, and mortality in the threatened coral Acropora palmata.",2017,Dana E. Williams,29,10.1016/j.marpolbul.2017.07.001,1,williams_miller_2010
6d0d8d3fdfbd9f5e34f319448160787dc34393ad,Abundance and Multilocus Sequence Analysis of Vibrio Bacteria Associated with Diseased Elkhorn Coral (Acropora palmata) of the Florida Keys,2017,Keri M Kemp,23,10.1128/AEM.01035-17,1,williams_miller_2010
ed087133cc210350893a7d7d007c80333090f151,Assessment of wild and restored staghorn coral Acropora cervicornis across three reef zones in the Cayman Islands,2017,K. Lohr,16,10.1016/J.RSMA.2016.11.003,1,forrester_et_al_2014
dc60276e63014c553ddb10f6aac98e5ff23e8597,Ecological solutions to reef degradation: optimizing coral reef restoration in the Caribbean and Western Atlantic,2016,D. Lirman,185,10.7717/peerj.2597,1,forrester_et_al_2014
2f80a622196af082b58089b66c5df5627af07afa,"Shifting white pox aetiologies affecting Acropora palmata in the Florida Keys, 1994–2014",2016,K. Sutherland,36,10.1098/rstb.2015.0205,2,forrester_et_al_2014; williams_miller_2010
71b5b7fbb438bdbb71ac8125441dec085d6010c4,Reef-scale trends in Florida Acropora spp. abundance and the effects of population enhancement,2016,Margaret W. Miller,21,10.7717/peerj.2523,2,forrester_et_al_2014; williams_miller_2010
0dd18a125a35f7c68540ad4de023e7c6e020289a,"Disease Prevalence and Snail Predation Associated with Swell-Generated Damage on the Threatened Coral, Acropora palmata (Lamarck)",2016,A. J. Bright,16,10.3389/fmars.2016.00077,1,williams_miller_2010
86168601b8da386b66c8e2d36685c85d453ca838,Genet-specific spawning patterns in Acropora palmata,2016,M. Miller,15,10.1007/s00338-016-1472-6,1,williams_miller_2010
c78b5409a78b1eb803dea6ff3c19933aab2772bf,"Is Acropora palmata recovering? A case study in Los Roques National Park, Venezuela",2016,A. Cróquer,15,10.7717/peerj.1539,1,williams_miller_2010
6476e7c0ec358be3019ed085f0c1ec2ad4ad67c9,Quantifying exceptionally large populations of Acropora spp. corals off Belize using sub-meter satellite imagery classification,2016,J. Busch,15,10.5343/BMS.2015.1038,1,williams_miller_2010
b83d5e925b1b1d6aa44752abc0c33c149265a5dd,Acropora Habitat Evaluation and Restoration Site Selection Using a Species Distribution Modeling Approach,2016,K. Ames,4,,1,forrester_et_al_2014
e58f8f17765e6f0a55cc4abae38f6407295e91ca,Histological Analysis of Threespot Damselfish (Stegastes planifrons) Gastrointestinal Tract and Implications for Staghorn Coral (Acropora cervicornis) Health,2016,William A. Norfolk,0,,1,forrester_et_al_2014
ce44bf35f87b437da44b68fc2c9ccaa1bcf8d94b,Quantifying the effects of white pox disease and bleaching in elkhorn coral in the Florida Keys from 1994-2014,2016,Brett Berry,0,,1,williams_miller_2010
4fdf553dec16b623a5e71e13c0fa7624d3aff4e7,Restoration of critically endangered elkhorn coral (Acropora palmata) populations using larvae reared from wild-caught gametes,2015,V. Chamberland,94,10.1016/J.GECCO.2015.10.005,1,williams_miller_2010
10f12d5e392cd0cfc8a90d3b8b0218f83cfd4981,"Occupation Dynamics and Impacts of Damselfish Territoriality on Recovering Populations of the Threatened Staghorn Coral, Acropora cervicornis",2015,S. Schopmeyer,47,10.1371/journal.pone.0141302,1,williams_miller_2010
eead5777eca14dd118d3aa3555afad2e6161115c,Optimizing the productivity of a coral nursery focused on staghorn coral Acropora cervicornis,2015,K. Lohr,24,10.3354/ESR00667,1,forrester_et_al_2014
b065e6730e25fdeec02400dcd0541141e809eebf,"The Histology, MicrobiOlogy, and Molecular Ecology of Tissue-Loss Diseases Affecting Acropora cervicornis in the Upper Florida Keys",2015,Katheryn W. Patterson,1,,1,forrester_et_al_2014
f62d1f142596931a4bb44446892905823ea101fa,Lost opportunities: coral recruitment does not translate to reef recovery in the Florida Keys.,2014,R. van Woesik,72,10.1016/j.marpolbul.2014.09.017,1,williams_miller_2010
0308c2217c8744df98440d6567e34578c6e26ab9,"Prevalence, consequences, and mitigation of fireworm predation on endangered staghorn coral",2014,Margaret W. Miller,32,10.3354/MEPS10996,2,forrester_et_al_2014; williams_miller_2010
d602bd984dcd6311d46365107cc11a5682c1176b,Long‐term survival and colony growth of Acropora palmata fragments transplanted by volunteers for restoration,2014,Graham E. Forrester,28,10.1002/AQC.2374,1,williams_miller_2010
105cf69546553ef8e37decf2b89d54652762bba6,"Possible Recovery of Acropora palmata (Scleractinia:Acroporidae) Within the Veracruz Reef System, Gulf of Mexico: A Survey of 24 Reefs to Assess the Benthic Communities",2014,E. A. Larson,24,10.15517/RBT.V62I0.15903,1,williams_miller_2010
f91929940176ddbca894d9860e96f4c39372c89e,"Early signs of recovery of Acropora palmata in St. John, US Virgin Islands",2014,E. Muller,15,10.1007/S00227-013-2341-2,1,williams_miller_2010
87b36e474e5ac7586b3adcf5258d4885934c041f,Stakeholder Perceptions and Preferences for Coral Reef Restoration and Sustainable Resource Management,2014,James Harper,1,10.25148/ETD.FI14071138,1,williams_miller_2010
942381b6f02c747f37573e2c5409dcf49662e93d,"ESTRUCTURA POBLACIONAL DE ACROPORA PALMATA (SCLERACTINIA: ACROPORIDAE) EN EL PARQUE NACIONAL SAN ESTEBAN, VENEZUELA",2013,Kimberly Martínez,3,,1,williams_miller_2010
0efb35710af18bf60eff183c0472f3a069abbd13,"Early signs of recovery of Acropora palmata in St. John, US Virgin Islands",2013,E. Muller,0,10.1007/s00227-013-2341-2,1,williams_miller_2010
08bd5d7c26d1c627e6c11b951a413ef7cef8fe65,"Population dynamics of threatened elkhorn coral in the northern Florida Keys, USA",2012,Tali Vardi,26,10.3354/ESR00475,1,williams_miller_2010
b6d56ebfa107be54e963a2d2944fadaa139af430,Modeling the effects of temperature on growth and persistence of tree species: A critical review of tree population models,1996,H. Schenk,90,10.1016/0304-3800(95)00212-X,1,rogers_et_al_1982
