quantile,intercept,slope
0.1,356.7043822000624,-107.86539913775702
0.25,-2.9401073299082037,3.4215856163332288
0.5,-511.04442362816275,135.7603364827338
0.75,-1046.0004976449843,294.4401049464223
0.9,-1468.2836415335673,461.1624724381699
