response,method,gate_delta_aicc,gate_edf,gate_passed,gate_best_mod,functional_form,recommended_definition,recommended_threshold_log,recommended_threshold_cm2,t1_abs_max_d2_log,t1_abs_max_d2_cm2,t1_sig_sim_int,t2_min_d2_log,t2_min_d2_cm2,t2_sig_sim_int,t3_zero_d2_log,t3_zero_d2_cm2,t3_sig_sim_int,t4_zero_d1_log,t4_zero_d1_cm2,t4_sig_sim_int,loso_n_folds,loso_threshold_mean,loso_threshold_se,loso_ci_lower,loso_ci_upper,loso_cv,magnitude_absolute,magnitude_relative_pct,n_observations,r_squared,threshold_log,threshold_cm2,cluster_boot_ci_lower,cluster_boot_ci_upper,cluster_boot_cv,max_curvature
absolute_growth,Detmer_et_al_2025,15.133975381344499,3.6491638456053246,TRUE,gam,dome_shaped,zero_d1,3.8800359864841854,48.42595771995074,5.245845474737432,189.77619840152002,TRUE,8.780881797275244,6508.613921672376,FALSE,7.843561560238703,2549.268056387338,FALSE,3.8800359864841854,48.42595771995074,FALSE,6,4.049646315090797,0.1882530517045947,3.7863039627805315,4.783880500769421,0.046486294618638534,13.595314805562907,42.30267836104151,3428,0.06240559168316906,3.8800359864841854,48.42595771995074,44.09312888779407,119.5674324815781,0.046486294618638534,NA
relative_growth_rate,Detmer_et_al_2025,17.66861312908395,3.636261076633436,TRUE,gam,sigmoidal,min_d2,NA,NA,5.460090100345783,235.11860767876425,TRUE,NA,NA,FALSE,8.325611967857494,4128.262799718399,FALSE,NA,NA,FALSE,6,5.995701664366663,NA,3.6041960310134313,8.387207297719895,NA,NA,NA,3393,0.21906466454459095,NA,NA,36.752124408181515,4390.539088443579,NA,NA
positive_growth_prob,Detmer_et_al_2025,18.016853631694175,3.7999374432692683,TRUE,gam,sigmoidal,min_d2,8.56663717166689,5253.433656794108,5.031600849129079,153.17803144249356,TRUE,8.56663717166689,5253.433656794108,TRUE,7.254388839815734,1414.2983760865106,TRUE,6.183165711773973,484.5233924394013,FALSE,6,8.52378824654522,NA,8.416665933741044,8.56663717166689,0.004096488668444473,-0.0044628566304475425,-0.5883830859165036,3428,0.011173667530734555,8.56663717166689,5253.433656794108,4521.802306565468,5253.433656794108,0.004096488668444473,NA
