population_type,n_studies,n_observations,mean_survival,I_squared,Q_statistic,Q_p_value,tau_squared
Restoration fragment,4,1111,0.7253777991715198,86.80855710011244,22.742015583644537,4.5704641981392236e-5,0.4434133019008775
