"","SC1","SC2","SC3","SC4","SC5"
"SC1",0.413744913807946,0.190783478838571,0.125445942567836,0.110408951751464,0.059652978956532
"SC2",0.268252196864492,0.336142319858434,0.0456167063883039,0.0480474817756074,0.212945945829644
"SC3",0.0227332370224146,0.236208116657278,0.494656159898171,0.109199439895539,0.325945076687267
"SC4",0.0181865896179317,0.00454246378187073,0.146828773687353,0.57583243661813,0.097461447715755
"SC5",0,0.00454246378187073,0,0.150561692143272,0.872456262743385
