"size_class","n","agr_mean","agr_median","agr_sd","rgr_mean","rgr_median","rgr_sd","pct_positive","pct_shrinking"
"SC1",171,16.147265603385,11.68,18.0476769455317,0.977489636954416,0.852423549639409,0.933914486231957,81.8713450292398,12.280701754386
"SC2",800,44.6212246204154,42.8212290502793,43.864527597243,0.903361602149127,0.827498866213152,0.818736815313,85.375,12.375
"SC3",602,82.419456892921,58.2107475076127,174.529846275034,0.387671333221445,0.316586964433452,0.678317084514329,68.6046511627907,26.9102990033223
"SC4",637,286.661237380939,237.743243243243,574.63037424044,0.282089728730664,0.225289905289905,0.532436786592964,70.1726844583987,24.0188383045526
"SC5",1485,360.46720987685,823.308270676692,3710.59465349866,0.0820104424564585,0.121449303554152,0.332607014816467,70.976430976431,27.5420875420875
