model,log_odds_slope_per_year,std_error,z_value,p_value,odds_ratio_per_year
unadjusted_glm,-0.12700843788518743,0.009354995413469309,-13.576536627941138,5.517431823663761e-42,0.8807262410989
study_adjusted_glm,-0.09942196977302716,0.011111068755453809,-8.9480113894738,3.6194370542451003e-19,0.905360592604871
mixed_model_glmer,-0.09905920203120247,0.0040479668153492205,-24.471347357786225,2.982775582954543e-132,0.9056890878027153
