n_pairs,natural_slope,restored_slope,ancova_p,paired_t_p,bootstrap_diff,bootstrap_ci_lower,bootstrap_ci_upper
441,0.9763436168122287,0.8151944451983231,3.633058358525869e-8,3.0263886003852884e-12,0.23895128888192707,-0.06381010057828632,0.3554081023137701
