region,n_years,mean_survival,sd_survival,cv_survival,min_survival,max_survival,survival_range,total_n
Florida,17,0.8415115315332349,0.11942040509833907,0.14191178685425138,0.6417910447761194,0.9774436090225563,0.33565256424643697,4020
Curacao,9,0.842741938077025,0.11893293756478467,0.14112616471439257,0.5483870967741935,0.9279279279279279,0.3795408311537344,856
