"region","current_n","current_survival","recommended_n_10pct","current_power_10pct","gap_10pct","priority_score"
"USVI",46,0.652173913043478,256805,0.0501610649842797,256759,5462.95744680851
"Dominican Republic",44,0.863636363636364,96895,0.0504083802321751,96851,2152.24444444444
"Navassa",102,0.92156862745098,110821,0.0508279454825962,110719,1074.94174757282
"Curacao",856,0.845794392523365,114630,0.056741057127112,113774,132.758459743291
"Florida",4031,0.803026544281816,153957,0.0738564699127413,149926,37.1840277777778
"Mexico",52,1,NA,NA,0,0
