population_type,n,mean_size_cm2,agr_mean,agr_median,rgr_mean,rgr_median,pct_positive,lmm_estimate,lmm_se,lmm_p,wilcox_p
Natural colony,2953,5211.688126842529,266.63296322686955,161.340579710145,0.23001947340583703,0.16199877563513962,70.09820521503556,NA,NA,NA,NA
Restoration fragment,742,300.0510269541771,25.073517026798193,48.082972972972954,1.0046459723984542,0.9456349155785442,89.8921832884097,-0.025696875192778,0.06385783179058788,0.6874141125923293,2.283998213914503e-128
