scenario,k_total,k_natural,k_restoration,pooled_survival,natural_survival,restoration_survival,difference_pp,moderator_p,I2,tau2
"Current (Vardi=Nat, Garrison=Nat)",16,6,10,0.8107101936733069,0.8507840445585875,0.782804255341306,6.797978921728143,0.3009459346494209,97.8759931820368,0.6085142129659282
"Conservative (Vardi=Nat, Garrison=excl)",15,5,10,0.8175184231499305,0.8716696853077198,0.782804255341306,8.886542996641378,0.17065295390546692,98.05567337329636,0.6320354798637663
"Original (Vardi=Rest, Garrison=excl)",15,2,13,0.8175184231499305,0.8418847844045311,0.8150113668682697,2.687341753626138,0.7943617945078106,98.05567337329636,0.6320354798637663
