"context","n","intercept","size_effect","size_se","size_p","significant"
"field",5070,-0.766039090314204,0.394177250137568,0.0193953282621198,7.99980398233849e-92,TRUE
"nursery_insitu",61,3.23748114957988,-0.368372669226652,0.864997194806564,0.670205681570221,FALSE
