sc1_proportion,sc2_proportion,lambda,pct_change
0.1,0.9,0.9855006937999741,0
0.25,0.75,0.9848976055040064,-0.061196131038957616
0.5,0.5,0.9838873179961609,-0.16371128036370722
0.75,0.25,0.9828705117666419,-0.26688789260924173
