"","SC1","SC2","SC3","SC4","SC5"
"SC1",0.0119111853941919,0.00556450893838896,0.0057429646821223,0.00295575638882642,0.00219688555560449
"SC2",0.0108885150799121,0.0138233188922591,0.00294446573588537,0.00181358549784279,0.0110572652126403
"SC3",0.00170049637103723,0.0179008235077406,0.0588403247758075,0.00759585864681859,0.0311897458283982
"SC4",0.00387110411399293,0.000979577547984403,0.0496994939359869,0.113978186831302,0.0265380754046295
"SC5",0,0.00225892153216662,0,0.0687230504691059,0.547825889657356
