size_class,stable_proportion,reproductive_value
SC1,0.13835882205025662,1
SC2,0.19296363899460892,1.4765060644503438
SC3,0.29974648549318234,2.9762837719789093
SC4,0.1814954673667556,7.924133238546015
SC5,0.18743558609519656,17.723812818609268
