method,sig_criteria,threshold_mean,threshold_se,ci_lower,ci_upper,n_detected,n_folds,detection_frac
abs_max_d2,none,5.067308286730471,0.35614477257668803,3.679181649976355,5.560517268599699,6,6,1
abs_max_d2,sim_int,5.067308286730471,0.35614477257668803,3.679181649976355,5.560517268599699,6,6,1
min_d2,none,5.995701664366663,NA,3.6041960310134313,8.387207297719895,2,6,0.3333333333333333
min_d2,sim_int,3.478327313468525,NA,NA,NA,1,6,0.16666666666666666
zero_d2,none,7.432926027822694,0.6637550684656213,4.931173680875164,8.720625496322894,6,6,1
zero_d2,sim_int,7.522194621826174,NA,NA,NA,1,6,0.16666666666666666
zero_d1,none,2.8623740148445123,NA,NA,NA,1,6,0.16666666666666666
zero_d1,sim_int,NA,NA,NA,NA,0,6,0
