region,n,mean_growth,sd_growth,pct_positive
Navassa,94,826.052218528142,2042.6323842564343,72.3404255319149
USVI,30,100.69166666666666,78.73919092028828,100
Dominican Republic,177,78.29723564374402,46.48757054182797,98.87005649717514
Mexico,52,24.84566739434106,240.04026254760998,84.61538461538461
Curacao,710,-0.9009817434212584,4441.709272107576,66.33802816901408
Florida,3262,-215.90867121875837,3801.34053268287,68.57755977927653
