scenario,recruitment_scenario,year,n,mean_population,median_population,q05,q25,q75,q95
markov,optimistic,22,800,5.30452756777861,4.148901111623976,0.8464898401410342,2.275578186751338,7.154983372733402,14.320950318877111
markov,optimistic,23,800,4.237258666855277,3.3094672339423163,0.6677426357768208,1.812250460330315,5.43162370203224,11.609025127544724
markov,optimistic,24,800,3.352028409635077,2.5921457582730314,0.5374798021967516,1.4446573565430227,4.325740181403078,9.090714530028277
markov,optimistic,25,800,2.656777066418757,2.089695946916706,0.424139184244531,1.1469636004112596,3.464619876073355,7.137135995461952
markov,optimistic,26,800,2.108795315417091,1.6542626311045172,0.3328891811847577,0.9159207883080892,2.7478883976613924,5.482441400758669
markov,optimistic,27,800,1.659348533992485,1.3313816691230453,0.227786123478769,0.7261858611005262,2.232482263043024,4.05231180333037
markov,optimistic,28,800,1.3246996890538238,1.081314958794842,0.17585242838822976,0.4892779625360822,1.806223826133992,3.3226994236178493
markov,optimistic,29,800,1.0487780808801448,0.8603679636955931,0.14060048915871565,0.3872883555236913,1.4563153574723224,2.6931923071365254
markov,optimistic,30,800,0.8279387854250858,0.6755463266572775,0.10932650032638082,0.3035062487590969,1.172279961015859,2.183812353307062
markov,optimistic,31,800,0.654571322342397,0.5012581079184708,0.08542406838058117,0.23972460290860464,0.9333370942595758,1.7767278273060785
markov,optimistic,32,800,0.5155289823642824,0.3591492284639242,0.056475782797665144,0.1918845063351957,0.7376454714443947,1.4095949938224335
markov,optimistic,33,800,0.4086823431315797,0.2808632066309956,0.041921286700344826,0.1555637754924726,0.540753961443294,1.1483237963351731
markov,optimistic,34,800,0.3227667228006715,0.22143396372647373,0.03367187243179291,0.12363859061989699,0.40874372656717145,0.9406671952690621
markov,optimistic,35,800,0.2558926915606429,0.1759138302228401,0.026780326064227915,0.09429565575199725,0.3347296952668608,0.7612214182957355
markov,optimistic,36,800,0.2035672510195991,0.14229019575891344,0.021499789948419924,0.06667832289915707,0.2610052198781991,0.6261865312124709
markov,optimistic,37,800,0.16091869900244865,0.11258225578430442,0.017105344203548437,0.05133576081055665,0.21197577432145218,0.49981126785967933
markov,optimistic,38,800,0.1270970541070778,0.0906417684398548,0.013860551612094844,0.04097748074046072,0.1693316634636103,0.4042518608322971
markov,optimistic,39,800,0.10126246287556491,0.06677652974105236,0.010717980144887616,0.03281866554083286,0.1348637158962236,0.31985271587978337
markov,optimistic,40,800,0.0806275252187549,0.050819235547670746,0.006720536762474417,0.025431402778993716,0.10974436791165805,0.24239721279091642
markov,optimistic,41,800,0.06390816160879616,0.039919938720343044,0.00545862567912169,0.019869795607761802,0.088554214821622,0.18990028682883242
markov,optimistic,42,800,0.050761545560187686,0.0315684797528586,0.004249576749643064,0.014846807579683053,0.07213928396844335,0.14782829409113452
markov,optimistic,43,800,0.04027336796171211,0.02555205704831319,0.003322330879872798,0.010508287342336555,0.056411638024752825,0.11852580755408153
markov,optimistic,44,800,0.031789971547715165,0.020138492295513788,0.0026557146176894144,0.008418269436656495,0.04178291422769934,0.09683595505124185
markov,optimistic,45,800,0.025028616516127557,0.016250455710126996,0.0017363212727834088,0.006741384728142584,0.032209410572020036,0.07934337070411006
markov,optimistic,46,800,0.01961261380432578,0.012585458779847777,0.001306212011318526,0.005300442349179213,0.024892152214921307,0.06491795216215292
markov,optimistic,47,800,0.015529427919448958,0.009759641161734159,0.001056357928214016,0.004294785551062401,0.01975152899179245,0.05026524109936568
markov,optimistic,48,800,0.0123383329347086,0.00747605724632974,8.248752849473596e-4,0.0033121881390866903,0.015519476633912722,0.04132428012328339
markov,optimistic,49,800,0.009806276535914501,0.005634080278950507,6.74170429055996e-4,0.00263477240735564,0.012525424760647209,0.03284791055429039
markov,optimistic,50,800,0.007749605133044971,0.004377891587544019,4.6849887596655935e-4,0.002010707971980085,0.010045478246536722,0.026429658503936426
markov,zero,0,800,999.9999999999985,999.9999999999985,999.9999999999985,999.9999999999985,999.9999999999985,999.9999999999985
markov,zero,1,800,717.0636155925879,723.4204430440931,531.8966762507293,531.8966762507293,772.6278310787444,857.8651730976743
markov,zero,2,800,554.9202868618183,584.3207106228625,383.6833133493903,428.1083364456684,665.7949179621078,738.7724079417402
markov,zero,3,800,436.6887885906045,474.5322145122057,224.88932040242773,337.92225925425015,524.7046253243365,584.0438839238226
markov,zero,4,800,346.3635035098398,372.3921946086657,174.89990699391853,266.998741459862,430.9404576894909,497.2434821271548
markov,zero,5,800,274.81331337000904,260.09268628518174,135.59114554943613,213.2007253890991,353.6238568927069,403.06947039320545
markov,zero,6,800,217.10315919683336,201.5550850048113,107.27970044221757,167.73188740949084,285.49781756700526,335.55430967847445
markov,zero,7,800,171.8219073720501,160.4538500146956,64.86906241106381,117.5538667090396,231.44953624182037,274.0031034763928
markov,zero,8,800,136.0877580336056,128.73069749684402,51.04635542565415,89.39330783281008,186.17962527851154,225.33407184925633
markov,zero,9,800,107.55533108434152,103.65809951385168,40.0453436739313,69.0027340909131,151.13733097825593,183.63555996968356
markov,zero,10,800,85.65779916476421,83.05103887442,30.267549467920762,54.5926385399212,119.51526694996613,152.30503134604803
markov,zero,11,800,68.03714675077838,66.80030295274354,21.98911561307225,43.32793826478765,88.03484592421115,122.47634546610591
markov,zero,12,800,53.724061461164155,53.31431178716559,16.054381150646456,34.25754654827613,66.43701403764638,101.02056499551892
markov,zero,13,800,42.635291685827035,40.95203945977906,12.218373152418256,27.291694713389024,53.98396534081125,81.45447765680512
markov,zero,14,800,33.8399540604178,29.89276833142612,9.61870154734921,19.448893683671574,43.33763131653261,66.28069885959408
markov,zero,15,800,26.867616746335173,23.07338397180247,7.199578217331215,14.017640323398076,34.45185313703023,56.376127771006544
markov,zero,16,800,21.358557933415728,18.352740527485594,5.328030616965474,11.187276025809709,27.997712335103795,45.78828460195965
markov,zero,17,800,17.082359788275905,14.676229298265811,3.78015316881751,8.980339901836263,23.202546453714813,37.720811823794385
markov,zero,18,800,13.504632241330421,11.728899984096827,2.866002154456109,7.232718369566771,18.85598448729091,30.745672102030397
markov,zero,19,800,10.729046859860212,9.468578661362727,2.2771096848899983,5.554024046390335,15.395113941079293,25.429730923187186
markov,zero,20,800,8.507003937179917,7.5070517692673,1.7967785966865322,4.236923249885999,12.303176663296338,20.77105559246834
markov,zero,21,800,6.7499045795889066,5.933809555218275,1.3868611862488542,2.9060814198243876,9.87552738891185,16.926317347541953
markov,zero,22,800,5.326384335137503,4.2285647629478404,1.0103255725323534,2.2691859864462414,7.586471932276886,13.789018906831728
markov,zero,23,800,4.235340712493182,3.22368665315031,0.7027987300988907,1.8071525495667793,5.498227938150299,11.438922232037749
markov,zero,24,800,3.3919427802378177,2.6013329882329064,0.5856190583250077,1.4306218572009037,4.331750459045957,9.287723578190013
markov,zero,25,800,2.690915688345576,2.048437458682181,0.4590765858609752,1.1613018452723127,3.419611517662937,7.493185568042016
markov,zero,26,800,2.1404570007307013,1.6584709162106668,0.3611166789558789,0.931858168893035,2.814160790172635,5.956984481490929
markov,zero,27,800,1.6881936137521312,1.3397225468173721,0.2213717537629147,0.7311791743141186,2.273844770752561,4.647411441992439
markov,zero,28,800,1.325145371385241,1.066408444368574,0.1750965637794262,0.49885377368262823,1.820440501329529,3.448432823337112
markov,zero,29,800,1.0502559328463577,0.8493363663585456,0.1371594117727477,0.38888189590569583,1.4599976127156131,2.674121301187534
markov,zero,30,800,0.82499060951709,0.6728360090006965,0.10758164708344693,0.30710841138721073,1.160453748493894,2.118220298951486
markov,zero,31,800,0.6450329881616205,0.4903802893822395,0.0860590658027853,0.23848410204036663,0.9187462844042229,1.7197360539855888
markov,zero,32,800,0.5099682039107188,0.36240831899300957,0.06859350215404478,0.18351316444709875,0.7211392067999205,1.368108206111465
markov,zero,33,800,0.4039568381959273,0.27911889465260553,0.04354407741140949,0.14863712542107066,0.5423581916571282,1.1336385833909126
markov,zero,34,800,0.31805849437877454,0.22518610556203555,0.034665050981915836,0.10861179124176243,0.40400487917130107,0.9068747382789782
markov,zero,35,800,0.2511237787930323,0.17946137066529408,0.027255539535932745,0.07638440997948823,0.3202436120293204,0.7338480242938669
markov,zero,36,800,0.20024720661911288,0.146217898024934,0.021734915621999668,0.059998451501636366,0.25703049160915675,0.6202318804644696
markov,zero,37,800,0.1588386011760693,0.1150338062478285,0.01733615655794781,0.04749040869203122,0.21040418138880035,0.5047549718305628
markov,zero,38,800,0.12572296523055812,0.09045184833473117,0.013282440631888192,0.0379943930325828,0.16650704576365238,0.3913276999786187
markov,zero,39,800,0.09901338934586601,0.06498315095896738,0.01058062619102057,0.030799476393114963,0.13321272260987513,0.30194445124148017
markov,zero,40,800,0.07811278227163426,0.05148018377416984,0.007366011600909745,0.024325339916095423,0.10467799194872501,0.24015890491679123
markov,zero,41,800,0.0613924828082112,0.038708312003496705,0.005495950631678645,0.019301653115145583,0.08363195986494174,0.18138880995356096
markov,zero,42,800,0.0482010832030548,0.030397809998043326,0.004527743753541636,0.0135482406538812,0.06599243219160839,0.14310661933997307
markov,zero,43,800,0.03831195444357495,0.02423099634217917,0.0035888538435347476,0.010004214850909597,0.05089522730259838,0.11423122019982898
markov,zero,44,800,0.030011804685357538,0.019315698589237762,0.0027312240253213136,0.007954629585149744,0.03743516773527677,0.09324880685518833
markov,zero,45,800,0.023633558833746314,0.015699701342319072,0.002162841102910726,0.006313958390479078,0.02939108576814907,0.07472320100825298
markov,zero,46,800,0.018699049826348787,0.012485611297316188,0.001347087088138315,0.00506452485436946,0.023057785029904923,0.060681401505544234
markov,zero,47,800,0.01481349817214779,0.009588381538236473,0.0011276391431477297,0.004056886362741397,0.018611110189518918,0.04791434003499945
markov,zero,48,800,0.01182625534628237,0.007086234245760846,8.89631094612574e-4,0.003252407209139259,0.01490518362137208,0.0401472429985597
markov,zero,49,800,0.009426487387965992,0.005333243944879565,6.88682656058434e-4,0.0024859540436014374,0.01199750055641953,0.03126095946796483
markov,zero,50,800,0.007464014034927358,0.004248993379915619,5.328197471153318e-4,0.0018019185540264398,0.009694792239156633,0.025429735705923544
none_only,conservative,0,800,999.9999999999985,999.9999999999985,999.9999999999985,999.9999999999985,999.9999999999985,999.9999999999985
none_only,conservative,1,800,723.6774780223526,723.6774780223526,723.6774780223526,723.6774780223526,723.6774780223526,723.6774780223526
none_only,conservative,2,800,553.7862421332132,553.7862421332132,553.7862421332132,553.7862421332132,553.7862421332132,553.7862421332132
none_only,conservative,3,800,431.89165512415445,431.89165512415445,431.89165512415445,431.89165512415445,431.89165512415445,431.89165512415445
none_only,conservative,4,800,340.16235581815505,340.16235581815505,340.16235581815505,340.16235581815505,340.16235581815505,340.16235581815505
none_only,conservative,5,800,269.6906242252631,269.6906242252631,269.6906242252631,269.6906242252631,269.6906242252631,269.6906242252631
none_only,conservative,6,800,214.9107572554368,214.9107572554368,214.9107572554368,214.9107572554368,214.9107572554368,214.9107572554368
none_only,conservative,7,800,171.98830046266082,171.98830046266082,171.98830046266082,171.98830046266082,171.98830046266082,171.98830046266082
none_only,conservative,8,800,138.1514505681497,138.1514505681497,138.1514505681497,138.1514505681497,138.1514505681497,138.1514505681497
none_only,conservative,9,800,111.34244453404256,111.34244453404256,111.34244453404256,111.34244453404256,111.34244453404256,111.34244453404256
none_only,conservative,10,800,90.00837095713493,90.00837095713493,90.00837095713493,90.00837095713493,90.00837095713493,90.00837095713493
none_only,conservative,11,800,72.96423900831935,72.96423900831935,72.96423900831935,72.96423900831935,72.96423900831935,72.96423900831935
none_only,conservative,12,800,59.298368277512665,59.298368277512665,59.298368277512665,59.298368277512665,59.298368277512665,59.298368277512665
none_only,conservative,13,800,48.30475181499859,48.30475181499859,48.30475181499859,48.30475181499859,48.30475181499859,48.30475181499859
none_only,conservative,14,800,39.4336177227391,39.4336177227391,39.4336177227391,39.4336177227391,39.4336177227391,39.4336177227391
none_only,conservative,15,800,32.25474413528575,32.25474413528575,32.25474413528575,32.25474413528575,32.25474413528575,32.25474413528575
none_only,conservative,16,800,26.429942576173193,26.429942576173193,26.429942576173193,26.429942576173193,26.429942576173193,26.429942576173193
none_only,conservative,17,800,21.692249032237125,21.692249032237125,21.692249032237125,21.692249032237125,21.692249032237125,21.692249032237125
none_only,conservative,18,800,17.830084047511843,17.830084047511843,17.830084047511843,17.830084047511843,17.830084047511843,17.830084047511843
none_only,conservative,19,800,14.675127990644482,14.675127990644482,14.675127990644482,14.675127990644482,14.675127990644482,14.675127990644482
none_only,conservative,20,800,12.09299407196824,12.09299407196824,12.09299407196824,12.09299407196824,12.09299407196824,12.09299407196824
none_only,conservative,21,800,9.97602067932986,9.97602067932986,9.97602067932986,9.97602067932986,9.97602067932986,9.97602067932986
none_only,conservative,22,800,8.237677290463466,8.237677290463466,8.237677290463466,8.237677290463466,8.237677290463466,8.237677290463466
none_only,conservative,23,800,6.808204552830134,6.808204552830134,6.808204552830134,6.808204552830134,6.808204552830134,6.808204552830134
none_only,conservative,24,800,5.631202395875104,5.631202395875104,5.631202395875104,5.631202395875104,5.631202395875104,5.631202395875104
none_only,conservative,25,800,4.660949392115146,4.660949392115146,4.660949392115146,4.660949392115146,4.660949392115146,4.660949392115146
none_only,conservative,26,800,3.8602884370615667,3.8602884370615667,3.8602884370615667,3.8602884370615667,3.8602884370615667,3.8602884370615667
none_only,conservative,27,800,3.198952769906469,3.198952769906469,3.198952769906469,3.198952769906469,3.198952769906469,3.198952769906469
none_only,conservative,28,800,2.6522357372997507,2.6522357372997507,2.6522357372997507,2.6522357372997507,2.6522357372997507,2.6522357372997507
none_only,conservative,29,800,2.1999299470364533,2.1999299470364533,2.1999299470364533,2.1999299470364533,2.1999299470364533,2.1999299470364533
none_only,conservative,30,800,1.8254783609950618,1.8254783609950618,1.8254783609950618,1.8254783609950618,1.8254783609950618,1.8254783609950618
none_only,conservative,31,800,1.5152927656735085,1.5152927656735085,1.5152927656735085,1.5152927656735085,1.5152927656735085,1.5152927656735085
none_only,conservative,32,800,1.258204922152631,1.258204922152631,1.258204922152631,1.258204922152631,1.258204922152631,1.258204922152631
none_only,conservative,33,800,1.0450232727013238,1.0450232727013238,1.0450232727013238,1.0450232727013238,1.0450232727013238,1.0450232727013238
none_only,conservative,34,800,0.8681739206711071,0.8681739206711071,0.8681739206711071,0.8681739206711071,0.8681739206711071,0.8681739206711071
none_only,conservative,35,800,0.7214091184446639,0.7214091184446639,0.7214091184446639,0.7214091184446639,0.7214091184446639,0.7214091184446639
none_only,conservative,36,800,0.5995700072572435,0.5995700072572435,0.5995700072572435,0.5995700072572435,0.5995700072572435,0.5995700072572435
none_only,conservative,37,800,0.4983930885230732,0.4983930885230732,0.4983930885230732,0.4983930885230732,0.4983930885230732,0.4983930885230732
none_only,conservative,38,800,0.41435204748667415,0.41435204748667415,0.41435204748667415,0.41435204748667415,0.41435204748667415,0.41435204748667415
none_only,conservative,39,800,0.34452823227491214,0.34452823227491214,0.34452823227491214,0.34452823227491214,0.34452823227491214,0.34452823227491214
none_only,conservative,40,800,0.2865044181593771,0.2865044181593771,0.2865044181593771,0.2865044181593771,0.2865044181593771,0.2865044181593771
none_only,conservative,41,800,0.2382775371145897,0.2382775371145897,0.2382775371145897,0.2382775371145897,0.2382775371145897,0.2382775371145897
none_only,conservative,42,800,0.19818688723222155,0.19818688723222155,0.19818688723222155,0.19818688723222155,0.19818688723222155,0.19818688723222155
none_only,conservative,43,800,0.16485500192415944,0.16485500192415944,0.16485500192415944,0.16485500192415944,0.16485500192415944,0.16485500192415944
none_only,conservative,44,800,0.13713889120231998,0.13713889120231998,0.13713889120231998,0.13713889120231998,0.13713889120231998,0.13713889120231998
none_only,conservative,45,800,0.1140897946474352,0.1140897946474352,0.1140897946474352,0.1140897946474352,0.1140897946474352,0.1140897946474352
none_only,conservative,46,800,0.09491992976146359,0.09491992976146359,0.09491992976146359,0.09491992976146359,0.09491992976146359,0.09491992976146359
none_only,conservative,47,800,0.07897499726758626,0.07897499726758626,0.07897499726758626,0.07897499726758626,0.07897499726758626,0.07897499726758626
none_only,conservative,48,800,0.0657114299377811,0.0657114299377811,0.0657114299377811,0.0657114299377811,0.0657114299377811,0.0657114299377811
none_only,conservative,49,800,0.054677554212334945,0.054677554212334945,0.054677554212334945,0.054677554212334945,0.054677554212334945,0.054677554212334945
none_only,conservative,50,800,0.0454979825460496,0.0454979825460496,0.0454979825460496,0.0454979825460496,0.0454979825460496,0.0454979825460496
none_only,optimistic,0,800,999.9999999999985,999.9999999999985,999.9999999999985,999.9999999999985,999.9999999999985,999.9999999999985
none_only,optimistic,1,800,724.4972111962617,724.4972111962617,724.4972111962617,724.4972111962617,724.4972111962617,724.4972111962617
none_only,optimistic,2,800,554.8760628862727,554.8760628862727,554.8760628862727,554.8760628862727,554.8760628862727,554.8760628862727
none_only,optimistic,3,800,433.0674580203901,433.0674580203901,433.0674580203901,433.0674580203901,433.0674580203901,433.0674580203901
none_only,optimistic,4,800,341.3342153005416,341.3342153005416,341.3342153005416,341.3342153005416,341.3342153005416,341.3342153005416
none_only,optimistic,5,800,270.8099155298994,270.8099155298994,270.8099155298994,270.8099155298994,270.8099155298994,270.8099155298994
none_only,optimistic,6,800,215.95175524238175,215.95175524238175,215.95175524238175,215.95175524238175,215.95175524238175,215.95175524238175
none_only,optimistic,7,800,172.93901658915328,172.93901658915328,172.93901658915328,172.93901658915328,172.93901658915328,172.93901658915328
none_only,optimistic,8,800,139.0082798263991,139.0082798263991,139.0082798263991,139.0082798263991,139.0082798263991,139.0082798263991
none_only,optimistic,9,800,112.10685902206585,112.10685902206585,112.10685902206585,112.10685902206585,112.10685902206585,112.10685902206585
none_only,optimistic,10,800,90.68484236860317,90.68484236860317,90.68484236860317,90.68484236860317,90.68484236860317,90.68484236860317
none_only,optimistic,11,800,73.55891789211928,73.55891789211928,73.55891789211928,73.55891789211928,73.55891789211928,73.55891789211928
none_only,optimistic,12,800,59.818233036730774,59.818233036730774,59.818233036730774,59.818233036730774,59.818233036730774,59.818233036730774
none_only,optimistic,13,800,48.757055153350436,48.757055153350436,48.757055153350436,48.757055153350436,48.757055153350436,48.757055153350436
none_only,optimistic,14,800,39.825527507356156,39.825527507356156,39.825527507356156,39.825527507356156,39.825527507356156,39.825527507356156
none_only,optimistic,15,800,32.59311551287659,32.59311551287659,32.59311551287659,32.59311551287659,32.59311551287659,32.59311551287659
none_only,optimistic,16,800,26.721180777355702,26.721180777355702,26.721180777355702,26.721180777355702,26.721180777355702,26.721180777355702
none_only,optimistic,17,800,21.942235440669872,21.942235440669872,21.942235440669872,21.942235440669872,21.942235440669872,21.942235440669872
none_only,optimistic,18,800,18.044146210750558,18.044146210750558,18.044146210750558,18.044146210750558,18.044146210750558,18.044146210750558
none_only,optimistic,19,800,14.858039607744866,14.858039607744866,14.858039607744866,14.858039607744866,14.858039607744866,14.858039607744866
none_only,optimistic,20,800,12.248994762707232,12.248994762707232,12.248994762707232,12.248994762707232,12.248994762707232,12.248994762707232
none_only,optimistic,21,800,10.10884810465855,10.10884810465855,10.10884810465855,10.10884810465855,10.10884810465855,10.10884810465855
none_only,optimistic,22,800,8.350606264989672,8.350606264989672,8.350606264989672,8.350606264989672,8.350606264989672,8.350606264989672
none_only,optimistic,23,800,6.904089351607003,6.904089351607003,6.904089351607003,6.904089351607003,6.904089351607003,6.904089351607003
none_only,optimistic,24,800,5.71251963124249,5.71251963124249,5.71251963124249,5.71251963124249,5.71251963124249,5.71251963124249
none_only,optimistic,25,800,4.729839710301045,4.729839710301045,4.729839710301045,4.729839710301045,4.729839710301045,4.729839710301045
none_only,optimistic,26,800,3.9185959267864487,3.9185959267864487,3.9185959267864487,3.9185959267864487,3.9185959267864487,3.9185959267864487
none_only,optimistic,27,800,3.2482614400178216,3.2482614400178216,3.2482614400178216,3.2482614400178216,3.2482614400178216,3.2482614400178216
none_only,optimistic,28,800,2.693902750016621,2.693902750016621,2.693902750016621,2.693902750016621,2.693902750016621,2.693902750016621
none_only,optimistic,29,800,2.235115521222432,2.235115521222432,2.235115521222432,2.235115521222432,2.235115521222432,2.235115521222432
none_only,optimistic,30,800,1.8551724121823214,1.8551724121823214,1.8551724121823214,1.8551724121823214,1.8551724121823214,1.8551724121823214
none_only,optimistic,31,800,1.5403384465598675,1.5403384465598675,1.5403384465598675,1.5403384465598675,1.5403384465598675,1.5403384465598675
none_only,optimistic,32,800,1.2793192844462038,1.2793192844462038,1.2793192844462038,1.2793192844462038,1.2793192844462038,1.2793192844462038
none_only,optimistic,33,800,1.0628153001724325,1.0628153001724325,1.0628153001724325,1.0628153001724325,1.0628153001724325,1.0628153001724325
none_only,optimistic,34,800,0.8831601928122126,0.8831601928122126,0.8831601928122126,0.8831601928122126,0.8831601928122126,0.8831601928122126
none_only,optimistic,35,800,0.7340273606739146,0.7340273606739146,0.7340273606739146,0.7340273606739146,0.7340273606739146,0.7340273606739146
none_only,optimistic,36,800,0.6101907718189037,0.6101907718189037,0.6101907718189037,0.6101907718189037,0.6101907718189037,0.6101907718189037
none_only,optimistic,37,800,0.5073297935035679,0.5073297935035679,0.5073297935035679,0.5073297935035679,0.5073297935035679,0.5073297935035679
none_only,optimistic,38,800,0.4218695820504963,0.4218695820504963,0.4218695820504963,0.4218695820504963,0.4218695820504963,0.4218695820504963
none_only,optimistic,39,800,0.3508503159656976,0.3508503159656976,0.3508503159656976,0.3508503159656976,0.3508503159656976,0.3508503159656976
none_only,optimistic,40,800,0.291819882002647,0.291819882002647,0.291819882002647,0.291819882002647,0.291819882002647,0.291819882002647
none_only,optimistic,41,800,0.24274567500223204,0.24274567500223204,0.24274567500223204,0.24274567500223204,0.24274567500223204,0.24274567500223204
none_only,optimistic,42,800,0.20194200808621382,0.20194200808621382,0.20194200808621382,0.20194200808621382,0.20194200808621382,0.20194200808621382
none_only,optimistic,43,800,0.16801029665223063,0.16801029665223063,0.16801029665223063,0.16801029665223063,0.16801029665223063,0.16801029665223063
none_only,optimistic,44,800,0.13978971355906383,0.13978971355906383,0.13978971355906383,0.13978971355906383,0.13978971355906383,0.13978971355906383
none_only,optimistic,45,800,0.11631644179748621,0.11631644179748621,0.11631644179748621,0.11631644179748621,0.11631644179748621,0.11631644179748621
none_only,optimistic,46,800,0.09678999654479849,0.09678999654479849,0.09678999654479849,0.09678999654479849,0.09678999654479849,0.09678999654479849
none_only,optimistic,47,800,0.08054536779344243,0.08054536779344243,0.08054536779344243,0.08054536779344243,0.08054536779344243,0.08054536779344243
none_only,optimistic,48,800,0.0670299610666345,0.0670299610666345,0.0670299610666345,0.0670299610666345,0.0670299610666345,0.0670299610666345
none_only,optimistic,49,800,0.055784497600521996,0.055784497600521996,0.055784497600521996,0.055784497600521996,0.055784497600521996,0.055784497600521996
none_only,optimistic,50,800,0.046427185100290674,0.046427185100290674,0.046427185100290674,0.046427185100290674,0.046427185100290674,0.046427185100290674
none_only,zero,0,800,999.9999999999985,999.9999999999985,999.9999999999985,999.9999999999985,999.9999999999985,999.9999999999985
none_only,zero,1,800,723.4204430440931,723.4204430440931,723.4204430440931,723.4204430440931,723.4204430440931,723.4204430440931
none_only,zero,2,800,553.4445186767456,553.4445186767456,553.4445186767456,553.4445186767456,553.4445186767456,553.4445186767456
none_only,zero,3,800,431.52297116517013,431.52297116517013,431.52297116517013,431.52297116517013,431.52297116517013,431.52297116517013
none_only,zero,4,800,339.79490835374446,339.79490835374446,339.79490835374446,339.79490835374446,339.79490835374446,339.79490835374446
none_only,zero,5,800,269.3396600100141,269.3396600100141,269.3396600100141,269.3396600100141,269.3396600100141,269.3396600100141
none_only,zero,6,800,214.584342692669,214.584342692669,214.584342692669,214.584342692669,214.584342692669,214.584342692669
none_only,zero,7,800,171.69019483696485,171.69019483696485,171.69019483696485,171.69019483696485,171.69019483696485,171.69019483696485
none_only,zero,8,800,137.88278461985226,137.88278461985226,137.88278461985226,137.88278461985226,137.88278461985226,137.88278461985226
none_only,zero,9,800,111.10275720212685,111.10275720212685,111.10275720212685,111.10275720212685,111.10275720212685,111.10275720212685
none_only,zero,10,800,89.79626069434173,89.79626069434173,89.79626069434173,89.79626069434173,89.79626069434173,89.79626069434173
none_only,zero,11,800,72.77777778069036,72.77777778069036,72.77777778069036,72.77777778069036,72.77777778069036,72.77777778069036
none_only,zero,12,800,59.135368305901515,59.135368305901515,59.135368305901515,59.135368305901515,59.135368305901515,59.135368305901515
none_only,zero,13,800,48.16293910261691,48.16293910261691,48.16293910261691,48.16293910261691,48.16293910261691,48.16293910261691
none_only,zero,14,800,39.31074466871913,39.31074466871913,39.31074466871913,39.31074466871913,39.31074466871913,39.31074466871913
none_only,zero,15,800,32.1486610228855,32.1486610228855,32.1486610228855,32.1486610228855,32.1486610228855,32.1486610228855
none_only,zero,16,800,26.33864063872585,26.33864063872585,26.33864063872585,26.33864063872585,26.33864063872585,26.33864063872585
none_only,zero,17,800,21.613883683626668,21.613883683626668,21.613883683626668,21.613883683626668,21.613883683626668,21.613883683626668
none_only,zero,18,800,17.762984328937605,17.762984328937605,17.762984328937605,17.762984328937605,17.762984328937605,17.762984328937605
none_only,zero,19,800,14.617796609235388,14.617796609235388,14.617796609235388,14.617796609235388,14.617796609235388,14.617796609235388
none_only,zero,20,800,12.044101227299413,12.044101227299413,12.044101227299413,12.044101227299413,12.044101227299413,12.044101227299413
none_only,zero,21,800,9.93439400844038,9.93439400844038,9.93439400844038,9.93439400844038,9.93439400844038,9.93439400844038
none_only,zero,22,800,8.202289613209295,8.202289613209295,8.202289613209295,8.202289613209295,8.202289613209295,8.202289613209295
none_only,zero,23,800,6.778160609979477,6.778160609979477,6.778160609979477,6.778160609979477,6.778160609979477,6.778160609979477
none_only,zero,24,800,5.605725404320954,5.605725404320954,5.605725404320954,5.605725404320954,5.605725404320954,5.605725404320954
none_only,zero,25,800,4.6393679673343415,4.6393679673343415,4.6393679673343415,4.6393679673343415,4.6393679673343415,4.6393679673343415
none_only,zero,26,800,3.8420242312284834,3.8420242312284834,3.8420242312284834,3.8420242312284834,3.8420242312284834,3.8420242312284834
none_only,zero,27,800,3.1835090280889977,3.1835090280889977,3.1835090280889977,3.1835090280889977,3.1835090280889977,3.1835090280889977
none_only,zero,28,800,2.6391868706155677,2.6391868706155677,2.6391868706155677,2.6391868706155677,2.6391868706155677,2.6391868706155677
none_only,zero,29,800,2.1889121500272184,2.1889121500272184,2.1889121500272184,2.1889121500272184,2.1889121500272184,2.1889121500272184
none_only,zero,30,800,1.8161812525767445,1.8161812525767445,1.8161812525767445,1.8161812525767445,1.8161812525767445,1.8161812525767445
none_only,zero,31,800,1.5074520024959819,1.5074520024959819,1.5074520024959819,1.5074520024959819,1.5074520024959819,1.5074520024959819
none_only,zero,32,800,1.2515957151992214,1.2515957151992214,1.2515957151992214,1.2515957151992214,1.2515957151992214,1.2515957151992214
none_only,zero,33,800,1.0394547288118487,1.0394547288118487,1.0394547288118487,1.0394547288118487,1.0394547288118487,1.0394547288118487
none_only,zero,34,800,0.8634841276399567,0.8634841276399567,0.8634841276399567,0.8634841276399567,0.8634841276399567,0.8634841276399567
none_only,zero,35,800,0.7174608934058476,0.7174608934058476,0.7174608934058476,0.7174608934058476,0.7174608934058476,0.7174608934058476
none_only,zero,36,800,0.5962472317472123,0.5962472317472123,0.5962472317472123,0.5962472317472123,0.5962472317472123,0.5962472317472123
none_only,zero,37,800,0.49559755885156187,0.49559755885156187,0.49559755885156187,0.49559755885156187,0.49559755885156187,0.49559755885156187
none_only,zero,38,800,0.4120007750996596,0.4120007750996596,0.4120007750996596,0.4120007750996596,0.4120007750996596,0.4120007750996596
none_only,zero,39,800,0.3425511351475069,0.3425511351475069,0.3425511351475069,0.3425511351475069,0.3425511351475069,0.3425511351475069
none_only,zero,40,800,0.2848423505654983,0.2848423505654983,0.2848423505654983,0.2848423505654983,0.2848423505654983,0.2848423505654983
