study,region,n,n_survived,n_died,survival_rate,mean_size_cm2,median_size_cm2,size_range,pct_fragment,population_type,year_start,year_end,n_years,n_total,yi,vi,log_odds,var_log_odds,se_log_odds,log_odds_lower,log_odds_upper,surv_lower,surv_upper,weight_fe,weight_re,weight_re_pct
NOAA_survey,Curacao,3968,3456,512,0.8709677419354839,4520.231665826602,1257.3,0-85120,2.368951612903226,Natural colony,2004,2024,19,3968,1.9095425048844386,0.002242476851851852,1.9095425048844386,0.002242476851851852,0.047354797558978666,1.8167271016688404,2.002357908100037,0.8601729415533863,0.8810444210032884,445.93548387096774,1.931885354817885,22.808605721703938
USGS_USVI_exp,US Virgin Islands,46,30,16,0.6521739130434783,59.47391304347828,25.3125,9-207,100,Restoration fragment,2020,2021,2,46,0.6286086594223741,0.09583333333333333,0.6286086594223741,0.09583333333333333,0.30956959368344517,0.021852255802821574,1.2353650630419266,0.5054628465670677,0.7747562061011825,10.434782608695652,1.6360723419511933,19.316119813573152
fundemar_fragments,Dominican Republic,44,38,6,0.8636363636363636,20.10218181818182,18.7635,6-38,100,Restoration fragment,2021,2021,1,44,1.845826690498331,0.19298245614035087,1.845826690498331,0.19298245614035087,0.4392976851069794,0.9848032276886513,2.7068501533080105,0.7280602413546597,0.9374296477716105,5.1818181818181825,1.4116935449089745,16.667014626620357
kuffner_et_al_2020,Dry Tortugas,53,43,10,0.8113207547169812,17.58254716981132,16.5,8-38,100,Restoration fragment,2019,2019,1,53,1.4586150226995171,0.12325581395348838,1.4586150226995171,0.12325581395348838,0.35107807387173634,0.7705019979109139,2.1467280474881205,0.6836294759597025,0.8953626292214849,8.11320754716981,1.5658215062679592,18.486710548306405
pausch_et_al_2018,Florida Keys,968,556,412,0.5743801652892562,63.767267561983566,52.5,5-292,100,Restoration fragment,2015,2016,2,968,0.29974494490105585,0.004225745617098554,0.29974494490105585,0.004225745617098554,0.06500573526311777,0.17233370378534502,0.4271561860167667,0.5429771141201569,0.6051943878479832,236.64462809917356,1.9245116885842974,22.721549289796155
