analysis_type,heat_stress_category,n,survival_rate,se,ci_lower,ci_upper,n_studies,mean_dhw,analysis_mode,inference_support,caveat
survival_by_category,moderate,1751,0.7492861222158759,0.010357858136159304,0.7289847202690036,0.7695875241627481,3,5.696744717304398,descriptive_only,sparse,"Verified DHW cache is preferred when present, but current support is often literature-LUT backed and is supported here by 3 studies, 2 regions, and 11 study-years."
survival_by_category,major,270,0.8111111111111113,0.023821082830070364,0.7644217887641734,0.8578004334580492,1,11.048148148148151,descriptive_only,sparse,"Verified DHW cache is preferred when present, but current support is often literature-LUT backed and is supported here by 3 studies, 2 regions, and 11 study-years."
