term,interpretation,estimate,std_error,statistic,p_value,hazard_ratio
z_pred_log_live,1 SD higher latent live size at interval start,-0.7966843560495002,0.043176340140679954,-18.45187325868037,5.0368485497188836e-76,0.4508212515586741
z_pred_velocity,1 SD higher latent live-size velocity (log-scale per year),5.379990050328806,0.5548345644778316,9.696566138398472,3.118165263585057e-22,217.02011613540742
