analysis,method,gate_delta_aicc,gate_edf,gate_passed,gate_best_mod,functional_form,recommended_definition,recommended_threshold_log,recommended_threshold_cm2,t1_abs_max_d2_log,t1_abs_max_d2_cm2,t1_sig_sim_int,t2_min_d2_log,t2_min_d2_cm2,t2_sig_sim_int,t3_zero_d2_log,t3_zero_d2_cm2,t3_sig_sim_int,t4_zero_d1_log,t4_zero_d1_cm2,t4_sig_sim_int,loso_n_folds,loso_threshold_mean,loso_threshold_se,loso_ci_lower,loso_ci_upper,loso_cv,magnitude_absolute,magnitude_relative_pct,shape,best_gam_k,gam_aic,glm_aic,best_model,n_observations,n_studies,n_locations,n_years,population_type,gate_supported,interpretation,threshold_log,threshold_cm2,cluster_boot_mean,cluster_boot_median,cluster_boot_se,cluster_boot_ci_lower,cluster_boot_ci_upper,cluster_boot_cv
Overall Survival,Detmer_et_al_2025,17.918361761243432,4.534458226404559,TRUE,gam,sigmoidal,min_d2,8.922346037697615,7497.658401913974,4.326049046307072,75.64482617633138,FALSE,8.922346037697615,7497.658401913974,FALSE,2.9799906416855557,19.687632400845626,FALSE,NA,NA,FALSE,3,5.4422926013590605,NA,2.136241836837434,8.748343365880688,NA,0.05400191311946145,5.983147720053118,GRADUAL,10,4542.6126391558,4560.5310009170435,GLMM_full,5336,3,26,20,Natural colonies only,TRUE,supported,8.922346037697615,7497.658401913974,5.4422926013590605,5.4422926013590605,NA,2.136241836837434,8.748343365880688,NA
