"criterion","n_removed","pct_removed","baseline_survival","adjusted_survival","change","pct_change","robust"
"Size extremes (1st/99th percentile)",102,1.98791658546092,0.817010014551722,0.818113045691558,0.00110303113983645,0.135008276543791,TRUE
"Small studies (<20 obs)",0,0,0.817010014551722,0.817010014551722,0,0,TRUE
"Pre-2010 data excluded",1097,21.3798479828493,0.817010014551722,0.794361559144197,-0.0226484554075248,-2.7721147849028,TRUE
