"model","term","estimate","std_error","statistic","p_value","ci_lower","ci_upper","odds_ratio","or_ci_lower","or_ci_upper","response"
"Survival (best)","(Intercept)",0.299320640864582,0.729857548207502,0.410108303462368,0.681726501860733,-1.13117386746683,1.72981514919599,1.3489420800924,0.322654280669007,5.63961132538234,"survival"
"Survival (best)","log_size",0.307401607418885,0.198143995378653,1.55140511238527,0.12080463083693,-0.0809534872761459,0.695756702113917,1.35988699912728,0.922236586182686,2.00522585863782,"survival"
"Growth (best)","(Intercept)",35.0374506277028,175.967348162625,0.199113363891362,NA,-309.852214226063,379.927115481469,NA,NA,NA,"growth"
"Growth (best)","size_classSC2",-18.4859027038786,202.367349617049,-0.0913482473277456,NA,-415.118619600121,378.146814192364,NA,NA,NA,"growth"
"Growth (best)","size_classSC3",-93.7073144262401,202.558566273049,-0.462618373295172,NA,-490.714809081485,303.300180229005,NA,NA,NA,"growth"
"Growth (best)","size_classSC4",14.6459689471853,201.476955805779,0.072693022825418,NA,-380.24160814691,409.533546041281,NA,NA,NA,"growth"
"Growth (best)","size_classSC5",-239.634437415617,190.578974394645,-1.25740228258018,NA,-613.162363439703,133.893488608468,NA,NA,NA,"growth"
