size_class,stable_proportion,reproductive_value
SC1,0.09898536865555349,1
SC2,0.18003996779896092,1.5323835652697406
SC3,0.3119223850966249,3.8542518508229953
SC4,0.19218722985250136,12.458460734002776
SC5,0.2168650485963593,31.855211638766914
