dhw_file,n_site_year_rows,n_nonmissing_site_year_rows,n_study_region_year_rows,n_study_region_year_nonmissing,n_survival_rows,n_survival_rows_with_dhw,pct_survival_rows_with_dhw,n_studies_with_dhw,n_regions_with_dhw,n_unique_study_years_with_dhw,n_query_error_rows,n_no_data_rows,inference_support,caveat
heat_stress_by_site_year_verified.csv,175,44,72,14,7346,1746,23.768037026953444,2,2,10,174,0,sparse,"DHW overlay preferred from verified file when present, but current support is often literature-LUT backed and is supported here by 2 studies, 2 regions, and 10 study-years."
