model_name,n_obs,n_params,dispersion_ratio,overdispersed,is_singular,convergence_ok,optimizer_messages
GLMM_study,5336,3,1.011012206500293,FALSE,FALSE,TRUE,NA
GLMM_study_location,5336,4,0.8956471279103142,FALSE,FALSE,TRUE,NA
GLMM_study_location_year,5336,5,1.0209169093178605,FALSE,FALSE,TRUE,NA
GLMM_coral_study_location_year,5336,6,1.0211082442444208,FALSE,TRUE,FALSE,boundary (singular) fit: see help('isSingular')
