term,estimate_log_odds,std_error,z_value,p_value,odds_ratio,or_ci_lower,or_ci_upper
(Intercept),0.9641283243676749,1.4726768558301588,0.6546774470928917,0.5126754487033125,2.6225006899257117,0.14627523307224255,47.01759637781034
log_size,0.3330466494311236,0.019414090723764425,17.15489301919494,5.77763531382171e-66,1.3952123828156728,1.3431206246502643,1.449324474240032
