range_log,size_below_cm2,size_above_cm2,survival_below,survival_above,absolute_change,relative_change
0.5,4547.559696812851,12361.548887679099,0.9207883479883948,0.9471301524808745,0.026341804492479692,2.8607882093672727
1,2758.2343829904817,20380.74858991604,0.9025669371068449,0.9565688502263064,0.054001913119461564,5.983147720053131
1.5,1672.9537199572853,33602.173712986216,0.88107258498769,0.9645879013311126,0.08351531634342257,9.478823625477965
2,1014.6977234343965,55400.61854236107,0.8555451048771449,0.9713019753135612,0.11575687043641636,13.530189089567509
