n_pairs,natural_slope,restored_slope,ancova_p,paired_t_p,bootstrap_diff,bootstrap_ci_lower,bootstrap_ci_upper
707,0.9130842692802533,0.7520717330819444,1.468785669983857e-5,1.8484532879657013e-8,0.08789764533021305,0.03989411998378659,0.5171638016054022
