size_class,nat_n,rest_n,nat_surv,rest_surv,log_or,se_log_or,or,or_lower,or_upper,z_value,p_value,n_studies,model_type,aic,bic,overdispersion_ratio,overdispersed,singular_fit
SC1,56,7,0.5892857142857142,0.7142857142857143,-0.1195257756530845,1.4571798714455777,0.8873411357269981,0.05101690025070379,15.43359724491331,-0.08202540948806163,0.9346265076862017,5,glmerMod,87.67125161158653,94.10065579076112,0.9177043500858858,FALSE,FALSE
SC2,457,971,0.7724288840262583,0.605561277033986,-0.9935463536087761,0.8124455908168755,0.3702612825133747,0.0753252623089164,1.8200191161129358,-1.2229081735920462,0.2213643810494312,6,glmerMod,1780.605288075492,1796.3973785041906,0.9851263873798287,FALSE,FALSE
SC3,889,134,0.8031496062992125,0.5522388059701494,-1.1963764572152464,0.1931192018354868,0.30228758176547327,0.20703030554932583,0.4413739420765457,-6.195015543997578,5.827927844918391e-10,4,glmerMod,1072.195008775525,1086.9864930733797,1.0029411763523506,FALSE,TRUE
