population_type,n_studies,n_observations,mean_survival,I_squared,Q_statistic,Q_p_value,tau_squared
Natural colony,3,6235,0.8630840554382387,99.73644956451761,217.04919744268994,7.385257197338306e-48,1.6901464284788525
Restoration fragment,4,1111,0.7253777991715198,86.22192224265441,22.742015583644623,4.570464198141854e-5,0.4216649969867585
