"model","term","estimate","std_error","statistic","p_value","ci_lower","ci_upper","response"
"S1_null",NA,NA,NA,NA,NA,NA,NA,"survival"
"S2_linear","(Intercept)",-0.824251996964396,0.086038478191226,-9.58003923700793,9.70080758887677e-22,-0.9933321583304,-0.656001141110761,"survival"
"S2_linear","log_size",0.371246097940831,0.0152927519203244,24.2759511090634,3.51905923399099e-130,0.341502620995324,0.401463911898614,"survival"
"S3_quadratic","(Intercept)",0.27170137232576,0.21212009423542,1.28088464841155,0.200234185735113,-0.142059738421882,0.690407452405995,"survival"
"S3_quadratic","log_size",-0.0691148365338085,0.0796655295764079,-0.867562632186106,0.385633810501162,-0.226542393167596,0.086066344615804,"survival"
"S3_quadratic","log_size_sq",0.0389868731490768,0.00699360602569521,5.57464532686501,2.48034673301252e-08,0.0254107130054278,0.0528491350262132,"survival"
"S4_threshold","(Intercept)",-0.780684505581463,0.0913395531146069,-8.5470585191271,1.26265180367204e-17,-0.960057109463824,-0.601954398125521,"survival"
"S4_threshold","log_size",0.361434764809002,0.0167594770797948,21.5659929655411,3.74788087892079e-103,0.328787306369735,0.394494521064121,"survival"
"S4_threshold","above_threshold",0.325579167214537,0.238292415468541,1.36630100699751,0.171844505080927,-0.11482461430342,0.82329880063322,"survival"
"S5_categorical","(Intercept)",0.656158611190605,0.0921148354143254,7.12326747628929,1.05397994703406e-12,0.477214737651086,0.838552724903335,"survival"
"S5_categorical","size_classSC2",-0.160059871162015,0.104820430039767,-1.52699117053127,0.126763206950306,-0.366844607591956,0.0442364333240185,"survival"
"S5_categorical","size_classSC3",0.368021082694733,0.109205674679085,3.36998131073508,0.000751732819925823,0.15295732880441,0.581228507009938,"survival"
"S5_categorical","size_classSC4",1.08815125832447,0.119229638106081,9.12651649044103,7.07388402200299e-20,0.854358529752226,1.3219648968631,"survival"
"S5_categorical","size_classSC5",1.92712218095996,0.123661813775386,15.5838097641064,9.37940858868012e-55,1.68531594950912,2.17035508939117,"survival"
"S6_size_region","(Intercept)",-1.14474351070223,0.147758417477741,-7.74739964222126,9.37934080685927e-15,-1.43403043257589,-0.854571547795192,"survival"
"S6_size_region","log_size",0.399520828929801,0.0162879368131376,24.5286332770859,7.31264045161865e-133,0.367863189618734,0.431721925728834,"survival"
"S6_size_region","regionDominican Republic",1.82761804787424,0.455249358977756,4.01454282544863,5.95611290628093e-05,1.00539095897676,2.8206348147454,"survival"
"S6_size_region","regionDry Tortugas",15.5464294576029,296.241032489312,0.0524789875560665,0.958147037761134,-0.480666112554729,NA,"survival"
"S6_size_region","regionFlorida Keys",0.133035335530446,0.10694964282857,1.24390630966097,0.21353404687904,-0.0795707083223608,0.339980999614301,"survival"
"S6_size_region","regionMexican Caribbean",15.2824953042689,192.627579519447,0.0793370053363828,0.936764573050901,7.44703460696295,80.9163720890314,"survival"
"S6_size_region","regionNavassa",1.10863043606631,0.393583810760033,2.81675822469801,0.0048511028828427,0.392887498327341,1.95477826293355,"survival"
"S6_size_region","regionUS Virgin Islands",0.333951890056037,0.332973285013992,1.002938989661,0.315890299005558,-0.306570499104108,1.00675023238077,"survival"
"S7_interaction","(Intercept)",-0.114180133766564,0.364250344943115,-0.31346609646834,0.753926574743146,-0.82811080985507,0.599750542321941,"survival"
"S7_interaction","log_size",0.249567363982524,0.050116076945972,4.97978651145364,6.36544522231273e-07,0.151339853168419,0.34779487479663,"survival"
"S7_interaction","regionDominican Republic",-0.451578111945354,3.20620957804108,-0.140844851515058,0.887992509819369,-6.73574888490587,5.83259266101516,"survival"
"S7_interaction","regionDry Tortugas",15.6802483824875,2154.6716154589,0.00727732628489095,0.994193584964191,-4207.47611791696,4238.83661468193,"survival"
"S7_interaction","regionFlorida Keys",-0.97040517619176,0.376502478427871,-2.57742042029523,0.00995407990561131,-1.70835003391039,-0.232460318473133,"survival"
"S7_interaction","regionMexican Caribbean",15.6802483825331,488.273431216277,0.0321136629193073,0.974381407596551,-941.335676801371,972.696173566437,"survival"
"S7_interaction","regionNavassa",-1.35991561205347,1.23977570157472,-1.09690455323987,0.272683118128296,-3.78987598713992,1.07004476303299,"survival"
"S7_interaction","regionUS Virgin Islands",-2.40614030979895,1.56166452228601,-1.54075364808619,0.123376754460687,-5.46700277347954,0.654722153881641,"survival"
"S7_interaction","log_size:regionDominican Republic",0.585584169270545,1.11056290375661,0.527285908154987,0.59799505863495,-1.59111912209242,2.76228746063351,"survival"
"S7_interaction","log_size:regionDry Tortugas",-0.249567363971244,727.286767389579,-0.000343148500923516,0.999726207114424,-1425.73163144755,1425.2324967196,"survival"
"S7_interaction","log_size:regionFlorida Keys",0.164081317634263,0.0530627722896856,3.09221155537246,0.00198671206615924,0.0600782839464794,0.268084351322047,"survival"
"S7_interaction","log_size:regionMexican Caribbean",-0.249567363983622,114.045804517691,-0.00218830815424611,0.99825398410297,-223.779344218659,223.280209490692,"survival"
"S7_interaction","log_size:regionNavassa",0.437114734593047,0.245284021993805,1.78207586062857,0.0747368617004129,-0.0436419485148098,0.917871417700904,"survival"
"S7_interaction","log_size:regionUS Virgin Islands",0.641895196332256,0.438625257127212,1.46342506707518,0.14335110370432,-0.217810307637079,1.50160070030159,"survival"
"S_ME1_null","(Intercept)",1.52319496160072,0.410992454794564,3.70613850408055,0.000210443245574841,0.717664552285669,2.32872537091577,"survival"
"S_ME2_linear","(Intercept)",0.098662260085578,0.501248013407977,0.196833219177818,0.843958054468121,-0.883765793516306,1.08109031368746,"survival"
"S_ME2_linear","log_size",0.35010697791013,0.0173363416804227,20.1949744856202,1.08382763855302e-90,0.316128372592821,0.384085583227439,"survival"
"S_ME3_categorical","(Intercept)",1.11467273810367,0.462237934915683,2.41146962182367,0.0158883753832829,0.208703033380767,2.02064244282658,"survival"
"S_ME3_categorical","size_classSC2",0.268933823133718,0.121295649866976,2.21717615948021,0.0266110560553176,0.0311987179130645,0.506668928354372,"survival"
"S_ME3_categorical","size_classSC3",0.61979031764895,0.118517719414015,5.22951606488353,1.69954333384385e-07,0.387499856067657,0.852080779230243,"survival"
"S_ME3_categorical","size_classSC4",1.29896008328093,0.128288915934393,10.1252713363422,4.26793330517402e-24,1.04751842843384,1.55040173812803,"survival"
"S_ME3_categorical","size_classSC5",2.01245128828014,0.132289999836974,15.2124218819273,2.92517974469023e-52,1.75316765308486,2.27173492347542,"survival"
"S_ME4_random_slope","(Intercept)",0.299320640864582,0.729857548207502,0.410108303462368,0.681726501860733,-1.13117386746683,1.72981514919599,"survival"
"S_ME4_random_slope","log_size",0.307401607418885,0.198143995378653,1.55140511238527,0.12080463083693,-0.0809534872761459,0.695756702113917,"survival"
