"model","term","estimate","std_error","statistic","p_value","ci_lower","ci_upper","response"
"G1_null","(Intercept)",-93.0084357151513,44.9581536527685,-2.06877792254318,0.0386104318323697,-181.142896509747,-4.87397492055544,"growth"
"G2_linear","(Intercept)",391.656473054184,139.417477196188,2.80923511837074,0.00498229645478945,118.347104052919,664.96584205545,"growth"
"G2_linear","log_size",-75.2488677229762,20.4920698927958,-3.67209696807792,0.000242699203870454,-115.420837583316,-35.0768978626368,"growth"
"G3_quadratic","(Intercept)",-1415.38682294225,360.782507498743,-3.92310268243031,8.84101606076276e-05,-2122.65283357589,-708.12081230861,"growth"
"G3_quadratic","log_size",575.872316846229,121.680220932874,4.73266988201736,2.26763607652181e-06,337.334464695752,814.410168996706,"growth"
"G3_quadratic","log_size_sq",-51.5629603671914,9.49901988246572,-5.42824007162799,5.91864293609646e-08,-70.184522548181,-32.9413981862018,"growth"
"G4_categorical","(Intercept)",21.6440912644535,171.692903061388,0.126062818430618,0.899686501888906,-314.936980573763,358.22516310267,"growth"
"G4_categorical","size_classSC2",-12.2668748861772,199.767132993482,-0.0614058714382082,0.951038059895347,-403.883735816961,379.349986044606,"growth"
"G4_categorical","size_classSC3",-100.741234387651,200.736771229381,-0.501857401464999,0.615786590542369,-494.258941951667,292.776473176365,"growth"
"G4_categorical","size_classSC4",4.31148745592931,199.229155900202,0.0216408458714196,0.982735183904877,-386.250741026733,394.873715938592,"growth"
"G4_categorical","size_classSC5",-267.040812073759,187.612833884986,-1.42336111311801,0.154684464955093,-634.830788209441,100.749164061924,"growth"
"G5_size_region","(Intercept)",679.742371395262,213.619218773172,3.18202816815389,0.00147007862782959,260.970297135052,1098.51444565547,"growth"
"G5_size_region","log_size",-88.380633500573,22.0746645849695,-4.003713540488,6.31227594177304e-05,-131.655078234227,-45.1061887669187,"growth"
"G5_size_region","regionDominican Republic",-321.363782170546,306.364693755082,-1.04895827985797,0.294240380936532,-921.951028115581,279.22346377449,"growth"
"G5_size_region","regionDry Tortugas",-362.758039279022,723.047680605321,-0.501706939956336,0.615892443656618,-1780.19687617337,1054.68079761533,"growth"
"G5_size_region","regionFlorida Keys",-246.616472026986,141.439701814948,-1.7436156104857,0.0812783393693846,-523.890200729667,30.6572566756954,"growth"
"G5_size_region","regionMexican Caribbean",-310.34420296223,502.232055100537,-0.617929898759857,0.536645452307711,-1294.9033670782,674.214961153736,"growth"
"G5_size_region","regionNavassa",796.944390796085,378.377374887813,2.10621576153272,0.0352278366959827,55.1858587458678,1538.7029228463,"growth"
"G5_size_region","regionUS Virgin Islands",-237.531563469706,647.997528773854,-0.366562452667319,0.713958593322199,-1507.84455683506,1032.78142989565,"growth"
"G_ME1_null","(Intercept)",-42.2174156535859,77.1536513957185,-0.547186230202562,NA,-193.435793664953,109.000962357781,"growth"
"G_ME2_linear","(Intercept)",385.512525444366,143.169377304331,2.69270239699997,NA,104.905702238851,666.119348649881,"growth"
"G_ME2_linear","log_size",-73.1316231980091,21.1753704732713,-3.45361717710298,NA,-114.634586684914,-31.6286597111044,"growth"
"G_ME3_categorical","(Intercept)",35.0374506277028,175.967348162625,0.199113363891362,NA,-309.852214226063,379.927115481469,"growth"
"G_ME3_categorical","size_classSC2",-18.4859027038786,202.367349617049,-0.0913482473277456,NA,-415.118619600121,378.146814192364,"growth"
"G_ME3_categorical","size_classSC3",-93.7073144262401,202.558566273049,-0.462618373295172,NA,-490.714809081485,303.300180229005,"growth"
"G_ME3_categorical","size_classSC4",14.6459689471853,201.476955805779,0.072693022825418,NA,-380.24160814691,409.533546041281,"growth"
"G_ME3_categorical","size_classSC5",-239.634437415617,190.578974394645,-1.25740228258018,NA,-613.162363439703,133.893488608468,"growth"
"G_ME4_random_slope","(Intercept)",309.466798487197,182.64322669868,1.69437872994736,NA,-48.5073478624,667.440944836795,"growth"
"G_ME4_random_slope","log_size",-56.4055132793242,36.2328865252575,-1.55674909422424,NA,-127.420665924756,14.6096393661072,"growth"
