model,n_years,n_years_modeled,n_years_low_support,low_support_threshold_n,n_states,logLik,AIC,BIC,best_start,em_iterations,catastrophic_state,background_state,post_disturbance_state
gaussian_hmm_3state_on_annual_logit_deviation,21,19,2,20,3,-11.84789183537216,51.69578367074432,64.91792937907448,33,23,1,3,2
