quantile,intercept,slope
0.1,471.89551101967135,-157.92438685078824
0.25,12.571061544956763,-2.203986845714079
0.5,-446.20806677121845,119.021771299197
0.75,-936.6475436099012,264.8853423462863
0.9,-1334.4152453853517,429.72501884533995
