sc1_proportion,sc2_proportion,lambda,pct_change
0.1,0.9,0.9627711607578248,0
0.25,0.75,0.9621414946768747,-0.06540142731886826
0.5,0.5,0.9610845831068147,-0.1751794943340999
0.75,0.25,0.9600181405351427,-0.28594751638749843
