colony_uid,study,region,population_type,n_intervals,followup_years,death_event,shrink_events,ever_shrunk,mean_timeline_events,prop_acute_exposure
NOAA_survey::SI2-t322,NOAA_survey,Florida Keys,Natural colony,2,1.6630136986301371,1,1,1,2.5,0.5
NOAA_survey::SI2-t323,NOAA_survey,Florida Keys,Natural colony,12,14.235616438356166,0,4,1,2.75,0.4166666666666667
NOAA_survey::SI2-t324,NOAA_survey,Florida Keys,Natural colony,12,14.235616438356166,0,6,1,2.75,0.4166666666666667
NOAA_survey::SI2-t325,NOAA_survey,Florida Keys,Natural colony,1,0.517808219178082,1,0,0,2,0
NOAA_survey::SI2-t326,NOAA_survey,Florida Keys,Natural colony,12,14.235616438356166,0,7,1,2.75,0.4166666666666667
NOAA_survey::SI2-t327,NOAA_survey,Florida Keys,Natural colony,1,0.517808219178082,1,0,0,2,0
NOAA_survey::SI2-t328,NOAA_survey,Florida Keys,Natural colony,1,0.517808219178082,1,0,0,2,0
NOAA_survey::SI2-t329,NOAA_survey,Florida Keys,Natural colony,1,0.517808219178082,1,0,0,2,0
NOAA_survey::SI2-t330,NOAA_survey,Florida Keys,Natural colony,6,5.9972602739726035,0,2,1,2.6666666666666665,0.16666666666666666
NOAA_survey::SI2-t331,NOAA_survey,Florida Keys,Natural colony,6,6.0410958904109595,1,2,1,2.8333333333333335,0.16666666666666666
NOAA_survey::SI2-t333,NOAA_survey,Florida Keys,Natural colony,3,2.9178082191780828,1,2,1,2.3333333333333335,0.3333333333333333
NOAA_survey::SI2-t334,NOAA_survey,Florida Keys,Natural colony,12,14.235616438356166,0,8,1,2.75,0.4166666666666667
NOAA_survey::SI2-t335,NOAA_survey,Florida Keys,Natural colony,2,1.939726027397261,0,0,0,2.5,0.5
NOAA_survey::SI2-t399,NOAA_survey,Florida Keys,Natural colony,5,5.027397260273968,1,2,1,3,0.2
NOAA_survey::SI2-t435,NOAA_survey,Florida Keys,Natural colony,7,9.235616438356166,0,4,1,2.857142857142857,0.5714285714285714
NOAA_survey::SI2-t479,NOAA_survey,Florida Keys,Natural colony,6,7.901369863013699,0,2,1,2.6666666666666665,0.5
NOAA_survey::SI2-t759,NOAA_survey,Florida Keys,Natural colony,2,4.13972602739726,1,0,0,2.5,0.5
NOAA_survey::SI2-t960,NOAA_survey,Florida Keys,Natural colony,11,13.28219178082192,0,2,1,2.727272727272727,0.36363636363636365
NOAA_survey::SI2-t961,NOAA_survey,Florida Keys,Natural colony,11,13.28219178082192,0,4,1,2.727272727272727,0.36363636363636365
NOAA_survey::SI2-t962,NOAA_survey,Florida Keys,Natural colony,11,13.28219178082192,0,4,1,2.727272727272727,0.36363636363636365
NOAA_survey::SI2-t963,NOAA_survey,Florida Keys,Natural colony,1,0.70958904109589,1,0,0,2,0
NOAA_survey::SI3-t315,NOAA_survey,Florida Keys,Natural colony,5,5.101369863013694,1,2,1,3,0.2
NOAA_survey::SI3-t316,NOAA_survey,Florida Keys,Natural colony,5,4.7917808219178,1,1,1,2.8,0
NOAA_survey::SI3-t317,NOAA_survey,Florida Keys,Natural colony,5,4.7917808219178,1,1,1,2.8,0
NOAA_survey::SI3-t336,NOAA_survey,Florida Keys,Natural colony,3,2.994520547945204,1,0,0,2.6666666666666665,0.3333333333333333
NOAA_survey::SI3-t337,NOAA_survey,Florida Keys,Natural colony,2,1.9972602739726009,0,1,1,3,0.5
NOAA_survey::SI3-t338,NOAA_survey,Florida Keys,Natural colony,7,6.997260273972589,1,1,1,2.857142857142857,0.14285714285714285
NOAA_survey::SI3-t340,NOAA_survey,Florida Keys,Natural colony,6,5.726027397260264,1,4,1,2.8333333333333335,0.16666666666666666
NOAA_survey::SI3-t341,NOAA_survey,Florida Keys,Natural colony,9,8.709589041095878,1,5,1,2.888888888888889,0.2222222222222222
NOAA_survey::SI3-t342,NOAA_survey,Florida Keys,Natural colony,2,1.66849315068493,1,1,1,3,0.5
NOAA_survey::SI3-t343,NOAA_survey,Florida Keys,Natural colony,1,1.03835616438356,1,1,1,4,1
NOAA_survey::SI3-t344,NOAA_survey,Florida Keys,Natural colony,1,0.682191780821918,1,0,0,3,1
NOAA_survey::SI3-t345,NOAA_survey,Florida Keys,Natural colony,6,6.063013698630123,0,3,1,2.8333333333333335,0.16666666666666666
NOAA_survey::SI3-t346,NOAA_survey,Florida Keys,Natural colony,6,6.063013698630123,1,1,1,2.8333333333333335,0.16666666666666666
NOAA_survey::SI3-t347,NOAA_survey,Florida Keys,Natural colony,1,1.03835616438356,0,0,0,4,1
NOAA_survey::SI3-t760,NOAA_survey,Florida Keys,Natural colony,1,4.13972602739726,1,0,0,3,1
NOAA_survey::SI3-t760,NOAA_survey,Florida Keys,Restoration fragment,1,1.03835616438356,0,0,0,2,0
NOAA_survey::SI3-t761,NOAA_survey,Florida Keys,Natural colony,2,4.936986301369863,0,0,0,2.5,1
NOAA_survey::SI3-t761,NOAA_survey,Florida Keys,Restoration fragment,1,1.03835616438356,0,1,1,2,0
NOAA_survey::SI3-t762,NOAA_survey,Florida Keys,Natural colony,3,4.936986301369863,0,2,1,2.3333333333333335,0.6666666666666666
NOAA_survey::SI3-t763,NOAA_survey,Florida Keys,Natural colony,3,4.936986301369863,1,1,1,2.3333333333333335,0.6666666666666666
NOAA_survey::SI3-t764,NOAA_survey,Florida Keys,Natural colony,3,4.936986301369863,0,1,1,2.3333333333333335,0.6666666666666666
NOAA_survey::SI3-t765,NOAA_survey,Florida Keys,Natural colony,3,4.936986301369863,0,2,1,2.3333333333333335,0.6666666666666666
NOAA_survey::SI3-t766,NOAA_survey,Florida Keys,Natural colony,3,4.936986301369863,0,2,1,2.3333333333333335,0.6666666666666666
NOAA_survey::SI3-t964,NOAA_survey,Florida Keys,Natural colony,7,7.098630136986308,0,3,1,3,0.2857142857142857
NOAA_survey::SI3-t965,NOAA_survey,Florida Keys,Natural colony,1,0.986301369863014,0,1,1,2,0
NOAA_survey::SM1-t199,NOAA_survey,Curacao,Natural colony,1,1.980821917808217,1,0,0,0,0
NOAA_survey::SM1-t199,NOAA_survey,Curacao,Restoration fragment,1,1.08767123287671,0,0,0,0,0
NOAA_survey::SM1-t289,NOAA_survey,Curacao,Natural colony,1,1.05479452054795,0,0,0,1,0
NOAA_survey::SM1-t290,NOAA_survey,Curacao,Natural colony,1,1.05479452054795,0,0,0,1,0
NOAA_survey::SM1-t291,NOAA_survey,Curacao,Natural colony,1,1.05479452054795,0,0,0,1,0
NOAA_survey::SM1-t292,NOAA_survey,Curacao,Natural colony,1,1.05479452054795,0,0,0,1,0
NOAA_survey::SM1-t293,NOAA_survey,Curacao,Natural colony,1,1.05479452054795,0,0,0,1,0
NOAA_survey::SM1-t294,NOAA_survey,Curacao,Natural colony,1,1.05479452054795,0,0,0,1,0
NOAA_survey::SM1-t340,NOAA_survey,Curacao,Natural colony,3,3.2191780821917773,1,1,1,0,0
NOAA_survey::SM1-t341,NOAA_survey,Curacao,Natural colony,1,1.980821917808217,1,0,0,0,0
NOAA_survey::SM1-t341,NOAA_survey,Curacao,Restoration fragment,1,1.08767123287671,0,0,0,0,0
NOAA_survey::SM1-t342,NOAA_survey,Curacao,Natural colony,6,6.1287671232876715,0,2,1,0.3333333333333333,0
NOAA_survey::SM1-t343,NOAA_survey,Curacao,Natural colony,2,1.980821917808217,1,0,0,0,0
NOAA_survey::SM1-t344,NOAA_survey,Curacao,Natural colony,2,1.980821917808217,1,0,0,0,0
NOAA_survey::SM1-t345,NOAA_survey,Curacao,Natural colony,6,6.1287671232876715,0,2,1,0.3333333333333333,0
NOAA_survey::SM1-t346,NOAA_survey,Curacao,Natural colony,3,3.2191780821917773,1,1,1,0,0
NOAA_survey::SM1-t347,NOAA_survey,Curacao,Natural colony,3,3.2191780821917773,1,0,0,0,0
NOAA_survey::SM1-t348,NOAA_survey,Curacao,Natural colony,2,1.980821917808217,1,1,1,0,0
NOAA_survey::SM1-t349,NOAA_survey,Curacao,Natural colony,3,3.2191780821917773,1,0,0,0,0
NOAA_survey::SM1-t350,NOAA_survey,Curacao,Natural colony,3,3.2191780821917773,1,0,0,0,0
NOAA_survey::SM1-t351,NOAA_survey,Curacao,Natural colony,3,3.2191780821917773,1,1,1,0,0
NOAA_survey::SM1-t352,NOAA_survey,Curacao,Natural colony,6,6.1287671232876715,0,1,1,0.3333333333333333,0
NOAA_survey::SM1-t353,NOAA_survey,Curacao,Natural colony,6,6.1287671232876715,0,2,1,0.3333333333333333,0
NOAA_survey::SM1-t354,NOAA_survey,Curacao,Natural colony,5,5.073972602739722,1,1,1,0.2,0
NOAA_survey::SM1-t355,NOAA_survey,Curacao,Natural colony,6,6.1287671232876715,0,1,1,0.3333333333333333,0
NOAA_survey::SM2-t200,NOAA_survey,Curacao,Natural colony,2,1.980821917808217,1,1,1,0,0
NOAA_survey::SM2-t295,NOAA_survey,Curacao,Natural colony,2,2.024657534246574,0,1,1,1,0
NOAA_survey::SM2-t296,NOAA_survey,Curacao,Natural colony,2,2.024657534246574,0,2,1,1,0
NOAA_survey::SM2-t356,NOAA_survey,Curacao,Natural colony,2,3.2191780821917773,1,0,0,0,0
NOAA_survey::SM2-t356,NOAA_survey,Curacao,Restoration fragment,1,1.980821917808217,0,1,1,0,0
NOAA_survey::SM2-t357,NOAA_survey,Curacao,Natural colony,3,3.2191780821917773,1,0,0,0,0
NOAA_survey::SM2-t358,NOAA_survey,Curacao,Natural colony,3,3.2191780821917773,1,0,0,0,0
NOAA_survey::SM2-t359,NOAA_survey,Curacao,Natural colony,7,7.098630136986296,0,5,1,0.42857142857142855,0
NOAA_survey::SM2-t360,NOAA_survey,Curacao,Natural colony,3,3.2191780821917773,1,1,1,0,0
NOAA_survey::SM2-t361,NOAA_survey,Curacao,Natural colony,3,3.2191780821917773,1,0,0,0,0
NOAA_survey::SM3-t362,NOAA_survey,Curacao,Natural colony,2,3.216438356164387,1,0,0,0,0
NOAA_survey::SM3-t362,NOAA_survey,Curacao,Restoration fragment,1,1.978082191780827,0,1,1,0,0
NOAA_survey::SM3-t363,NOAA_survey,Curacao,Natural colony,3,3.216438356164387,1,0,0,0,0
NOAA_survey::SM3-t364,NOAA_survey,Curacao,Natural colony,3,3.216438356164387,1,1,1,0,0
NOAA_survey::SM3-t365,NOAA_survey,Curacao,Natural colony,3,3.216438356164387,1,1,1,0,0
NOAA_survey::SM3-t366,NOAA_survey,Curacao,Natural colony,3,3.216438356164387,1,1,1,0,0
NOAA_survey::SM3-t367,NOAA_survey,Curacao,Natural colony,3,3.216438356164387,1,1,1,0,0
NOAA_survey::SM3-t368,NOAA_survey,Curacao,Natural colony,3,3.216438356164387,1,2,1,0,0
NOAA_survey::SM3-t369,NOAA_survey,Curacao,Natural colony,3,3.216438356164387,1,0,0,0,0
NOAA_survey::SM3-t370,NOAA_survey,Curacao,Natural colony,2,3.216438356164387,1,1,1,0,0
NOAA_survey::SM3-t370,NOAA_survey,Curacao,Restoration fragment,1,1.08493150684932,0,0,0,0,0
NOAA_survey::SM3-t371,NOAA_survey,Curacao,Natural colony,3,3.216438356164387,1,0,0,0,0
NOAA_survey::SM3-t372,NOAA_survey,Curacao,Natural colony,3,3.216438356164387,1,0,0,0,0
NOAA_survey::SM3-t373,NOAA_survey,Curacao,Natural colony,1,1.08493150684932,1,0,0,0,0
NOAA_survey::SM3-t374,NOAA_survey,Curacao,Natural colony,3,3.216438356164387,1,1,1,0,0
NOAA_survey::SM3-t375,NOAA_survey,Curacao,Natural colony,3,3.216438356164387,1,1,1,0,0
NOAA_survey::SM3-t376,NOAA_survey,Curacao,Natural colony,3,3.216438356164387,1,0,0,0,0
NOAA_survey::SQ1-t201,NOAA_survey,Curacao,Natural colony,4,4.093150684931512,1,2,1,0,0
NOAA_survey::SQ1-t202,NOAA_survey,Curacao,Natural colony,9,9.153424657534252,1,5,1,0.7777777777777778,0
NOAA_survey::SQ1-t203,NOAA_survey,Curacao,Natural colony,9,9.153424657534252,1,3,1,0.7777777777777778,0
NOAA_survey::SQ1-t204,NOAA_survey,Curacao,Natural colony,7,7.112328767123289,1,3,1,0.42857142857142855,0
NOAA_survey::SQ1-t205,NOAA_survey,Curacao,Natural colony,9,9.153424657534252,1,5,1,0.7777777777777778,0
NOAA_survey::SQ1-t206,NOAA_survey,Curacao,Natural colony,3,4.093150684931512,1,0,0,0,0
NOAA_survey::SQ1-t206,NOAA_survey,Curacao,Restoration fragment,1,1.986301369863017,0,1,1,0,0
NOAA_survey::SQ1-t207,NOAA_survey,Curacao,Natural colony,4,4.093150684931512,1,1,1,0,0
NOAA_survey::SQ1-t208,NOAA_survey,Curacao,Natural colony,4,4.093150684931512,1,1,1,0,0
NOAA_survey::SQ1-t209,NOAA_survey,Curacao,Natural colony,9,9.153424657534252,1,4,1,0.7777777777777778,0
NOAA_survey::SQ1-t210,NOAA_survey,Curacao,Natural colony,9,9.153424657534252,0,7,1,0.7777777777777778,0
NOAA_survey::SQ1-t211,NOAA_survey,Curacao,Natural colony,7,7.112328767123289,1,4,1,0.42857142857142855,0
NOAA_survey::SQ1-t212,NOAA_survey,Curacao,Natural colony,1,1.09315068493151,1,0,0,0,0
NOAA_survey::SQ1-t273,NOAA_survey,Curacao,Natural colony,4,4.076712328767124,0,4,1,1.5,0
NOAA_survey::SQ1-t274,NOAA_survey,Curacao,Natural colony,2,2.0356164383561612,1,1,1,1,0
NOAA_survey::SQ1-t275,NOAA_survey,Curacao,Natural colony,1,1.07671232876712,1,0,0,1,0
NOAA_survey::SQ1-t276,NOAA_survey,Curacao,Natural colony,1,1.07671232876712,1,0,0,1,0
NOAA_survey::SQ1-t277,NOAA_survey,Curacao,Natural colony,1,1.07671232876712,1,0,0,1,0
NOAA_survey::SQ1-t278,NOAA_survey,Curacao,Natural colony,1,1.07671232876712,1,0,0,1,0
NOAA_survey::SQ1-t495,NOAA_survey,Curacao,Natural colony,1,0.997260273972603,1,0,0,2,0
NOAA_survey::SQ1-t496,NOAA_survey,Curacao,Natural colony,2,2.041095890410963,1,1,1,2,0
NOAA_survey::SQ1-t497,NOAA_survey,Curacao,Natural colony,2,2.041095890410963,1,0,0,2,0
NOAA_survey::SQ1-t498,NOAA_survey,Curacao,Natural colony,2,2.041095890410963,0,0,0,2,0
NOAA_survey::SQ1-t499,NOAA_survey,Curacao,Natural colony,2,2.041095890410963,0,1,1,2,0
NOAA_survey::SQ1-t500,NOAA_survey,Curacao,Natural colony,2,2.041095890410963,1,0,0,2,0
NOAA_survey::SQ2-t213,NOAA_survey,Curacao,Natural colony,3,3.238356164383557,1,1,1,0,0
NOAA_survey::SQ2-t214,NOAA_survey,Curacao,Natural colony,9,9.15068493150685,0,2,1,0.7777777777777778,0
NOAA_survey::SQ2-t215,NOAA_survey,Curacao,Natural colony,1,1.983561643835617,1,0,0,0,0
NOAA_survey::SQ2-t215,NOAA_survey,Curacao,Restoration fragment,1,1.09041095890411,0,1,1,0,0
NOAA_survey::SQ2-t216,NOAA_survey,Curacao,Natural colony,6,6.150684931506849,1,1,1,0.3333333333333333,0
NOAA_survey::SQ2-t217,NOAA_survey,Curacao,Natural colony,4,4.0958904109589,1,1,1,0,0
NOAA_survey::SQ2-t218,NOAA_survey,Curacao,Natural colony,9,9.15068493150685,0,4,1,0.7777777777777778,0
NOAA_survey::SQ2-t219,NOAA_survey,Curacao,Natural colony,4,4.0958904109589,1,0,0,0,0
NOAA_survey::SQ2-t220,NOAA_survey,Curacao,Natural colony,3,3.238356164383557,1,0,0,0,0
NOAA_survey::SQ2-t221,NOAA_survey,Curacao,Natural colony,3,3.238356164383557,1,1,1,0,0
NOAA_survey::SQ2-t222,NOAA_survey,Curacao,Natural colony,2,1.983561643835617,1,0,0,0,0
NOAA_survey::SQ2-t223,NOAA_survey,Curacao,Natural colony,7,9.15068493150685,0,5,1,1,0
NOAA_survey::SQ2-t223,NOAA_survey,Curacao,Restoration fragment,2,3.238356164383557,0,0,0,0,0
NOAA_survey::SQ2-t224,NOAA_survey,Curacao,Natural colony,1,1.09041095890411,1,0,0,0,0
NOAA_survey::SQ2-t279,NOAA_survey,Curacao,Natural colony,1,2.035616438356168,1,0,0,1,0
NOAA_survey::SQ2-t279,NOAA_survey,Curacao,Restoration fragment,1,1.07397260273973,0,0,0,1,0
NOAA_survey::SQ2-t380,NOAA_survey,Curacao,Natural colony,3,5.054794520547949,0,2,1,1.6666666666666667,0
NOAA_survey::SQ2-t380,NOAA_survey,Curacao,Restoration fragment,2,2.054794520547949,0,2,1,1,0
NOAA_survey::SQ2-t381,NOAA_survey,Curacao,Natural colony,5,5.054794520547949,0,0,0,1.4,0
NOAA_survey::SQ2-t382,NOAA_survey,Curacao,Natural colony,1,0.980821917808219,1,0,0,1,0
NOAA_survey::SQ2-t383,NOAA_survey,Curacao,Natural colony,5,5.054794520547949,0,1,1,1.4,0
NOAA_survey::SQ2-t384,NOAA_survey,Curacao,Natural colony,1,2.054794520547949,1,0,0,1,0
NOAA_survey::SQ2-t384,NOAA_survey,Curacao,Restoration fragment,1,0.980821917808219,0,1,1,1,0
NOAA_survey::SQ2-t385,NOAA_survey,Curacao,Natural colony,4,4.013698630136989,1,3,1,1.25,0
NOAA_survey::SQ2-t386,NOAA_survey,Curacao,Natural colony,5,5.054794520547949,1,0,0,1.4,0
NOAA_survey::SQ2-t387,NOAA_survey,Curacao,Natural colony,4,4.013698630136989,1,1,1,1.25,0
NOAA_survey::SQ2-t451,NOAA_survey,Curacao,Natural colony,2,2.038356164383563,1,0,0,2,0
NOAA_survey::SQ2-t452,NOAA_survey,Curacao,Natural colony,1,0.997260273972603,1,0,0,2,0
NOAA_survey::SQ2-t453,NOAA_survey,Curacao,Natural colony,2,2.038356164383563,0,0,0,2,0
NOAA_survey::SQ3-t225,NOAA_survey,Curacao,Natural colony,3,3.2328767123287703,1,0,0,0,0
NOAA_survey::SQ3-t226,NOAA_survey,Curacao,Natural colony,7,7.10958904109589,1,4,1,0.42857142857142855,0
NOAA_survey::SQ3-t227,NOAA_survey,Curacao,Natural colony,9,9.142465753424654,0,6,1,0.7777777777777778,0
NOAA_survey::SQ3-t228,NOAA_survey,Curacao,Natural colony,9,9.142465753424654,0,4,1,0.7777777777777778,0
NOAA_survey::SQ3-t229,NOAA_survey,Curacao,Natural colony,9,9.142465753424654,0,2,1,0.7777777777777778,0
NOAA_survey::SQ3-t230,NOAA_survey,Curacao,Natural colony,3,3.2328767123287703,1,0,0,0,0
NOAA_survey::SQ3-t231,NOAA_survey,Curacao,Natural colony,8,8.104109589041094,1,3,1,0.625,0
NOAA_survey::SQ3-t232,NOAA_survey,Curacao,Natural colony,9,9.142465753424654,1,4,1,0.7777777777777778,0
NOAA_survey::SQ3-t233,NOAA_survey,Curacao,Natural colony,3,3.2328767123287703,1,2,1,0,0
NOAA_survey::SQ3-t234,NOAA_survey,Curacao,Natural colony,1,1.09041095890411,1,0,0,0,0
NOAA_survey::SQ3-t235,NOAA_survey,Curacao,Natural colony,1,1.09041095890411,1,0,0,0,0
NOAA_survey::SQ3-t236,NOAA_survey,Curacao,Natural colony,1,1.09041095890411,1,0,0,0,0
NOAA_survey::SQ3-t280,NOAA_survey,Curacao,Natural colony,4,4.071232876712324,0,3,1,1.5,0
NOAA_survey::SQ3-t281,NOAA_survey,Curacao,Natural colony,3,3.032876712328764,1,0,0,1.3333333333333333,0
NOAA_survey::SQ3-t282,NOAA_survey,Curacao,Natural colony,2,2.038356164383559,1,1,1,1,0
NOAA_survey::SQ3-t364,NOAA_survey,Curacao,Natural colony,1,0.980821917808219,1,0,0,1,0
NOAA_survey::SQ3-t366,NOAA_survey,Curacao,Natural colony,1,0.980821917808219,1,0,0,1,0
NOAA_survey::SQ3-t371,NOAA_survey,Curacao,Natural colony,5,5.052054794520542,0,4,1,1.4,0
NOAA_survey::SQ3-t372,NOAA_survey,Curacao,Natural colony,1,0.980821917808219,1,0,0,1,0
NOAA_survey::SQ3-t374,NOAA_survey,Curacao,Natural colony,3,3.019178082191777,1,0,0,1,0
NOAA_survey::SQ3-t454,NOAA_survey,Curacao,Natural colony,2,2.0328767123287657,1,1,1,2,0
NOAA_survey::SQ3-t455,NOAA_survey,Curacao,Natural colony,1,0.994520547945206,1,0,0,2,0
NOAA_survey::SQ3-t456,NOAA_survey,Curacao,Natural colony,2,2.0328767123287657,1,0,0,2,0
NOAA_survey::SQ3-t457,NOAA_survey,Curacao,Natural colony,2,2.0328767123287657,0,1,1,2,0
NOAA_survey::TR1-t289,NOAA_survey,Florida Keys,Natural colony,1,0.93972602739726,1,0,0,3,1
NOAA_survey::TR1-t291,NOAA_survey,Florida Keys,Natural colony,5,6.120547945205482,0,2,1,2.8,0.2
NOAA_survey::TR1-t292,NOAA_survey,Florida Keys,Natural colony,1,4.13150684931507,1,0,0,3,0
NOAA_survey::TR1-t292,NOAA_survey,Florida Keys,Restoration fragment,2,2.10958904109589,0,1,1,2.5,0.5
NOAA_survey::TR1-t293,NOAA_survey,Florida Keys,Natural colony,5,6.120547945205482,0,2,1,2.8,0.2
NOAA_survey::TR1-t294,NOAA_survey,Florida Keys,Natural colony,5,6.120547945205482,1,2,1,2.8,0.2
NOAA_survey::TR1-t295,NOAA_survey,Florida Keys,Natural colony,3,4.13150684931507,1,1,1,2.6666666666666665,0.3333333333333333
NOAA_survey::TR1-t296,NOAA_survey,Florida Keys,Natural colony,3,4.13150684931507,1,2,1,2.6666666666666665,0.3333333333333333
NOAA_survey::TR1-t297,NOAA_survey,Florida Keys,Natural colony,2,4.13150684931507,1,0,0,2.5,0
NOAA_survey::TR1-t297,NOAA_survey,Florida Keys,Restoration fragment,1,0.93972602739726,0,0,0,3,1
NOAA_survey::TR1-t298,NOAA_survey,Florida Keys,Natural colony,3,4.13150684931507,1,2,1,2.6666666666666665,0.3333333333333333
NOAA_survey::TR1-t299,NOAA_survey,Florida Keys,Natural colony,3,4.13150684931507,1,0,0,2.6666666666666665,0.3333333333333333
NOAA_survey::TR1-t300,NOAA_survey,Florida Keys,Natural colony,3,4.13150684931507,1,1,1,2.6666666666666665,0.3333333333333333
NOAA_survey::TR1-t448,NOAA_survey,Florida Keys,Natural colony,1,1.01095890410959,0,0,0,3,0
NOAA_survey::TR1-t449,NOAA_survey,Florida Keys,Restoration fragment,1,1.01095890410959,0,0,0,3,0
NOAA_survey::TR1-t470,NOAA_survey,Florida Keys,Natural colony,1,0.978082191780822,1,0,0,3,0
NOAA_survey::TR1-t471,NOAA_survey,Florida Keys,Natural colony,1,1.9890410958904121,0,1,1,3,0
NOAA_survey::TR1-t471,NOAA_survey,Florida Keys,Restoration fragment,1,0.978082191780822,0,0,0,3,0
NOAA_survey::TR1-t472,NOAA_survey,Florida Keys,Natural colony,1,0.978082191780822,1,0,0,3,0
NOAA_survey::TR1-t473,NOAA_survey,Florida Keys,Natural colony,2,1.9890410958904121,0,1,1,3,0
NOAA_survey::TR1-t474,NOAA_survey,Florida Keys,Natural colony,2,1.9890410958904121,0,0,0,3,0
NOAA_survey::TR1-t475,NOAA_survey,Florida Keys,Restoration fragment,2,1.9890410958904121,0,2,1,3,0
NOAA_survey::TR1-t476,NOAA_survey,Florida Keys,Natural colony,2,1.9890410958904121,1,0,0,3,0
NOAA_survey::TR1-t478,NOAA_survey,Florida Keys,Natural colony,2,1.9890410958904121,0,1,1,3,0
NOAA_survey::TR1-t941,NOAA_survey,Florida Keys,Natural colony,4,5.180821917808223,0,4,1,2.75,0
NOAA_survey::TR1-t942,NOAA_survey,Florida Keys,Natural colony,2,3.1917808219178103,1,0,0,2.5,0
NOAA_survey::TR2-t348,NOAA_survey,Florida Keys,Natural colony,1,0.934246575342466,1,0,0,3,1
NOAA_survey::TR2-t349,NOAA_survey,Florida Keys,Natural colony,2,2.1643835616438363,0,0,0,2.5,0.5
NOAA_survey::TR2-t350,NOAA_survey,Florida Keys,Natural colony,5,6.167123287671236,0,1,1,2.8,0.2
NOAA_survey::TR2-t351,NOAA_survey,Florida Keys,Natural colony,5,6.167123287671236,0,1,1,2.8,0.2
NOAA_survey::TR2-t352,NOAA_survey,Florida Keys,Natural colony,2,2.1643835616438363,0,0,0,2.5,0.5
NOAA_survey::TR2-t353,NOAA_survey,Florida Keys,Natural colony,2,2.1643835616438363,0,0,0,2.5,0.5
NOAA_survey::TR2-t354,NOAA_survey,Florida Keys,Natural colony,1,2.1643835616438363,0,0,0,2,0
NOAA_survey::TR2-t354,NOAA_survey,Florida Keys,Restoration fragment,1,0.934246575342466,0,0,0,3,1
NOAA_survey::TR2-t355,NOAA_survey,Florida Keys,Natural colony,2,2.1643835616438363,1,0,0,2.5,0.5
NOAA_survey::TR2-t356,NOAA_survey,Florida Keys,Natural colony,5,6.167123287671236,0,0,0,2.8,0.2
NOAA_survey::TR2-t357,NOAA_survey,Florida Keys,Natural colony,2,2.1643835616438363,0,0,0,2.5,0.5
NOAA_survey::TR2-t358,NOAA_survey,Florida Keys,Natural colony,1,0.934246575342466,1,0,0,3,1
NOAA_survey::TR2-t359,NOAA_survey,Florida Keys,Natural colony,1,2.1643835616438363,0,0,0,2,0
NOAA_survey::TR2-t359,NOAA_survey,Florida Keys,Restoration fragment,1,0.934246575342466,0,0,0,3,1
NOAA_survey::TR2-t462,NOAA_survey,Florida Keys,Natural colony,2,2.04383561643836,0,0,0,3,0
NOAA_survey::TR2-t463,NOAA_survey,Florida Keys,Natural colony,2,2.04383561643836,0,1,1,3,0
NOAA_survey::TR2-t464,NOAA_survey,Florida Keys,Natural colony,2,2.04383561643836,0,1,1,3,0
NOAA_survey::TR2-t465,NOAA_survey,Florida Keys,Natural colony,2,2.04383561643836,0,1,1,3,0
NOAA_survey::TR2-t466,NOAA_survey,Florida Keys,Natural colony,2,2.04383561643836,0,0,0,3,0
NOAA_survey::TR2-t467,NOAA_survey,Florida Keys,Natural colony,2,2.04383561643836,0,0,0,3,0
NOAA_survey::TR2-t468,NOAA_survey,Florida Keys,Natural colony,1,2.04383561643836,0,1,1,3,0
NOAA_survey::TR2-t468,NOAA_survey,Florida Keys,Restoration fragment,1,0.96986301369863,0,0,0,3,0
NOAA_survey::TR2-t469,NOAA_survey,Florida Keys,Natural colony,2,2.04383561643836,0,1,1,3,0
NOAA_survey::TR2-t944,NOAA_survey,Florida Keys,Natural colony,1,1.23013698630137,1,0,0,2,0
NOAA_survey::TR2-t945,NOAA_survey,Florida Keys,Restoration fragment,1,1.23013698630137,0,0,0,2,0
NOAA_survey::TR3-t360,NOAA_survey,Florida Keys,Natural colony,2,2.164383561643838,0,0,0,2.5,0.5
NOAA_survey::TR3-t361,NOAA_survey,Florida Keys,Natural colony,1,2.164383561643838,0,1,1,2,0
NOAA_survey::TR3-t361,NOAA_survey,Florida Keys,Restoration fragment,1,0.931506849315068,0,0,0,3,1
NOAA_survey::TR3-t362,NOAA_survey,Florida Keys,Natural colony,1,2.164383561643838,0,0,0,2,0
NOAA_survey::TR3-t362,NOAA_survey,Florida Keys,Restoration fragment,1,0.931506849315068,0,0,0,3,1
NOAA_survey::TR3-t363,NOAA_survey,Florida Keys,Natural colony,1,2.164383561643838,0,0,0,2,0
NOAA_survey::TR3-t363,NOAA_survey,Florida Keys,Restoration fragment,1,0.931506849315068,0,0,0,3,1
NOAA_survey::TR3-t364,NOAA_survey,Florida Keys,Natural colony,5,6.112328767123288,0,2,1,2.8,0.2
NOAA_survey::TR3-t365,NOAA_survey,Florida Keys,Natural colony,2,2.164383561643838,0,0,0,2.5,0.5
NOAA_survey::TR3-t366,NOAA_survey,Florida Keys,Natural colony,1,2.16438356164384,0,0,0,2,0
NOAA_survey::TR3-t367,NOAA_survey,Florida Keys,Natural colony,2,2.164383561643838,0,1,1,2.5,0.5
