size_class,n,agr_mean,agr_median,agr_sd,rgr_mean,rgr_median,rgr_sd,pct_positive,pct_shrinking
SC1,32,4.553746261068178,4.414087261498305,5.968376669905034,0.7855566706418017,0.9731380399524527,0.87149166232746,71.875,18.75
SC2,1023,32.25540743706998,31.7261580381472,47.374069873634845,0.7597288859401025,0.7403923699989501,0.9406831156853089,76.05083088954056,22.87390029325513
SC3,944,46.998357601400265,35.296630236794144,281.7345312862635,0.16216761698136642,0.13650769291320153,0.7109939050522681,57.6271186440678,40.67796610169492
SC4,825,14.34181380629111,74.9761146496815,1028.1163707796281,0.00822791901372279,0.04300579431382117,0.5017153194645513,53.696969696969695,45.21212121212122
SC5,1155,-922.1491375525569,50.5384615384615,4462.439903467484,-0.054894395871659674,0.007054957799110881,0.3287087332115675,50.90909090909091,48.917748917748916
