to_state,SC1,SC2,SC3,SC4,SC5,Dead
SC1,0.0777069955417133,0.003463336661866067,8.26296035045441e-4,1.6262995621549512e-4,1.0479782558561848e-5,0
SC2,0.824043721603635,0.5619638362978059,0.08158786577535308,0.015462032864518893,0.0015168524163638644,0
SC3,0.0061474364242791076,0.38879040728783876,0.7348725787463645,0.1243153479269546,0.004372693486375347,0
SC4,0.0041275228025441845,2.092370723722249e-5,0.15326727374888824,0.6269055437661781,0.04419565142425288,0
SC5,0.009122689245348451,1.1415556813355176e-5,1.9055290255588776e-5,0.2192524702408983,0.9427278460955484,0
Dead,0.07885163438247988,0.04575008048843876,0.029426930404093055,0.01390197524523451,0.007176476794900966,1
