"size_class","current_n","current_survival","recommended_n_10pct","recommended_n_15pct","current_power_10pct","gap_10pct","gap_15pct","priority_score"
"SC1",524,0.658396946564885,294003,123682,0.0516040107811762,293479,123158,559.007619047619
"SC2",1699,0.621542083578576,313933,133705,0.0548801633017702,312234,132006,183.667058823529
"SC3",1495,0.735785953177257,239572,97043,0.0556295559871268,238077,95548,159.142379679144
"SC4",1378,0.851233671988389,126687,54016,0.0598365088888623,125309,52638,90.869470630892
"SC5",2250,0.929777777777778,151097,151097,0.0634938610869654,148847,148847,66.1248334073745
