population_type,n,mean_size_cm2,agr_mean,agr_median,rgr_mean,rgr_median,pct_positive,lmm_estimate,lmm_se,lmm_p,wilcox_p
Natural colony,3226,4947.329137807182,-294.46996875624785,18.6500750750751,0.07574351579250416,0.05054512848360736,54.897706137631744,NA,NA,NA,NA
Restoration fragment,753,326.5599335989363,-34.237300147620516,44.5071875,0.8691409272451639,0.8678748152432358,80.34528552456838,-0.004199176765700003,0.06741593633010438,0.9503378849540005,4.56560169737274e-106
