term,estimate,std_error,z_value,p_value
(Intercept),-2.4994012245359243,1.5944364596524945,-1.5675765624932245,0.11697998541289405
state_fromSC2,-0.561837041650509,0.1569851925776711,-3.5789174279767213,3.4502044786653745e-4
state_fromSC3,-1.011546676880711,0.15526984647559353,-6.51476574390581,7.280318522559887e-11
state_fromSC4,-1.7693315301495287,0.16740503759669093,-10.56916539400785,4.141639467788086e-26
state_fromSC5,-2.43394647453055,0.18617697821870433,-13.073294549186226,4.67941330339143e-39
disturbance_anyany,0.42062930843370167,0.2268105864412213,1.8545400152329712,0.06366194085054716
geo_domainNonFlorida,0.7253922935315994,0.11285803485070581,6.4274758504450675,1.297401991236703e-10
