estimate,std_error,statistic,p_value,term,model,odds_ratio,metric,comparison_lrt_p
1.4923159579328544,1.5851822878655462,0.9414159931992827,0.3464917208682007,(Intercept),survival_interaction,4.447383554299752,survival,6.934140176701955e-4
0.14474751418083984,0.07598254852266623,1.9050099923623969,0.056778772216814204,log_size,survival_interaction,1.1557477235152747,survival,6.934140176701955e-4
-0.7068426756151157,0.6254163575092826,-1.1301953764530768,0.2583939075760417,disturbance_stateContext-only pressure,survival_interaction,0.4931989307814526,survival,6.934140176701955e-4
-1.295941209237279,0.6635752954086171,-1.9529678368138508,0.050823406444685706,disturbance_stateAcute baseline-exclusion,survival_interaction,0.2736401904130241,survival,6.934140176701955e-4
0.2278206545578667,0.07876526405146471,2.892400061136216,0.0038231079026896527,log_size:disturbance_stateContext-only pressure,survival_interaction,1.2558600724539486,survival,6.934140176701955e-4
0.3311515002307793,0.08765687638205319,3.7778154310159637,1.582100570104704e-4,log_size:disturbance_stateAcute baseline-exclusion,survival_interaction,1.3925707511178076,survival,6.934140176701955e-4
