method,sig_criteria,threshold_mean,threshold_se,ci_lower,ci_upper,n_detected,n_folds,detection_frac
abs_max_d2,none,3.9960851586887096,0.16226270586978192,3.692571939076877,4.57633101971133,6,6,1
abs_max_d2,sim_int,3.7461330954789656,0.037873456900109737,3.692571939076877,3.8452212348228283,4,6,0.6666666666666666
min_d2,none,4.647745894914115,0.7805261170333325,3.692571939076877,7.997549884894705,6,6,1
min_d2,sim_int,3.7461330954789656,0.037873456900109737,3.692571939076877,3.8452212348228283,4,6,0.6666666666666666
zero_d2,none,5.201211177735691,0.7078273385985588,3.2105215314580846,7.582450922778524,6,6,1
zero_d2,sim_int,4.5629407306108085,0.02564045153106795,4.522769863309242,4.625875089383261,4,6,0.6666666666666666
zero_d1,none,7.800712635117032,0.7393379950408797,5.20835266525597,8.588061634227726,5,6,0.8333333333333334
zero_d1,sim_int,3.558669048071657,NA,NA,NA,1,6,0.16666666666666666
