size_class,n,mean_growth,sd_growth,se,pct_positive
SC1,323,23.012959250175957,172.63280049863639,9.6055459676932191,81.73374613003097
SC2,949,-5.799799720455057,503.9228240695947,16.358027086947832,80.82191780821918
SC3,711,-147.06959087288587,1251.6359689485246,46.94001616759352,61.18143459915611
SC4,730,-26.170602419700725,1446.6724314076619,53.543748900263424,63.013698630136986
SC5,1612,-302.3397615536083,6034.619225793311,150.30289765130468,68.17617866004963
