scenario,k_total,k_natural,k_restoration,pooled_survival,natural_survival,restoration_survival,difference_pp,moderator_p,I2,tau2
"Current (Vardi=Nat, Garrison split)",22,10,12,0.7942003865337627,0.8406674451051221,0.7452457184416146,9.542172666350757,0.15296359810983726,97.22676217821336,0.6352649346823235
"Conservative (Vardi=Nat, Garrison=excl)",20,9,11,0.8037858578931131,0.8461519892219376,0.7602456010550959,8.590638816684171,0.22914565103339474,97.48917257497833,0.6463185549641405
"Original (Vardi=Rest, Garrison=excl)",20,6,14,0.8037858578931131,0.8252727372117339,0.7916576446092883,3.361509260244555,0.6937837850668578,97.48917257497833,0.6463185549641405
Bruckner=Natural (storm fragments),22,11,11,0.7942003865337627,0.8471912912033148,0.7185499218983119,12.864136930500292,0.056885376137056375,97.22676217821336,0.6352649346823235
