outcome,model,term,estimate,std_error,statistic,p_value,effect_type,effect,ci_lower,ci_upper
positive_growth,window,(Intercept),2.035316189109203,0.2730183772776463,7.454868823864506,8.995728653845156e-14,odds_ratio,7.654672066820979,4.482586258240244,13.071472822827944
positive_growth,window,log_size,-0.10528347676201383,0.015067263020338723,-6.987564803235709,2.7969839563828074e-12,odds_ratio,0.900069337677046,0.8738772911879983,0.9270464180675374
positive_growth,window,log_interval,0.2156639676335878,0.10134816671485639,2.1279513445996465,0.033341117873653035,odds_ratio,1.240685398494693,1.0171672531022407,1.5133206985805436
positive_growth,window,acute_recent,-0.21557475119130773,0.04482003826581598,-4.809785076772804,1.510926665176376e-6,odds_ratio,0.8060780127142465,0.7382874539714528,0.8800931928154817
positive_growth,window,acute_delayed,0.12807479773926128,0.04940509557854778,2.5923398434810987,0.009532555404166355,odds_ratio,1.1366380174716295,1.0317339262389258,1.2522084908766018
positive_growth,window,context_recent,-0.2596141332548175,0.04037780690330677,-6.429624419090385,1.2791961809363603e-10,odds_ratio,0.7713491663788798,0.7126572889472159,0.8348746946128
positive_growth,window,context_delayed,0.0824619692468426,0.03910155034420922,2.1089181508388677,0.034951647194576156,odds_ratio,1.0859573728769285,1.0058399167862606,1.172456368080648
positive_growth,window,catastrophic_recent,-1.0356651445446274,0.323050322327135,-3.2058941686981735,0.001346434985303518,odds_ratio,0.35499018259729426,0.18846484723425827,0.668655357164948
positive_growth,window,catastrophic_delayed,-12.541245656045922,33.04970581297549,-0.37946618124274384,0.7043417131315018,odds_ratio,3.576071680233334e-6,2.635898504564961e-34,4851586144162836e7
positive_growth,unconstrained,(Intercept),1.987798074827919,0.28711641188143217,6.923317485761844,4.411874622489286e-12,odds_ratio,7.299443225950861,4.15806535639211,12.814101473169671
positive_growth,unconstrained,log_size,-0.10313711745480546,0.014997690132251025,-6.876866807177157,6.118326452951454e-12,odds_ratio,0.902003284607147,0.8758743887948625,0.9289116520024613
positive_growth,unconstrained,log_interval,0.3231435194764346,0.10624587881030952,3.0414687430217624,0.0023542700746106288,odds_ratio,1.3814636036118313,1.1217630473007472,1.7012877119605538
positive_growth,unconstrained,acute_l0,-0.22923827548817577,0.06681228282954976,-3.4310798221489325,6.011836719406071e-4,odds_ratio,0.7951390487861913,0.6975435361367845,0.9063894569307989
positive_growth,unconstrained,acute_l1,-0.20447318315961116,0.06843821818781931,-2.9877046564605543,0.00281081034087452,odds_ratio,0.815076599403504,0.7127588811923301,0.932082195571987
positive_growth,unconstrained,acute_l2,0.31423351121576065,0.0710602527859712,4.422071395695865,9.775913987826558e-6,odds_ratio,1.3692094249779634,1.1911931069834227,1.5738291620878018
positive_growth,unconstrained,acute_l3,-0.0029736143713410316,0.06934133288912189,-0.04288372097051981,0.9657942255959872,odds_ratio,0.9970308024408236,0.8703301758716417,1.1421762091843184
positive_growth,unconstrained,context_l0,0.03414784138098576,0.08362623641310599,0.40833885208343634,0.6830249192287131,odds_ratio,1.0347375724521766,0.878306566257145,1.2190297613359249
positive_growth,unconstrained,context_l1,-0.6406743260919,0.11064639373817917,-5.790286555637029,7.026644040751021e-9,odds_ratio,0.5269369768605788,0.42420380892282405,0.6545499397754857
positive_growth,unconstrained,context_l2,0.10003674426406861,0.13484230677566217,0.7418795084134852,0.45816034229641284,odds_ratio,1.1052115275137797,0.8485263185801087,1.4395458264551426
positive_growth,unconstrained,context_l3,0.17665588124508053,0.11123499410015569,1.5881322480767162,0.11225643754770963,odds_ratio,1.1932204129469675,0.9594791371880776,1.4839040253089344
positive_growth,unconstrained,catastrophic_l0,-1.1643701184042603,0.35130601785193855,-3.3144041355277776,9.1838665091748e-4,odds_ratio,0.31211919826753587,0.15677714926813335,0.6213813325598637
positive_growth,unconstrained,catastrophic_l1,0.5232265184339536,1.1591376489981602,0.45139291169273726,0.6517063911645584,odds_ratio,1.6874635076492033,0.17400290689702072,16.36485930279886
positive_growth,unconstrained,catastrophic_l3,-13.248585136616315,535.3879851148813,-0.024745764763050276,0.980257751241323,odds_ratio,1.7628387244915353e-6,0,Inf
rgr,window,(Intercept),2.396455773292043,0.21972420046703847,10.906653742274251,NA,additive,2.396455773292043,1.9657963403766474,2.8271152062074383
rgr,window,log_size,-0.24496159090807673,0.02221843016333675,-11.025152952178173,NA,additive,-0.24496159090807673,-0.2885097140282168,-0.2014134677879367
rgr,window,log_interval,0.4307372713057987,0.14716611424806608,2.9268780622945547,NA,additive,0.4307372713057987,0.1422916873795892,0.7191828552320082
rgr,window,acute_recent,-0.10688860409822838,0.06790371125962923,-1.5741202080920256,NA,additive,-0.10688860409822838,-0.23997987816710165,0.026202669970644896
rgr,window,acute_delayed,-0.06661191200278178,0.07481842241501482,-0.8903143083302151,NA,additive,-0.06661191200278178,-0.21325601993621085,0.08003219593064727
rgr,window,context_recent,-0.12975095090529945,0.06114423981886746,-2.1220470037679955,NA,additive,-0.12975095090529945,-0.24959366095027968,-0.009908240860319231
rgr,window,context_delayed,0.03840588643944882,0.05895544752470237,0.6514391468804765,NA,additive,0.03840588643944882,-0.07714679070896782,0.15395856358786547
rgr,window,catastrophic_recent,-0.5256479418929699,0.46918333486450625,-1.1203465742123384,NA,additive,-0.5256479418929699,-1.4452472782274022,0.3939513944414623
rgr,window,catastrophic_delayed,-2.3188988473059458,3.1644878408147563,-0.7327880415267773,NA,additive,-2.3188988473059458,-8.521295015302869,3.8834973206909766
rgr,unconstrained,(Intercept),2.35334230561887,0.2216376393827184,10.617972254952491,NA,additive,2.35334230561887,1.9189325324287418,2.787752078808998
rgr,unconstrained,log_size,-0.2447466279060679,0.02227324839224163,-10.98836701301817,NA,additive,-0.2447466279060679,-0.2884021947548615,-0.2010910610572743
rgr,unconstrained,log_interval,0.44491167164398543,0.15375272172784302,2.893683224883144,NA,additive,0.44491167164398543,0.1435563370574131,0.74626700623055775
rgr,unconstrained,acute_l0,-0.07291173400223257,0.10247823146400473,-0.7114850925959106,NA,additive,-0.07291173400223257,-0.27376906767168185,0.1279455996672167
rgr,unconstrained,acute_l1,-0.1489506196342311,0.10365583839342635,-1.4369727932631071,NA,additive,-0.1489506196342311,-0.3521160628853467,0.05421482361688454
rgr,unconstrained,acute_l2,0.015675006360957276,0.10704162472898336,0.14643841963950496,NA,additive,0.015675006360957276,-0.1941265781078501,0.22547659082976468
rgr,unconstrained,acute_l3,-0.09620119655699536,0.10534633140785356,-0.9131898118459165,NA,additive,-0.09620119655699536,-0.30268000611638834,0.1102776130023976
rgr,unconstrained,context_l0,-0.01585056552675843,0.1277410900075877,-0.1240835311943629,NA,additive,-0.01585056552675843,-0.26622310194163035,0.23452197088811347
rgr,unconstrained,context_l1,-0.21274677778788573,0.16933374289869146,-1.256375570196705,NA,additive,-0.21274677778788573,-0.544640913869321,0.11914735829354953
rgr,unconstrained,context_l2,-0.17957856547193116,0.20110189753703372,-0.8929730035931712,NA,additive,-0.17957856547193116,-0.5737382846445173,0.21458115370065492
