state_from,n_intervals,n_deaths,raw_interval_death_rate,median_interval_years
SC1,111,49,0.44144144144144143,0.994520547945206
SC2,968,326,0.3367768595041322,1.01917808219178
SC3,1652,396,0.2397094430992736,1.01643835616438
SC4,1329,160,0.12039127163280662,1.01369863013699
SC5,1448,79,0.054558011049723756,1.00821917808219
