term,df,sum_sq,mean_sq,f_value,p_value
log_size,1,20766.04296569062,20766.04296569062,32835.97093521541,0
study,6,100.90767536725212,16.81794589454202,26.593106038333836,2.1805911957622862e-31
log_size:study,6,51.378740520798964,8.563123420133161,13.54030097128828,2.5951300963384477e-15
Residuals,5453,3448.5726801051605,0.6324175096470127,NA,NA
