state_id,n_years,year_effect_mean,year_effect_sd,exclude_overlap,catastrophic_overlap,major_overlap,mean_posterior,persistence,mu,sigma,initial_prob,regime_label
1,9,-0.7423264158458333,0.48173932231641353,0.3775344687753447,0.22222222222222218,0.962287104622871,0.9999806691889456,0.5282940156278793,-0.7262374740777482,0.466885031289373,4.434823690598826e-26,catastrophic
2,6,0.21075622877822428,0.12960110005497066,0.758799762102808,0,0.9790123456790123,0.9744769881185625,0.17104325664431924,0.21118618134396153,0.11909747979173219,1,post_disturbance
3,4,0.8471772948429622,0.1086146403133246,0,0,0.7780772144923543,0.9993383491846558,0.4996730261343004,0.8472014388254543,0.09406525906707108,3.2212917163196994e-156,background
