n_rows,n_colonies,n_studies,n_regions,death_events,shrinkage_intervals_observed,shrinkage_events,pct_intervals_with_shrinkage,mean_followup_years,median_followup_years
7346,2955,7,7,1580,5756,2208,38.3599722029187,3.198683047663817,2.0082191780821903
