size_class,n,mean_growth,median_growth,sd_growth,pct_positive,pct_negative,mean_rgr
SC1,48,-5.684834549016678,4.414087261498305,49.297443856251476,70.83333333333334,20.833333333333336,0.8332321802718341
SC2,1291,-4.198746012219849,32.1788413098237,414.069307489361,78.38884585592564,19.132455460883037,0.7468148809533717
SC3,1532,-49.55803986148538,60.144751755381506,992.8728780797812,62.467362924281986,34.92167101827676,0.18329884643140726
SC4,1297,44.07041119031533,274.6680000000002,1624.864152611385,62.68311488049345,34.155744024672316,0.02832906572395091
SC5,1469,-183.0094837437625,877.546337157988,5372.662673579717,66.64397549353302,32.471068754254595,-0.03887841747856475
