reef,Genotype,Fragment_num,collection_date,day,Month,Year,Survey#,Fragment_number,LiveFrag,ColType,L,W,H,live_per,Adjusted Area,S01FragCount
gr,ML2,1,15-Jun-18,15,June,2018,1,A,1,L,7,,,100.00%,27.2065,7
gr,ML2,1,15-Jun-18,15,June,2018,1,B,1,L,8,,,100.00%,23.2441,7
gr,ML2,1,15-Jun-18,15,June,2018,1,3,1,L,6,,,100.00%,15.7203,7
gr,ML2,1,15-Jun-18,15,June,2018,1,4,1,L,7,,,100.00%,25.9199,7
gr,ML2,1,15-Jun-18,15,June,2018,1,5,1,L,5,,,100.00%,21.5051,7
gr,ML2,1,15-Jun-18,15,June,2018,1,6,1,L,7,,,100.00%,20.5536,7
gr,ML2,1,15-Jun-18,15,June,2018,1,7,1,L,6,,,100.00%,21.7481,7
gr,ML2,10,15-Jun-18,15,June,2018,1,A,1,L,6,,,100.00%,24.3834,7
gr,ML2,10,15-Jun-18,15,June,2018,1,B,1,L,7,,,100.00%,23.4938,7
gr,ML2,10,15-Jun-18,15,June,2018,1,3,1,L,6,,,100.00%,25.9414,7
gr,ML2,10,15-Jun-18,15,June,2018,1,4,1,L,6,,,100.00%,17.1534,7
gr,ML2,10,15-Jun-18,15,June,2018,1,5,1,L,7,,,100.00%,18.5984,7
gr,ML2,10,15-Jun-18,15,June,2018,1,6,1,L,7,,,100.00%,18.3434,7
gr,ML2,10,15-Jun-18,15,June,2018,1,7,1,L,6,,,100.00%,32.7831,7
gr,ML2,11,15-Jun-18,15,June,2018,1,A,1,L,7,,,100.00%,11.6916,6
gr,ML2,11,15-Jun-18,15,June,2018,1,B,1,L,7,,,100.00%,25.0815,6
gr,ML2,11,15-Jun-18,15,June,2018,1,3,1,L,8,,,100.00%,20.1955,6
gr,ML2,11,15-Jun-18,15,June,2018,1,4,1,L,6,,,100.00%,17.4115,6
gr,ML2,11,15-Jun-18,15,June,2018,1,5,1,L,7,,,100.00%,20.0678,6
gr,ML2,11,15-Jun-18,15,June,2018,1,6,1,L,6,,,100.00%,15.4478,6
gr,ML2,11,15-Jun-18,15,June,2018,1,7,0,DNE,,,,,,6
gr,HS1,17,15-Jun-18,15,June,2018,1,A,1,L,8,,,100.00%,40.2989,6
gr,HS1,17,15-Jun-18,15,June,2018,1,B,1,L,9,,,100.00%,25.6139,6
gr,HS1,17,15-Jun-18,15,June,2018,1,3,1,L,7,,,100.00%,29.8091,6
gr,HS1,17,15-Jun-18,15,June,2018,1,4,1,L,8,,,100.00%,24.1373,6
gr,HS1,17,15-Jun-18,15,June,2018,1,5,1,L,9,,,100.00%,24.8057,6
gr,HS1,17,15-Jun-18,15,June,2018,1,6,1,L,8,,,100.00%,24.0774,6
gr,HS1,17,15-Jun-18,15,June,2018,1,7,0,DNE,,,,,,6
gr,HS1,20,15-Jun-18,15,June,2018,1,A,1,L,9,,,100.00%,31.2186,7
gr,HS1,20,15-Jun-18,15,June,2018,1,B,1,L,8,,,100.00%,19.1989,7
gr,HS1,20,15-Jun-18,15,June,2018,1,3,1,L,9,,,100.00%,27.1389,7
gr,HS1,20,15-Jun-18,15,June,2018,1,4,1,L,21,,,100.00%,21.6008,7
gr,HS1,20,15-Jun-18,15,June,2018,1,5,1,L,,,,100.00%,28.2577,7
gr,HS1,20,15-Jun-18,15,June,2018,1,6,1,L,,,,100.00%,32.8314,7
gr,HS1,20,15-Jun-18,15,June,2018,1,7,1,L,,,,100.00%,41.169,7
gr,HS1,22,15-Jun-18,15,June,2018,1,A,1,L,8,,,100.00%,33.5392,7
gr,HS1,22,15-Jun-18,15,June,2018,1,B,1,L,9,,,100.00%,32.8624,7
gr,HS1,22,15-Jun-18,15,June,2018,1,3,1,L,7,,,100.00%,28.4653,7
gr,HS1,22,15-Jun-18,15,June,2018,1,4,1,L,9,,,100.00%,13.8967,7
gr,HS1,22,15-Jun-18,15,June,2018,1,5,1,L,8,,,100.00%,27.2404,7
gr,HS1,22,15-Jun-18,15,June,2018,1,6,1,L,7,,,100.00%,19.4719,7
gr,HS1,22,15-Jun-18,15,June,2018,1,7,1,L,8,,,100.00%,15.5695,7
gr,HS1,23,15-Jun-18,15,June,2018,1,A,1,L,6,,,100.00%,39.176,7
gr,HS1,23,15-Jun-18,15,June,2018,1,B,1,L,7,,,100.00%,34.219,7
gr,HS1,23,15-Jun-18,15,June,2018,1,3,1,L,9,,,100.00%,16.3112,7
gr,HS1,23,15-Jun-18,15,June,2018,1,4,1,L,10,,,100.00%,26.2129,7
gr,HS1,23,15-Jun-18,15,June,2018,1,5,1,L,8,,,100.00%,14.2211,7
gr,HS1,23,15-Jun-18,15,June,2018,1,6,1,L,6,,,100.00%,36.7972,7
gr,HS1,23,15-Jun-18,15,June,2018,1,7,1,L,8,,,100.00%,34.1887,7
gr,CN1,54,15-Jun-18,15,June,2018,1,A,1,L,10,,,100.00%,23.3281,7
gr,CN1,54,15-Jun-18,15,June,2018,1,B,1,L,9,,,100.00%,26.6765,7
gr,CN1,54,15-Jun-18,15,June,2018,1,3,1,L,9,,,100.00%,38.5048,7
gr,CN1,54,15-Jun-18,15,June,2018,1,4,1,L,9,,,100.00%,38.2098,7
gr,CN1,54,15-Jun-18,15,June,2018,1,5,1,L,8,,,100.00%,51.6276,7
gr,CN1,54,15-Jun-18,15,June,2018,1,6,1,L,8,,,100.00%,27.7277,7
gr,CN1,54,15-Jun-18,15,June,2018,1,7,1,L,,,,100.00%,28.0559,7
gr,CN1,56,15-Jun-18,15,June,2018,1,A,1,L,7,,,100.00%,18.7792,7
gr,CN1,56,15-Jun-18,15,June,2018,1,B,1,L,7,,,100.00%,19.7262,7
gr,CN1,56,15-Jun-18,15,June,2018,1,3,1,L,7,,,100.00%,31.681,7
gr,CN1,56,15-Jun-18,15,June,2018,1,4,1,L,5,,,100.00%,21.936,7
gr,CN1,56,15-Jun-18,15,June,2018,1,5,1,L,6,,,100.00%,12.118,7
gr,CN1,56,15-Jun-18,15,June,2018,1,6,1,L,8,,,100.00%,19.7078,7
gr,CN1,56,15-Jun-18,15,June,2018,1,7,1,L,8,,,100.00%,21.3317,7
gr,CN3,58,15-Jun-18,15,June,2018,1,A,1,L,,,,100.00%,45.7601,7
gr,CN3,58,15-Jun-18,15,June,2018,1,B,1,L,,,,100.00%,18.9261,7
gr,CN3,58,15-Jun-18,15,June,2018,1,3,1,L,,,,100.00%,42.2321,7
gr,CN3,58,15-Jun-18,15,June,2018,1,4,1,L,,,,100.00%,42.2014,7
gr,CN3,58,15-Jun-18,15,June,2018,1,5,1,L,,,,100.00%,31.8316,7
gr,CN3,58,15-Jun-18,15,June,2018,1,6,1,L,,,,100.00%,30.8269,7
gr,CN3,58,15-Jun-18,15,June,2018,1,7,1,L,,,,100.00%,45.168,7
gr,CN4,59,15-Jun-18,15,June,2018,1,A,0,DNE,,,,,,6
gr,CN4,59,15-Jun-18,15,June,2018,1,B,1,L,,,,100.00%,21.6835,6
gr,CN4,59,15-Jun-18,15,June,2018,1,3,1,L,,,,100.00%,28.6024,6
gr,CN4,59,15-Jun-18,15,June,2018,1,4,1,L,,,,100.00%,27.565,6
gr,CN4,59,15-Jun-18,15,June,2018,1,5,1,L,,,,100.00%,20.4155,6
gr,CN4,59,15-Jun-18,15,June,2018,1,6,1,L,,,,100.00%,33.4716,6
gr,CN4,59,15-Jun-18,15,June,2018,1,7,1,L,,,,100.00%,30.7502,6
gr,SN1,61,15-Jun-18,15,June,2018,1,A,1,L,,,,100.00%,18.4511,7
gr,SN1,61,15-Jun-18,15,June,2018,1,B,1,L,,,,100.00%,19.0957,7
gr,SN1,61,15-Jun-18,15,June,2018,1,3,1,L,,,,100.00%,36.2747,7
gr,SN1,61,15-Jun-18,15,June,2018,1,4,1,L,,,,100.00%,23.5453,7
gr,SN1,61,15-Jun-18,15,June,2018,1,5,1,L,,,,100.00%,19.8766,7
gr,SN1,61,15-Jun-18,15,June,2018,1,6,1,L,,,,100.00%,20.4215,7
gr,SN1,61,15-Jun-18,15,June,2018,1,7,1,L,,,,100.00%,39.2272,7
gr,CN1,62,15-Jun-18,15,June,2018,1,A,1,L,,,,100.00%,35.0109,8
gr,CN1,62,15-Jun-18,15,June,2018,1,B,1,L,,,,100.00%,23.6616,8
gr,CN1,62,15-Jun-18,15,June,2018,1,3,1,L,,,,100.00%,39.4341,8
gr,CN1,62,15-Jun-18,15,June,2018,1,4,1,L,,,,100.00%,22.9795,8
gr,CN1,62,15-Jun-18,15,June,2018,1,5,1,L,,,,100.00%,18.3659,8
gr,CN1,62,15-Jun-18,15,June,2018,1,6,1,L,,,,100.00%,23.0502,8
gr,CN1,62,15-Jun-18,15,June,2018,1,7,1,L,,,,100.00%,43.7123,8
gr,CN1,62,15-Jun-18,15,June,2018,1,8,1,L,,,,,30.1355,8
gr,SN1,64,15-Jun-18,15,June,2018,1,A,1,L,,,,100.00%,23.0398,7
gr,SN1,64,15-Jun-18,15,June,2018,1,B,1,L,,,,100.00%,31.2604,7
gr,SN1,64,15-Jun-18,15,June,2018,1,3,1,L,,,,100.00%,36.6165,7
gr,SN1,64,15-Jun-18,15,June,2018,1,4,1,L,,,,100.00%,35.591,7
gr,SN1,64,15-Jun-18,15,June,2018,1,5,1,L,,,,100.00%,36.2995,7
gr,SN1,64,15-Jun-18,15,June,2018,1,6,1,L,,,,100.00%,16.7785,7
gr,SN1,64,15-Jun-18,15,June,2018,1,7,1,L,,,,100.00%,24.7012,7
gr,AAA2,66,15-Jun-18,15,June,2018,1,A,1,L,,,,100.00%,30.0051,7
gr,AAA2,66,15-Jun-18,15,June,2018,1,B,1,L,,,,100.00%,15.8863,7
gr,AAA2,66,15-Jun-18,15,June,2018,1,3,1,L,,,,100.00%,66.5798,7
gr,AAA2,66,15-Jun-18,15,June,2018,1,4,1,L,,,,100.00%,22.3493,7
gr,AAA2,66,15-Jun-18,15,June,2018,1,5,1,L,,,,100.00%,38.2999,7
gr,AAA2,66,15-Jun-18,15,June,2018,1,6,1,L,,,,100.00%,29.1233,7
gr,AAA2,66,15-Jun-18,15,June,2018,1,7,1,L,,,,100.00%,31.2735,7
gr,SI1,67,15-Jun-18,15,June,2018,1,A,1,L,,,,100.00%,12.8348,7
gr,SI1,67,15-Jun-18,15,June,2018,1,B,1,L,,,,100.00%,12.7178,7
gr,SI1,67,15-Jun-18,15,June,2018,1,3,1,L,,,,100.00%,23.8896,7
gr,SI1,67,15-Jun-18,15,June,2018,1,4,1,L,,,,100.00%,34.6417,7
gr,SI1,67,15-Jun-18,15,June,2018,1,5,1,L,,,,100.00%,23.3082,7
gr,SI1,67,15-Jun-18,15,June,2018,1,6,1,L,,,,100.00%,22.9079,7
gr,SI1,67,15-Jun-18,15,June,2018,1,7,1,L,,,,100.00%,27.2892,7
gr,AAA2,68,15-Jun-18,15,June,2018,1,A,1,L,,,,100.00%,32.4518,7
gr,AAA2,68,15-Jun-18,15,June,2018,1,B,1,L,,,,100.00%,25.814,7
gr,AAA2,68,15-Jun-18,15,June,2018,1,3,1,L,,,,100.00%,34.5465,7
gr,AAA2,68,15-Jun-18,15,June,2018,1,4,1,L,,,,100.00%,27.6765,7
gr,AAA2,68,15-Jun-18,15,June,2018,1,5,1,L,,,,100.00%,24.1602,7
gr,AAA2,68,15-Jun-18,15,June,2018,1,6,1,L,,,,100.00%,38.0539,7
gr,AAA2,68,15-Jun-18,15,June,2018,1,7,1,L,,,,100.00%,34.6573,7
gr,CN2,69,15-Jun-18,15,June,2018,1,A,1,L,,,,100.00%,30.3337,7
gr,CN2,69,15-Jun-18,15,June,2018,1,B,1,L,,,,100.00%,34.6697,7
gr,CN2,69,15-Jun-18,15,June,2018,1,3,1,L,,,,100.00%,26.2197,7
gr,CN2,69,15-Jun-18,15,June,2018,1,4,1,L,,,,100.00%,27.7029,7
gr,CN2,69,15-Jun-18,15,June,2018,1,5,1,L,,,,100.00%,28.0647,7
gr,CN2,69,15-Jun-18,15,June,2018,1,6,1,L,,,,100.00%,26.5511,7
gr,CN2,69,15-Jun-18,15,June,2018,1,7,1,L,,,,100.00%,34.1772,7
gr,CN2,70,15-Jun-18,15,June,2018,1,A,1,L,,,,100.00%,25.9899,7
gr,CN2,70,15-Jun-18,15,June,2018,1,B,1,L,,,,100.00%,16.256,7
gr,CN2,70,15-Jun-18,15,June,2018,1,3,1,L,,,,100.00%,23.615,7
gr,CN2,70,15-Jun-18,15,June,2018,1,4,1,L,,,,100.00%,32.3352,7
gr,CN2,70,15-Jun-18,15,June,2018,1,5,1,L,,,,100.00%,35.5741,7
gr,CN2,70,15-Jun-18,15,June,2018,1,6,1,L,,,,100.00%,34.5057,7
gr,CN2,70,15-Jun-18,15,June,2018,1,7,1,L,,,,100.00%,17.5375,7
gr,CN2,71,15-Jun-18,15,June,2018,1,A,1,L,,,,100.00%,40.758,7
gr,CN2,71,15-Jun-18,15,June,2018,1,B,1,L,,,,100.00%,21.3385,7
gr,CN2,71,15-Jun-18,15,June,2018,1,3,1,L,,,,100.00%,24.5152,7
gr,CN2,71,15-Jun-18,15,June,2018,1,4,1,L,,,,100.00%,32.8464,7
gr,CN2,71,15-Jun-18,15,June,2018,1,5,1,L,,,,100.00%,34.1464,7
gr,CN2,71,15-Jun-18,15,June,2018,1,6,1,L,,,,100.00%,38.8266,7
gr,CN2,71,15-Jun-18,15,June,2018,1,7,1,L,,,,100.00%,30.8596,7
gr,AAA2,74,15-Jun-18,15,June,2018,1,A,1,L,,,,100.00%,21.916,7
gr,AAA2,74,15-Jun-18,15,June,2018,1,B,1,L,,,,100.00%,33.2469,7
gr,AAA2,74,15-Jun-18,15,June,2018,1,3,1,L,,,,100.00%,16.2716,7
gr,AAA2,74,15-Jun-18,15,June,2018,1,4,1,L,,,,100.00%,11.3895,7
gr,AAA2,74,15-Jun-18,15,June,2018,1,5,1,L,,,,100.00%,28.4447,7
gr,AAA2,74,15-Jun-18,15,June,2018,1,6,1,L,,,,100.00%,20.791,7
gr,AAA2,74,15-Jun-18,15,June,2018,1,7,1,L,,,,100.00%,22.4112,7
gr,SI1,75,15-Jun-18,15,June,2018,1,A,1,L,,,,100.00%,17.3732,7
gr,SI1,75,15-Jun-18,15,June,2018,1,B,1,L,,,,100.00%,21.3477,7
gr,SI1,75,15-Jun-18,15,June,2018,1,3,1,L,,,,100.00%,21.0259,7
gr,SI1,75,15-Jun-18,15,June,2018,1,4,1,L,,,,100.00%,12.8242,7
gr,SI1,75,15-Jun-18,15,June,2018,1,5,1,L,,,,100.00%,31.6683,7
gr,SI1,75,15-Jun-18,15,June,2018,1,6,1,L,,,,100.00%,28.0928,7
gr,SI1,75,15-Jun-18,15,June,2018,1,7,1,L,,,,100.00%,14.1611,7
gr,SI5,76,15-Jun-18,15,June,2018,1,A,1,L,,,,100.00%,22.907,7
gr,SI5,76,15-Jun-18,15,June,2018,1,B,1,L,,,,100.00%,43.2287,7
gr,SI5,76,15-Jun-18,15,June,2018,1,3,1,L,,,,100.00%,29.091,7
gr,SI5,76,15-Jun-18,15,June,2018,1,4,1,L,,,,100.00%,32.3737,7
gr,SI5,76,15-Jun-18,15,June,2018,1,5,1,L,,,,100.00%,29.6337,7
gr,SI5,76,15-Jun-18,15,June,2018,1,6,1,L,,,,100.00%,18.2536,7
gr,SI5,76,15-Jun-18,15,June,2018,1,7,1,L,,,,100.00%,27.9828,7
gr,SI5,77,15-Jun-18,15,June,2018,1,A,1,L,,,,100.00%,21.2278,7
gr,SI5,77,15-Jun-18,15,June,2018,1,B,1,L,,,,100.00%,31.3731,7
gr,SI5,77,15-Jun-18,15,June,2018,1,3,1,L,,,,100.00%,43.1058,7
gr,SI5,77,15-Jun-18,15,June,2018,1,4,1,L,,,,100.00%,44.4469,7
gr,SI5,77,15-Jun-18,15,June,2018,1,5,1,L,,,,100.00%,18.6724,7
gr,SI5,77,15-Jun-18,15,June,2018,1,6,1,L,,,,100.00%,37.7234,7
gr,SI5,77,15-Jun-18,15,June,2018,1,7,1,L,,,,100.00%,45.4296,7
gr,SI1,78,15-Jun-18,15,June,2018,1,A,1,L,,,,100.00%,14.4604,7
gr,SI1,78,15-Jun-18,15,June,2018,1,B,1,L,,,,100.00%,14.2579,7
gr,SI1,78,15-Jun-18,15,June,2018,1,3,1,L,,,,100.00%,26.1457,7
gr,SI1,78,15-Jun-18,15,June,2018,1,4,1,L,,,,100.00%,30.4251,7
gr,SI1,78,15-Jun-18,15,June,2018,1,5,1,L,,,,100.00%,23.2917,7
gr,SI1,78,15-Jun-18,15,June,2018,1,6,1,L,,,,100.00%,18.6531,7
gr,SI1,78,15-Jun-18,15,June,2018,1,7,1,L,,,,100.00%,15.0227,7
gr,AAA3,85,15-Jun-18,15,June,2018,1,A,1,L,,,,100.00%,54.1695,7
gr,AAA3,85,15-Jun-18,15,June,2018,1,B,1,L,,,,100.00%,26.3269,7
gr,AAA3,85,15-Jun-18,15,June,2018,1,3,1,L,,,,100.00%,28.9446,7
gr,AAA3,85,15-Jun-18,15,June,2018,1,4,1,L,,,,100.00%,28.097,7
gr,AAA3,85,15-Jun-18,15,June,2018,1,5,1,L,,,,100.00%,20.8961,7
gr,AAA3,85,15-Jun-18,15,June,2018,1,6,1,L,,,,100.00%,35.0479,7
gr,AAA3,85,15-Jun-18,15,June,2018,1,7,1,L,,,,100.00%,48.7035,7
gr,SI5,86,15-Jun-18,15,June,2018,1,A,1,L,,,,100.00%,32.1001,7
gr,SI5,86,15-Jun-18,15,June,2018,1,B,1,L,,,,100.00%,23.6924,7
gr,SI5,86,15-Jun-18,15,June,2018,1,3,1,L,,,,100.00%,24.642,7
gr,SI5,86,15-Jun-18,15,June,2018,1,4,1,L,,,,100.00%,38.4751,7
gr,SI5,86,15-Jun-18,15,June,2018,1,5,1,L,,,,100.00%,42.1945,7
gr,SI5,86,15-Jun-18,15,June,2018,1,6,1,L,,,,100.00%,10.1777,7
gr,SI5,86,15-Jun-18,15,June,2018,1,7,1,L,,,,100.00%,32.8145,7
gr,AAA3,87,15-Jun-18,15,June,2018,1,A,1,L,,,,100.00%,41.6411,6
gr,AAA3,87,15-Jun-18,15,June,2018,1,B,1,L,,,,100.00%,37.1888,6
gr,AAA3,87,15-Jun-18,15,June,2018,1,3,1,L,,,,100.00%,32.7544,6
gr,AAA3,87,15-Jun-18,15,June,2018,1,4,1,L,,,,100.00%,24.0972,6
gr,AAA3,87,15-Jun-18,15,June,2018,1,5,1,L,,,,100.00%,17.8633,6
gr,AAA3,87,15-Jun-18,15,June,2018,1,6,1,L,,,,100.00%,30.0087,6
gr,AAA3,87,15-Jun-18,15,June,2018,1,7,0,DNE,,,,,,6
gr,AAA3,88,15-Jun-18,15,June,2018,1,A,1,L,,,,100.00%,22.6197,6
gr,AAA3,88,15-Jun-18,15,June,2018,1,B,1,L,,,,100.00%,24.6716,6
gr,AAA3,88,15-Jun-18,15,June,2018,1,3,1,L,,,,100.00%,32.9543,6
gr,AAA3,88,15-Jun-18,15,June,2018,1,4,1,L,,,,100.00%,30.5555,6
gr,AAA3,88,15-Jun-18,15,June,2018,1,5,1,L,,,,100.00%,22.0184,6
gr,AAA3,88,15-Jun-18,15,June,2018,1,6,1,L,,,,100.00%,29.3587,6
gr,AAA3,88,15-Jun-18,15,June,2018,1,7,0,DNE,,,,,,6
gr,CN4,89,15-Jun-18,15,June,2018,1,A,1,L,,,,100.00%,22.1811,7
gr,CN4,89,15-Jun-18,15,June,2018,1,B,1,L,,,,100.00%,25.4483,7
gr,CN4,89,15-Jun-18,15,June,2018,1,3,1,L,,,,100.00%,34.5162,7
gr,CN4,89,15-Jun-18,15,June,2018,1,4,1,L,,,,100.00%,33.2803,7
gr,CN4,89,15-Jun-18,15,June,2018,1,5,1,L,,,,100.00%,21.4689,7
gr,CN4,89,15-Jun-18,15,June,2018,1,6,1,L,,,,100.00%,21.0191,7
gr,CN4,89,15-Jun-18,15,June,2018,1,7,0,D,,,,0.00%,0,7
gr,SN1,90,15-Jun-18,15,June,2018,1,A,1,L,,,,100.00%,57.6417,7
gr,SN1,90,15-Jun-18,15,June,2018,1,B,1,L,,,,100.00%,44.0753,7
gr,SN1,90,15-Jun-18,15,June,2018,1,3,1,L,,,,100.00%,77.4173,7
gr,SN1,90,15-Jun-18,15,June,2018,1,4,1,L,,,,100.00%,67.407,7
gr,SN1,90,15-Jun-18,15,June,2018,1,5,1,L,,,,100.00%,50.376,7
gr,SN1,90,15-Jun-18,15,June,2018,1,6,1,L,,,,100.00%,31.4326,7
gr,SN1,90,15-Jun-18,15,June,2018,1,7,1,L,,,,90.00%,63.6945,7
gr,CN3,91,15-Jun-18,15,June,2018,1,A,1,L,,,,100.00%,35.1559,7
gr,CN3,91,15-Jun-18,15,June,2018,1,B,1,L,,,,100.00%,19.6532,7
gr,CN3,91,15-Jun-18,15,June,2018,1,3,1,L,,,,100.00%,27.3119,7
gr,CN3,91,15-Jun-18,15,June,2018,1,4,1,L,,,,100.00%,32.7562,7
gr,CN3,91,15-Jun-18,15,June,2018,1,5,1,L,,,,100.00%,31.3491,7
gr,CN3,91,15-Jun-18,15,June,2018,1,6,1,L,,,,100.00%,19.4386,7
gr,CN3,91,15-Jun-18,15,June,2018,1,7,1,L,,,,100.00%,29.1655,7
gr,CN3,93,15-Jun-18,15,June,2018,1,A,1,L,,,,100.00%,23.0381,7
gr,CN3,93,15-Jun-18,15,June,2018,1,B,1,L,,,,100.00%,15.782,7
gr,CN3,93,15-Jun-18,15,June,2018,1,3,1,L,,,,100.00%,20.6116,7
gr,CN3,93,15-Jun-18,15,June,2018,1,4,1,L,,,,100.00%,27.7197,7
gr,CN3,93,15-Jun-18,15,June,2018,1,5,1,L,,,,100.00%,24.6769,7
gr,CN3,93,15-Jun-18,15,June,2018,1,6,1,L,,,,100.00%,24.2187,7
gr,CN3,93,15-Jun-18,15,June,2018,1,7,1,L,,,,100.00%,27.6983,7
gr,CN4,95,15-Jun-18,15,June,2018,1,A,1,L,,,,100.00%,23.374,7
gr,CN4,95,15-Jun-18,15,June,2018,1,B,1,L,,,,100.00%,21.4154,7
gr,CN4,95,15-Jun-18,15,June,2018,1,3,1,L,,,,100.00%,14.0359,7
gr,CN4,95,15-Jun-18,15,June,2018,1,4,1,L,,,,100.00%,23.4228,7
gr,CN4,95,15-Jun-18,15,June,2018,1,5,1,L,,,,100.00%,12.616,7
gr,CN4,95,15-Jun-18,15,June,2018,1,6,1,L,,,,60.00%,10.1965,7
gr,CN4,95,15-Jun-18,15,June,2018,1,7,0,D,,,,0.00%,0,7
ndr,CN1,12,20-Jun-18,20,June,2018,1,A,1,L,,,,100.00%,40.9099,7
ndr,CN1,12,20-Jun-18,20,June,2018,1,B,1,L,,,,100.00%,24.7203,7
ndr,CN1,12,20-Jun-18,20,June,2018,1,3,1,L,,,,100.00%,17.9602,7
ndr,CN1,12,20-Jun-18,20,June,2018,1,4,1,L,,,,100.00%,22.386,7
ndr,CN1,12,20-Jun-18,20,June,2018,1,5,1,L,,,,100.00%,23.8754,7
ndr,CN1,12,20-Jun-18,20,June,2018,1,6,1,L,,,,100.00%,37.0237,7
ndr,CN1,12,20-Jun-18,20,June,2018,1,7,0,D,,,,0.00%,0,7
ndr,CN2,15,20-Jun-18,20,June,2018,1,A,1,L,,,,100.00%,25.9963,6
ndr,CN2,15,20-Jun-18,20,June,2018,1,B,0,DNE,,,,,,6
ndr,CN2,15,20-Jun-18,20,June,2018,1,3,1,L,,,,100.00%,27.4089,6
ndr,CN2,15,20-Jun-18,20,June,2018,1,4,1,L,,,,100.00%,21.8044,6
ndr,CN2,15,20-Jun-18,20,June,2018,1,5,1,L,,,,100.00%,25.8148,6
ndr,CN2,15,20-Jun-18,20,June,2018,1,6,1,L,,,,100.00%,22.3435,6
ndr,CN2,15,20-Jun-18,20,June,2018,1,7,1,L,,,,100.00%,25.6831,6
ndr,CN1,16,20-Jun-18,20,June,2018,1,A,1,L,,,,100.00%,31.5623,7
ndr,CN1,16,20-Jun-18,20,June,2018,1,B,1,L,,,,100.00%,45.0344,7
ndr,CN1,16,20-Jun-18,20,June,2018,1,3,1,L,,,,100.00%,34.5133,7
ndr,CN1,16,20-Jun-18,20,June,2018,1,4,1,L,,,,100.00%,27.7814,7
ndr,CN1,16,20-Jun-18,20,June,2018,1,5,1,L,,,,100.00%,21.6144,7
ndr,CN1,16,20-Jun-18,20,June,2018,1,6,1,L,,,,100.00%,17.2146,7
ndr,CN1,16,20-Jun-18,20,June,2018,1,7,1,L,,,,100.00%,23.366,7
ndr,CN1,17,20-Jun-18,20,June,2018,1,A,1,L,,,,100.00%,24.6375,7
ndr,CN1,17,20-Jun-18,20,June,2018,1,B,1,L,,,,100.00%,23.6768,7
ndr,CN1,17,20-Jun-18,20,June,2018,1,3,1,L,,,,100.00%,38.9733,7
ndr,CN1,17,20-Jun-18,20,June,2018,1,4,1,L,,,,100.00%,19.5396,7
ndr,CN1,17,20-Jun-18,20,June,2018,1,5,1,L,,,,100.00%,19.0728,7
ndr,CN1,17,20-Jun-18,20,June,2018,1,6,1,L,,,,100.00%,14.2259,7
ndr,CN1,17,20-Jun-18,20,June,2018,1,7,1,L,,,,100.00%,28.2928,7
ndr,ML2,18,20-Jun-18,20,June,2018,1,A,1,L,,,,100.00%,29.2943,7
ndr,ML2,18,20-Jun-18,20,June,2018,1,B,1,L,,,,100.00%,22.0554,7
ndr,ML2,18,20-Jun-18,20,June,2018,1,3,1,L,,,,100.00%,13.9262,7
ndr,ML2,18,20-Jun-18,20,June,2018,1,4,1,L,,,,100.00%,42.2508,7
ndr,ML2,18,20-Jun-18,20,June,2018,1,5,1,L,,,,100.00%,28.1343,7
ndr,ML2,18,20-Jun-18,20,June,2018,1,6,1,L,,,,100.00%,26.5114,7
ndr,ML2,18,20-Jun-18,20,June,2018,1,7,1,L,,,,100.00%,23.381,7
ndr,ML2,23,20-Jun-18,20,June,2018,1,A,1,L,,,,100.00%,20.4528,7
ndr,ML2,23,20-Jun-18,20,June,2018,1,B,1,L,,,,100.00%,29.0154,7
ndr,ML2,23,20-Jun-18,20,June,2018,1,3,1,L,,,,100.00%,17.3652,7
ndr,ML2,23,20-Jun-18,20,June,2018,1,4,1,L,,,,100.00%,26.1291,7
ndr,ML2,23,20-Jun-18,20,June,2018,1,5,1,L,,,,100.00%,22.9583,7
ndr,ML2,23,20-Jun-18,20,June,2018,1,6,1,L,,,,100.00%,22.8478,7
ndr,ML2,23,20-Jun-18,20,June,2018,1,7,1,L,,,,100.00%,25.3588,7
ndr,ML2,26,20-Jun-18,20,June,2018,1,A,1,L,,,,100.00%,22.0204,7
ndr,ML2,26,20-Jun-18,20,June,2018,1,B,1,L,,,,100.00%,24.7909,7
ndr,ML2,26,20-Jun-18,20,June,2018,1,3,1,L,,,,100.00%,8.9228,7
ndr,ML2,26,20-Jun-18,20,June,2018,1,4,1,L,,,,100.00%,22.2574,7
ndr,ML2,26,20-Jun-18,20,June,2018,1,5,1,L,,,,100.00%,36.3551,7
ndr,ML2,26,20-Jun-18,20,June,2018,1,6,1,L,,,,100.00%,11.9793,7
ndr,ML2,26,20-Jun-18,20,June,2018,1,7,0,D,,,,0.00%,0,7
ndr,CN4,28,20-Jun-18,20,June,2018,1,A,1,L,,,,100.00%,19.2223,7
ndr,CN4,28,20-Jun-18,20,June,2018,1,B,1,L,,,,100.00%,25.8183,7
ndr,CN4,28,20-Jun-18,20,June,2018,1,3,1,L,,,,100.00%,25.8183,7
ndr,CN4,28,20-Jun-18,20,June,2018,1,4,1,L,,,,100.00%,24.25,7
ndr,CN4,28,20-Jun-18,20,June,2018,1,5,1,L,,,,100.00%,24.3008,7
ndr,CN4,28,20-Jun-18,20,June,2018,1,6,1,L,,,,100.00%,39.2047,7
