Region,Reef,Plot,Q,Date
Florida Keys,Grecian Rocks,GR3,54,10/16/2017
Florida Keys,Horseshoe Reef,HS1,54,11/7/2017
Florida Keys,Horseshoe Reef,HS2,54,11/7/2017
Florida Keys,Horseshoe Reef,HS3,54,11/7/2017
Florida Keys,Key Largo Dry Rocks,KL1,54,10/16/2017
Florida Keys,Key Largo Dry Rocks,KL3,54,11/7/2017
Florida Keys,Key Largo Dry Rocks,KL4,54,11/7/2017
Florida Keys,Molasses Reef,ML1,54,9/28/2017
Florida Keys,Molasses Reef,ML2,54,9/28/2017
Florida Keys,Molasses Reef,ML3,54,9/28/2017
Florida Keys,Sand Island,SI1,54,9/29/2017
Florida Keys,Sand Island,SI2,54,9/29/2017
Florida Keys,Sand Island,SI3,54,9/29/2017
Florida Keys,Turtle Rocks,TR1,54,12/8/2017
Florida Keys,Turtle Rocks,TR2,54,12/8/2017
Florida Keys,Turtle Rocks,TR3,54,12/8/2017
Florida Keys,Sand Island,SI1,55,4/5/2018
Florida Keys,Sand Island,SI2,55,4/5/2018
Florida Keys,Sand Island,SI3,55,4/5/2018
Florida Keys,Carysfort Reef,CF1,56,6/7/2018
Florida Keys,Carysfort Reef,CF3,56,6/7/2018
Florida Keys,Carysfort Reef,CF4,56,6/7/2018
Florida Keys,Elbow Reef,EL1,56,6/7/2018
Florida Keys,Elbow Reef,EL2,56,6/4/2018
Florida Keys,Elbow Reef,EL3,56,6/4/2018
Florida Keys,Elbow Reef,EL4,56,6/4/2018
Florida Keys,Elbow Reef,EL5,56,6/4/2018
Florida Keys,French Reef,FR1,56,5/31/2018
Florida Keys,French Reef,FR2,56,5/31/2018
Florida Keys,French Reef,FR3,56,5/31/2018
Florida Keys,Grecian Rocks,GR1,56,5/7/2018
Florida Keys,Grecian Rocks,GR2,56,6/14/2018
Florida Keys,Grecian Rocks,GR3,56,6/14/2018
Florida Keys,Key Largo Dry Rocks,KL1,56,5/7/2018
Florida Keys,Key Largo Dry Rocks,KL3,56,5/7/2018
Florida Keys,Key Largo Dry Rocks,KL4,56,5/7/2018
Florida Keys,Molasses Reef,ML1,56,5/29/2018
Florida Keys,Molasses Reef,ML2,56,5/29/2018
Florida Keys,Molasses Reef,ML3,56,5/29/2018
Florida Keys,Sand Island,SI1,56,6/1/2018
Florida Keys,Sand Island,SI2,56,6/1/2018
Florida Keys,Sand Island,SI3,56,6/1/2018
Florida Keys,Horseshoe Reef,HS1,57,8/22/2018
Florida Keys,Horseshoe Reef,HS2,57,8/22/2018
Florida Keys,Horseshoe Reef,HS3,57,8/22/2018
Florida Keys,North North Dry Rocks,NN1,57,9/11/2018
Florida Keys,North North Dry Rocks,NN2,57,9/11/2018
Florida Keys,North North Dry Rocks,NN3,57,9/11/2018
Florida Keys,Turtle Rocks,TR1,57,7/13/2018
Florida Keys,Turtle Rocks,TR2,57,7/13/2018
Florida Keys,Turtle Rocks,TR3,57,7/16/2018
Florida Keys,Watson's Reef,WA1,57,8/10/2018
Florida Keys,Carysfort Reef,CF3,58,12/4/2018
Florida Keys,Elbow Reef,EL1,58,10/12/2018
Florida Keys,Elbow Reef,EL2,58,10/12/2018
Florida Keys,Elbow Reef,EL3,58,10/12/2018
Florida Keys,Elbow Reef,EL4,58,10/21/2018
Florida Keys,French Reef,FR1,58,11/7/2018
Florida Keys,French Reef,FR2,58,11/7/2018
Florida Keys,French Reef,FR3,58,11/7/2018
Florida Keys,Grecian Rocks,GR1,58,12/4/2018
Florida Keys,Grecian Rocks,GR2,58,12/4/2018
Florida Keys,Grecian Rocks,GR3,58,12/4/2018
Florida Keys,Key Largo Dry Rocks,KL1,58,12/4/2018
Florida Keys,Key Largo Dry Rocks,KL3,58,12/4/2018
Florida Keys,Molasses Reef,ML1,58,10/12/2018
Florida Keys,Molasses Reef,ML2,58,10/12/2018
Florida Keys,Molasses Reef,ML3,58,9/19/2018
Florida Keys,Sand Island,SI1,58,9/25/2018
Florida Keys,Sand Island,SI2,58,9/25/2018
Florida Keys,Sand Island,SI3,58,9/25/2018
Florida Keys,Carysfort Reef,CF3,60,6/11/2019
Florida Keys,Elbow Reef,EL1,60,6/12/2019
Florida Keys,Elbow Reef,EL2,60,6/12/2019
Florida Keys,Elbow Reef,EL3,60,6/11/2019
Florida Keys,Elbow Reef,EL4,60,6/11/2019
Florida Keys,French Reef,FR1,60,6/6/2019
Florida Keys,French Reef,FR2,60,6/6/2019
Florida Keys,French Reef,FR3,60,6/6/2019
Florida Keys,French Reef,FR4,60,6/6/2019
Florida Keys,French Reef,FR5,60,6/6/2019
Florida Keys,Grecian Rocks,GR1,60,6/13/2019
Florida Keys,Grecian Rocks,GR3,60,6/13/2019
Florida Keys,Key Largo Dry Rocks,KL1,60,6/13/2019
Florida Keys,Molasses Reef,ML2,60,6/5/2019
Florida Keys,Molasses Reef,ML3,60,6/5/2019
Florida Keys,North Dry Rocks,ND1,60,7/3/2019
Florida Keys,North Dry Rocks,ND2,60,7/3/2019
Florida Keys,North Dry Rocks,ND3,60,7/3/2019
Florida Keys,Sand Island,SI1,60,6/5/2019
Florida Keys,Sand Island,SI2,60,6/5/2019
Florida Keys,Sand Island,SI3,60,6/5/2019
Florida Keys,Allan's Reef,AR1,61,8/8/2019
Florida Keys,Horseshoe Reef,HS1,61,8/6/2019
Florida Keys,Horseshoe Reef,HS2,61,8/6/2019
Florida Keys,Horseshoe Reef,HS3,61,8/8/2019
Florida Keys,Little Elbow,LE1,61,8/8/2019
Florida Keys,North North Dry Rocks,NN1,61,8/8/2019
Florida Keys,North North Dry Rocks,NN2,61,8/8/2019
Florida Keys,North North Dry Rocks,NN3,61,8/5/2019
Florida Keys,South Carysfort,SC1,61,8/29/2019
Florida Keys,South Carysfort,SC2,61,8/29/2019
Florida Keys,Allan's Reef,AR2,62,10/22/2019
Florida Keys,Carysfort Reef,CF3,62,10/21/2019
Florida Keys,Elbow Reef,EL1,62,10/10/2019
Florida Keys,Elbow Reef,EL2,62,10/10/2019
Florida Keys,Elbow Reef,EL3,62,10/10/2019
Florida Keys,Elbow Reef,EL4,62,10/10/2019
Florida Keys,French Reef,FR1,62,10/23/2019
Florida Keys,French Reef,FR2,62,10/23/2019
Florida Keys,French Reef,FR3,62,10/23/2019
Florida Keys,French Reef,FR4,62,10/23/2019
Florida Keys,French Reef,FR5,62,10/23/2019
Florida Keys,Grecian Rocks,GR1,62,10/18/2019
Florida Keys,Grecian Rocks,GR3,62,10/18/2019
Florida Keys,Key Largo Dry Rocks,KL1,62,10/18/2019
Florida Keys,Molasses Reef,ML2,62,10/18/2019
Florida Keys,Molasses Reef,ML3,62,10/18/2019
Florida Keys,Sand Island,SI1,62,10/9/2019
Florida Keys,Sand Island,SI2,62,10/9/2019
Florida Keys,Sand Island,SI3,62,10/9/2019
Florida Keys,South Carysfort,SC3,62,10/21/2019
Florida Keys,Watson's Reef,WA1,62,10/22/2019
Florida Keys,Watson's Reef,WA2,62,10/22/2019
Florida Keys,Watson's Reef,WA3,62,10/22/2019
Florida Keys,Carysfort Reef,CF5,63,9/30/2020
Florida Keys,Conch Reef,CO1,63,12/15/2020
Florida Keys,Conch Reef,CO2,63,12/15/2020
Florida Keys,Conch Reef,CO3,63,12/15/2020
Florida Keys,Little Elbow,LE1,63,10/1/2020
Florida Keys,Little Elbow,LE2,63,10/1/2020
Florida Keys,Little Grecian,LG1,63,12/14/2020
Florida Keys,Phil's Reef,PH1,63,10/2/2020
Florida Keys,Carysfort Reef,CF3,64,12/9/2022
Florida Keys,Conch Reef,CO1,64,6/9/2022
Florida Keys,Conch Reef,CO2,64,6/9/2022
Florida Keys,Conch Reef,CO3,64,6/9/2022
Florida Keys,Elbow Reef,EL1,64,11/16/2022
Florida Keys,Elbow Reef,EL2,64,11/1/2022
Florida Keys,Elbow Reef,EL3,64,11/1/2022
Florida Keys,Elbow Reef,EL4,64,11/1/2022
Florida Keys,French Reef,FR1,64,11/15/2022
Florida Keys,French Reef,FR2,64,11/15/2022
Florida Keys,French Reef,FR3,64,11/15/2022
Florida Keys,French Reef,FR4,64,11/15/2022
Florida Keys,French Reef,FR5,64,11/15/2022
Florida Keys,Grecian Rocks,GR1,64,12/9/2022
Florida Keys,Grecian Rocks,GR3,64,12/9/2022
Florida Keys,Horseshoe Reef,HS1,64,12/9/2022
Florida Keys,Horseshoe Reef,HS2,64,12/12/2022
Florida Keys,Horseshoe Reef,HS3,64,12/12/2022
Florida Keys,Key Largo Dry Rocks,KL1,64,12/9/2022
Florida Keys,Molasses Reef,ML2,64,11/15/2022
Florida Keys,Molasses Reef,ML3,64,11/15/2022
Florida Keys,North Dry Rocks,ND1,64,6/8/2022
Florida Keys,North Dry Rocks,ND2,64,6/8/2022
Florida Keys,North Dry Rocks,ND3,64,11/1/2022
Florida Keys,North North Dry Rocks,NN2,64,11/1/2022
Florida Keys,North North Dry Rocks,NN3,64,11/1/2022
Florida Keys,Sand Island,SI1,64,11/14/2022
Florida Keys,Sand Island,SI2,64,11/14/2022
Florida Keys,Sand Island,SI3,64,11/14/2022
Florida Keys,Carysfort Reef,CF3,65,7/18/2023
Florida Keys,Carysfort Reef,CF5,65,7/18/2023
Florida Keys,French Reef,FR1,65,6/26/2023
Florida Keys,French Reef,FR2,65,6/26/2023
Florida Keys,French Reef,FR4,65,7/13/2023
Florida Keys,French Reef,FR5,65,7/13/2023
Florida Keys,Grecian Rocks,GR3,65,7/22/2023
Florida Keys,Key Largo Dry Rocks,KL1,65,7/22/2023
Florida Keys,Little Elbow,LE1,65,7/31/2023
Florida Keys,Little Elbow,LE2,65,7/31/2023
Florida Keys,Little Grecian,LG1,65,7/7/2023
Florida Keys,North North Dry Rocks,NN1,65,7/17/2023
Florida Keys,Phil's Reef,PH1,65,7/24/2023
Florida Keys,South Carysfort,SC1,65,7/12/2023
Florida Keys,South Carysfort,SC2,65,7/12/2023
Florida Keys,Watson's Reef,WA1,65,7/18/2023
Florida Keys,Watson's Reef,WA2,65,7/18/2023
Florida Keys,Watson's Reef,WA3,65,7/18/2023
Florida Keys,Allan's Reef,AR1,66,9/22/2023
Florida Keys,Allan's Reef,AR2,66,9/22/2023
Florida Keys,Elbow Reef,EL1,66,9/19/2023
Florida Keys,Elbow Reef,EL2,66,8/18/2023
Florida Keys,Elbow Reef,EL3,66,9/19/2023
Florida Keys,Elbow Reef,EL4,66,9/19/2023
Florida Keys,Horseshoe Reef,HS1,66,9/25/2023
Florida Keys,Horseshoe Reef,HS2,66,9/25/2023
Florida Keys,North Dry Rocks,ND1,66,10/6/2023
Florida Keys,North Dry Rocks,ND2,66,10/6/2023
Florida Keys,North Dry Rocks,ND3,66,10/6/2023
Florida Keys,North North Dry Rocks,NN2,66,9/22/2023
Florida Keys,North North Dry Rocks,NN3,66,9/22/2023
Florida Keys,Sand Island,SI1,66,9/1/2023
Florida Keys,Sand Island,SI2,66,9/1/2023
Florida Keys,Sand Island,SI3,66,9/1/2023
Florida Keys,South Carysfort,SC3,66,9/22/2023
Florida Keys,Allan's Reef,AR1,67,12/1/2023
Florida Keys,Allan's Reef,AR2,67,12/1/2023
Florida Keys,Carysfort Reef,CF3,67,12/1/2023
Florida Keys,Carysfort Reef,CF5,67,12/1/2023
Florida Keys,Elbow Reef,EL3,67,12/1/2023
Florida Keys,French Reef,FR1,67,11/1/2023
Florida Keys,French Reef,FR2,67,11/1/2023
Florida Keys,Grecian Rocks,GR1,67,12/1/2023
Florida Keys,Grecian Rocks,GR3,67,12/1/2023
Florida Keys,Horseshoe Reef,HS1,67,12/1/2023
Florida Keys,Horseshoe Reef,HS2,67,12/1/2023
Florida Keys,Little Elbow,LE2,67,12/1/2023
Florida Keys,Little Grecian,LG1,67,12/1/2023
Florida Keys,North Dry Rocks,ND1,67,12/1/2023
Florida Keys,North Dry Rocks,ND2,67,12/1/2023
Florida Keys,North Dry Rocks,ND3,67,12/1/2023
Florida Keys,North North Dry Rocks,NN1,67,12/1/2023
Florida Keys,North North Dry Rocks,NN2,67,12/1/2023
Florida Keys,North North Dry Rocks,NN3,67,12/1/2023
Florida Keys,Phil's Reef,PH1,67,12/1/2023
Florida Keys,Sand Island,SI1,67,12/1/2023
Florida Keys,Sand Island,SI2,67,12/1/2023
Florida Keys,Sand Island,SI3,67,12/1/2023
Florida Keys,South Carysfort,SC1,67,11/1/2023
Florida Keys,South Carysfort,SC2,67,11/1/2023
Florida Keys,Watson's Reef,WA1,67,11/1/2023
Florida Keys,Watson's Reef,WA2,67,11/1/2023
Florida Keys,Watson's Reef,WA3,67,11/1/2023
Florida Keys,Elbow Reef,EL1,68,6/28/2024
Florida Keys,Elbow Reef,EL2,68,6/28/2024
Florida Keys,French Reef,FR4,68,8/15/2024
Florida Keys,French Reef,FR5,68,8/15/2024
Florida Keys,Little Elbow,LE1,68,7/10/2024
Florida Keys,Little Elbow,LE2,68,7/10/2024
