Survey Date,Reef,Latitide,Longitude,Habitat,Full_Genet_Name,TagID,Depth,Status,Proportion_Live,Bleaching_Rank,Length,Width,Height,Snails
5/6/2015,Pickles Reef,24.98575,-80.41558,Offshore,Conch Reef 2,PI5-116-Y,15,OK,1.00,0,9.50,4.00,3.00,0
5/6/2015,Pickles Reef,24.98575,-80.41558,Offshore,Conch Reef 1,PI5-116-W,15,OK,1.00,0,10.50,4.50,3.00,0
5/6/2015,Pickles Reef,24.98575,-80.41558,Offshore,Snapper Ledge,PI5-120-B,14,OK,1.00,0,7.00,7.00,4.00,0
5/6/2015,Pickles Reef,24.98573,-80.41569,Offshore,Snapper Ledge,PI6-127-B,13,OK,1.00,0,8.00,5.50,4.00,0
5/6/2015,Pickles Reef,24.98573,-80.41569,Offshore,Conch Reef 1,PI6-130-W,13,OK,1.00,0,8.50,6.00,1.50,0
5/6/2015,Pickles Reef,24.98573,-80.41569,Offshore,Horseshoe Reef,PI6-130-P,13,OK,1.00,0,8.00,7.00,3.00,0
5/6/2015,Pickles Reef,24.98573,-80.41569,Offshore,Snapper Ledge,PI6-130-B,13,OK,1.00,0,11.00,4.50,3.50,0
5/6/2015,Pickles Reef,24.98573,-80.41569,Offshore,Conch Reef 2,PI6-129-Y,14,OK,1.00,0,10.50,6.50,3.00,0
5/6/2015,Pickles Reef,24.98573,-80.41569,Offshore,Conch Reef 1,PI6-129-W,14,OK,1.00,0,9.50,3.50,3.00,0
5/6/2015,Pickles Reef,24.98573,-80.41569,Offshore,Horseshoe Reef,PI6-129-P,14,OK,1.00,0,7.50,6.50,2.50,0
5/6/2015,Pickles Reef,24.98573,-80.41569,Offshore,Snapper Ledge,PI6-129-B,14,OK,1.00,0,10.00,4.00,4.50,0
5/6/2015,Pickles Reef,24.98573,-80.41569,Offshore,Conch Reef 2,PI6-128-Y,14,OK,1.00,0,8.00,5.00,4.50,0
5/6/2015,Pickles Reef,24.98573,-80.41569,Offshore,Conch Reef 1,PI6-128-W,13,OK,1.00,0,9.50,7.00,5.00,0
5/6/2015,Pickles Reef,24.98573,-80.41569,Offshore,Horseshoe Reef,PI6-128-P,13,OK,1.00,0,8.00,4.50,3.00,0
5/6/2015,Pickles Reef,24.98573,-80.41569,Offshore,Snapper Ledge,PI6-128-B,14,OK,1.00,0,7.50,4.00,4.00,0
5/6/2015,Pickles Reef,24.98573,-80.41569,Offshore,Conch Reef 2,PI6-127-Y,14,OK,1.00,0,8.00,5.50,3.50,0
5/6/2015,Pickles Reef,24.98573,-80.41569,Offshore,Horseshoe Reef,PI6-123-P,14,OK,1.00,0,9.00,7.50,4.50,0
5/6/2015,Pickles Reef,24.98573,-80.41569,Offshore,Horseshoe Reef,PI6-127-P,14,OK,1.00,0,8.00,6.00,7.00,0
5/6/2015,Pickles Reef,24.98573,-80.41569,Offshore,Conch Reef 1,PI6-123-W,14,OK,1.00,0,9.50,4.00,2.00,0
5/6/2015,Pickles Reef,24.98573,-80.41569,Offshore,Conch Reef 2,PI6-126-Y,14,OK,1.00,0,7.50,5.50,3.50,0
5/6/2015,Pickles Reef,24.98573,-80.41569,Offshore,Conch Reef 1,PI6-126-W,14,OK,1.00,0,10.50,4.00,7.00,0
5/6/2015,Pickles Reef,24.98573,-80.41569,Offshore,Horseshoe Reef,PI6-126-P,14,OK,1.00,0,7.00,6.00,3.50,0
5/6/2015,Pickles Reef,24.98573,-80.41569,Offshore,Snapper Ledge,PI6-126-B,14,OK,1.00,0,7.50,5.50,2.50,0
5/6/2015,Pickles Reef,24.98573,-80.41569,Offshore,Conch Reef 2,PI6-125-Y,14,OK,1.00,0,9.00,6.50,6.00,0
5/6/2015,Pickles Reef,24.98573,-80.41569,Offshore,Conch Reef 1,PI6-125-W,14,OK,1.00,0,12.00,4.00,4.50,0
5/6/2015,Pickles Reef,24.98573,-80.41569,Offshore,Horseshoe Reef,PI6-125-P,14,OK,1.00,0,9.00,5.00,5.50,0
5/6/2015,Pickles Reef,24.98573,-80.41569,Offshore,Snapper Ledge,PI6-125-B,14,OK,1.00,0,7.00,5.00,5.00,0
5/6/2015,Pickles Reef,24.98573,-80.41569,Offshore,Conch Reef 2,PI6-124-Y,14,OK,1.00,0,9.50,7.00,5.00,0
5/6/2015,Pickles Reef,24.98573,-80.41569,Offshore,Conch Reef 1,PI6-124-W,14,OK,1.00,0,11.50,5.50,3.50,0
5/6/2015,Pickles Reef,24.98573,-80.41569,Offshore,Horseshoe Reef,PI6-124-P,14,OK,1.00,0,8.50,3.50,5.50,0
5/6/2015,Pickles Reef,24.98573,-80.41569,Offshore,Snapper Ledge,PI6-124-B,14,OK,1.00,0,9.50,4.50,5.00,0
5/6/2015,Pickles Reef,24.98575,-80.41558,Offshore,Horseshoe Reef,PI5-115-P,15,OK,1.00,0,9.00,4.00,1.50,0
5/6/2015,Pickles Reef,24.98573,-80.41569,Offshore,Conch Reef 1,PI6-127-W,13,OK,1.00,0,10.50,4.00,5.50,0
5/6/2015,Pickles Reef,24.98607,-80.41506,Offshore,Horseshoe Reef,PI4-104-P,17,OK,1.00,0,10.00,6.00,4.50,0
5/6/2015,Pickles Reef,24.98575,-80.41558,Offshore,Snapper Ledge,PI5-116-B,15,OK,1.00,0,7.00,7.00,4.00,0
5/6/2015,Pickles Reef,24.98607,-80.41506,Offshore,Conch Reef 1,PI4-107-W,16,OK,1.00,0,6.50,2.50,8.50,0
5/6/2015,Pickles Reef,24.98607,-80.41506,Offshore,Horseshoe Reef,PI4-107-P,16,OK,1.00,0,9.50,5.50,3.50,0
5/6/2015,Pickles Reef,24.98607,-80.41506,Offshore,Snapper Ledge,PI4-107-B,16,OK,1.00,0,9.00,8.00,4.50,0
5/6/2015,Pickles Reef,24.98607,-80.41506,Offshore,Conch Reef 2,PI4-106-Y,16,OK,1.00,0,13.50,6.00,5.50,0
5/6/2015,Pickles Reef,24.98607,-80.41506,Offshore,Conch Reef 1,PI4-106-W,16,OK,1.00,0,8.00,4.50,4.00,0
5/6/2015,Pickles Reef,24.98607,-80.41506,Offshore,Horseshoe Reef,PI4-106-P,16,OK,1.00,0,8.00,7.50,3.00,0
5/6/2015,Pickles Reef,24.98607,-80.41506,Offshore,Snapper Ledge,PI4-106-B,16,OK,1.00,0,8.00,6.50,3.00,0
5/6/2015,Pickles Reef,24.98607,-80.41506,Offshore,Conch Reef 2,PI4-105-Y,17,OK,1.00,0,11.00,7.50,7.50,0
5/6/2015,Pickles Reef,24.98607,-80.41506,Offshore,Conch Reef 1,PI4-105-W,16,OK,1.00,0,10.00,5.50,6.50,0
5/6/2015,Pickles Reef,24.98607,-80.41506,Offshore,Horseshoe Reef,PI4-105-P,17,OK,1.00,0,8.00,6.50,2.00,0
5/6/2015,Pickles Reef,24.98607,-80.41506,Offshore,Snapper Ledge,PI4-105-B,16,OK,1.00,0,7.50,6.00,3.50,0
5/6/2015,Pickles Reef,24.98607,-80.41506,Offshore,Snapper Ledge,PI4-108-B,15,OK,1.00,0,11.00,4.00,3.00,0
5/6/2015,Pickles Reef,24.98607,-80.41506,Offshore,Conch Reef 1,PI4-104-W,17,OK,1.00,0,11.00,7.00,3.00,0
5/6/2015,Pickles Reef,24.98607,-80.41506,Offshore,Horseshoe Reef,PI4-108-P,15,OK,1.00,0,7.50,6.00,2.50,0
5/6/2015,Pickles Reef,24.98607,-80.41506,Offshore,Snapper Ledge,PI4-104-B,17,OK,1.00,0,6.00,4.00,6.50,0
5/6/2015,Pickles Reef,24.98607,-80.41506,Offshore,Conch Reef 2,PI4-103-Y,17,OK,1.00,0,11.50,6.00,6.50,0
5/6/2015,Pickles Reef,24.98607,-80.41506,Offshore,Conch Reef 1,PI4-103-W,17,OK,1.00,0,9.50,5.00,2.50,0
5/6/2015,Pickles Reef,24.98607,-80.41506,Offshore,Horseshoe Reef,PI4-103-P,17,OK,1.00,0,9.50,0.50,4.00,0
5/6/2015,Pickles Reef,24.98607,-80.41506,Offshore,Snapper Ledge,PI4-103-B,17,OK,1.00,0,10.00,6.00,4.00,0
5/6/2015,Pickles Reef,24.98607,-80.41506,Offshore,Conch Reef 2,PI4-102-Y,17,OK,1.00,0,11.50,8.00,6.50,0
5/6/2015,Pickles Reef,24.98607,-80.41506,Offshore,Conch Reef 1,PI4-102-W,17,OK,1.00,0,7.00,5.50,4.50,0
5/6/2015,Pickles Reef,24.98607,-80.41506,Offshore,Horseshoe Reef,PI4-102-P,17,OK,1.00,0,8.50,7.00,6.00,0
5/6/2015,Pickles Reef,24.98607,-80.41506,Offshore,Snapper Ledge,PI4-102-B,17,OK,1.00,0,9.00,4.00,5.50,0
5/6/2015,Pickles Reef,24.98607,-80.41506,Offshore,Conch Reef 2,PI4-101-Y,17,OK,1.00,0,9.50,7.50,5.00,0
5/6/2015,Pickles Reef,24.98607,-80.41506,Offshore,Conch Reef 1,PI4-101-W,17,OK,1.00,0,10.50,5.50,3.00,0
5/6/2015,Pickles Reef,24.98607,-80.41506,Offshore,Horseshoe Reef,PI4-101-P,17,OK,1.00,0,7.50,7.00,4.00,0
5/6/2015,Pickles Reef,24.98607,-80.41506,Offshore,Snapper Ledge,PI4-101-B,17,OK,1.00,0,7.00,6.00,3.50,0
5/6/2015,Pickles Reef,24.98607,-80.41506,Offshore,Conch Reef 2,PI4-104-Y,17,OK,1.00,0,10.00,8.00,6.00,0
5/6/2015,Pickles Reef,24.98575,-80.41558,Offshore,Conch Reef 2,PI5-111-Y,16,OK,1.00,0,10.00,6.00,4.50,0
5/6/2015,Pickles Reef,24.98575,-80.41558,Offshore,Horseshoe Reef,PI5-116-P,15,OK,1.00,0,8.50,8.00,6.00,0
5/6/2015,Pickles Reef,24.98575,-80.41558,Offshore,Snapper Ledge,PI5-115-B,15,OK,1.00,0,8.50,6.00,4.50,0
5/6/2015,Pickles Reef,24.98575,-80.41558,Offshore,Conch Reef 2,PI5-114-Y,16,OK,1.00,0,11.50,6.00,3.00,0
5/6/2015,Pickles Reef,24.98575,-80.41558,Offshore,Conch Reef 1,PI5-114-W,15,OK,1.00,0,8.00,7.50,7.50,0
5/6/2015,Pickles Reef,24.98575,-80.41558,Offshore,Horseshoe Reef,PI5-114-P,15,OK,1.00,0,10.50,6.50,4.00,0
5/6/2015,Pickles Reef,24.98575,-80.41558,Offshore,Snapper Ledge,PI5-114-B,16,OK,1.00,0,11.00,5.00,4.50,0
5/6/2015,Pickles Reef,24.98575,-80.41558,Offshore,Conch Reef 2,PI5-113-Y,16,OK,1.00,0,11.00,8.50,3.00,0
5/6/2015,Pickles Reef,24.98575,-80.41558,Offshore,Conch Reef 1,PI5-113-W,15,OK,1.00,0,7.50,7.00,8.00,0
5/6/2015,Pickles Reef,24.98575,-80.41558,Offshore,Horseshoe Reef,PI5-113-P,16,OK,1.00,0,8.00,5.00,2.50,0
5/6/2015,Pickles Reef,24.98575,-80.41558,Offshore,Snapper Ledge,PI5-113-B,15,OK,1.00,0,9.00,5.00,6.50,0
5/6/2015,Pickles Reef,24.98575,-80.41558,Offshore,Conch Reef 2,PI5-112-Y,15,OK,1.00,0,8.00,7.00,4.00,0
5/6/2015,Pickles Reef,24.98575,-80.41558,Offshore,Conch Reef 1,PI5-112-W,15,OK,1.00,0,8.50,5.50,7.00,0
5/6/2015,Pickles Reef,24.98607,-80.41506,Offshore,Conch Reef 2,PI4-107-Y,16,OK,1.00,0,9.00,8.50,4.50,0
5/6/2015,Pickles Reef,24.98575,-80.41558,Offshore,Snapper Ledge,PI5-112-B,15,OK,1.00,0,10.50,5.50,3.00,0
5/6/2015,Pickles Reef,24.98575,-80.41558,Offshore,Conch Reef 1,PI5-115-W,15,OK,1.00,0,11.00,6.50,2.00,0
5/6/2015,Pickles Reef,24.98575,-80.41558,Offshore,Conch Reef 1,PI5-111-W,16,OK,1.00,0,10.50,4.50,5.50,0
5/6/2015,Pickles Reef,24.98575,-80.41558,Offshore,Horseshoe Reef,PI5-111-P,16,OK,1.00,0,9.00,5.00,3.50,0
5/6/2015,Pickles Reef,24.98575,-80.41558,Offshore,Snapper Ledge,PI5-111-B,16,OK,1.00,0,8.50,7.50,5.00,0
5/6/2015,Pickles Reef,24.98607,-80.41506,Offshore,Conch Reef 2,PI4-110-Y,16,OK,1.00,0,10.50,5.50,5.50,0
5/6/2015,Pickles Reef,24.98607,-80.41506,Offshore,Conch Reef 1,PI4-110-W,16,OK,1.00,0,9.00,4.50,4.00,0
5/6/2015,Pickles Reef,24.98607,-80.41506,Offshore,Horseshoe Reef,PI4-110-P,16,OK,1.00,0,8.00,6.00,4.50,0
5/6/2015,Pickles Reef,24.98607,-80.41506,Offshore,Snapper Ledge,PI4-110-B,16,OK,1.00,0,6.50,6.50,3.50,0
5/6/2015,Pickles Reef,24.98607,-80.41506,Offshore,Conch Reef 2,PI4-109-Y,16,OK,1.00,0,7.50,6.00,4.00,0
5/6/2015,Pickles Reef,24.98607,-80.41506,Offshore,Conch Reef 1,PI4-109-W,16,OK,1.00,0,11.00,4.00,3.50,0
5/6/2015,Pickles Reef,24.98607,-80.41506,Offshore,Horseshoe Reef,PI4-109-P,16,OK,1.00,0,9.00,4.00,3.00,0
5/6/2015,Pickles Reef,24.98607,-80.41506,Offshore,Snapper Ledge,PI4-109-B,16,OK,1.00,0,10.00,5.50,4.00,0
5/6/2015,Pickles Reef,24.98607,-80.41506,Offshore,Conch Reef 2,PI4-108-Y,15,OK,1.00,0,10.00,8.50,4.00,0
5/6/2015,Pickles Reef,24.98607,-80.41506,Offshore,Conch Reef 1,PI4-108-W,15,OK,1.00,0,8.50,6.50,2.50,0
5/6/2015,Pickles Reef,24.98575,-80.41558,Offshore,Horseshoe Reef,PI5-112-P,15,OK,1.00,0,8.50,4.50,4.00,0
5/6/2015,Pickles Reef,24.98575,-80.41558,Offshore,Conch Reef 2,PI5-115-Y,15,OK,1.00,0,10.00,7.00,6.00,0
5/7/2015,AAA,25.16850,-80.26681,Nearshore,Horseshoe Reef,AA1-140-P,13,OK,1.00,0,8.50,6.00,5.50,0
5/7/2015,AAA,25.16860,-80.26677,Nearshore,Snapper Ledge,AA2-142-B,13,OK,1.00,0,8.00,5.00,2.50,0
5/7/2015,AAA,25.16860,-80.26677,Nearshore,Conch Reef 2,AA2-141-Y,14,OK,1.00,0,8.00,6.00,5.00,0
5/7/2015,AAA,25.16860,-80.26677,Nearshore,Conch Reef 1,AA2-141-W,14,OK,1.00,0,8.50,4.50,7.50,0
5/7/2015,AAA,25.16860,-80.26677,Nearshore,Horseshoe Reef,AA2-141-P,14,OK,1.00,0,8.50,5.50,2.00,0
5/7/2015,AAA,25.16860,-80.26677,Nearshore,Snapper Ledge,AA2-141-B,14,OK,1.00,0,10.00,5.00,5.50,0
5/7/2015,AAA,25.16860,-80.26677,Nearshore,Snapper Ledge,AA2-146-B,12,OK,1.00,0,10.50,6.00,3.00,0
5/7/2015,AAA,25.16850,-80.26681,Nearshore,Conch Reef 1,AA1-140-W,13,OK,1.00,0,11.50,3.50,1.50,0
5/7/2015,AAA,25.16860,-80.26677,Nearshore,Conch Reef 2,AA2-142-Y,13,OK,1.00,0,8.00,4.50,3.00,0
5/7/2015,AAA,25.16850,-80.26681,Nearshore,Snapper Ledge,AA1-140-B,13,OK,1.00,0,10.00,7.00,5.00,0
5/7/2015,AAA,25.16850,-80.26681,Nearshore,Conch Reef 2,AA1-139-Y,13,OK,1.00,0,7.50,7.00,7.50,0
5/7/2015,AAA,25.16850,-80.26681,Nearshore,Conch Reef 1,AA1-139-W,13,OK,1.00,0,12.50,4.50,5.00,0
5/7/2015,AAA,25.16850,-80.26681,Nearshore,Horseshoe Reef,AA1-139-P,13,OK,1.00,0,8.00,5.50,4.00,0
5/7/2015,AAA,25.16850,-80.26681,Nearshore,Snapper Ledge,AA1-139-B,13,OK,1.00,0,10.00,5.50,7.00,0
5/7/2015,AAA,25.16850,-80.26681,Nearshore,Conch Reef 2,AA1-140-Y,13,OK,1.00,0,8.00,4.50,4.00,0
5/7/2015,AAA,25.16860,-80.26677,Nearshore,Conch Reef 1,AA2-142-W,13,OK,1.00,0,7.50,6.50,2.00,0
5/7/2015,AAA,25.16850,-80.26681,Nearshore,Horseshoe Reef,AA1-138-P,13,OK,1.00,0,10.00,4.50,5.50,0
5/7/2015,AAA,25.16860,-80.26677,Nearshore,Snapper Ledge,AA2-143-B,14,OK,1.00,0,11.00,4.50,3.00,0
5/7/2015,AAA,25.16860,-80.26677,Nearshore,Horseshoe Reef,AA2-143-P,14,OK,1.00,0,9.50,6.00,4.50,0
5/7/2015,AAA,25.16860,-80.26677,Nearshore,Conch Reef 1,AA2-143-W,14,OK,1.00,0,8.00,5.50,2.00,0
5/7/2015,AAA,25.16860,-80.26677,Nearshore,Conch Reef 2,AA2-143-Y,13,OK,1.00,0,7.00,5.00,4.00,0
5/7/2015,AAA,25.16860,-80.26677,Nearshore,Snapper Ledge,AA2-144-B,13,OK,1.00,0,12.00,5.50,3.00,0
5/7/2015,AAA,25.16860,-80.26677,Nearshore,Horseshoe Reef,AA2-144-P,13,OK,1.00,0,8.00,3.00,4.50,0
5/7/2015,AAA,25.16860,-80.26677,Nearshore,Conch Reef 1,AA2-144-W,13,OK,1.00,0,6.00,4.00,2.00,0
5/7/2015,AAA,25.16860,-80.26677,Nearshore,Conch Reef 2,AA2-144-Y,13,OK,1.00,0,7.00,5.00,2.00,0
5/7/2015,AAA,25.16860,-80.26677,Nearshore,Snapper Ledge,AA2-145-B,13,OK,1.00,0,11.50,3.50,3.00,0
5/7/2015,AAA,25.16860,-80.26677,Nearshore,Horseshoe Reef,AA2-145-P,13,OK,1.00,0,9.00,4.50,3.00,0
5/7/2015,AAA,25.16860,-80.26677,Nearshore,Conch Reef 1,AA2-145-W,13,OK,1.00,0,10.00,4.50,5.00,0
5/7/2015,AAA,25.16860,-80.26677,Nearshore,Conch Reef 2,AA2-145-Y,13,OK,1.00,0,7.00,6.00,3.00,0
5/7/2015,AAA,25.16860,-80.26677,Nearshore,Horseshoe Reef,AA2-142-P,13,OK,1.00,0,9.00,4.00,2.00,0
5/7/2015,AAA,25.16850,-80.26681,Nearshore,Snapper Ledge,AA1-135-B,14,OK,1.00,0,9.50,5.50,4.00,0
5/7/2015,AAA,25.16850,-80.26681,Nearshore,Conch Reef 1,AA1-131-W,15,OK,1.00,0,8.00,5.50,9.00,0
5/7/2015,AAA,25.16864,-80.26669,Nearshore,Conch Reef 2,AA3-160-Y,11,OK,1.00,0,8.50,7.50,5.00,0
5/7/2015,AAA,25.16850,-80.26681,Nearshore,Snapper Ledge,AA1-132-B,14,OK,1.00,0,11.00,5.50,5.00,0
5/7/2015,AAA,25.16850,-80.26681,Nearshore,Horseshoe Reef,AA1-132-P,14,OK,1.00,0,9.00,4.00,4.50,0
5/7/2015,AAA,25.16850,-80.26681,Nearshore,Conch Reef 1,AA1-132-W,14,OK,1.00,0,10.50,5.50,6.00,0
5/7/2015,AAA,25.16850,-80.26681,Nearshore,Conch Reef 2,AA1-132-Y,14,OK,1.00,0,8.00,4.50,4.00,0
5/7/2015,AAA,25.16850,-80.26681,Nearshore,Snapper Ledge,AA1-133-B,14,OK,1.00,0,6.50,5.00,5.50,0
5/7/2015,AAA,25.16850,-80.26681,Nearshore,Horseshoe Reef,AA1-133-P,14,OK,1.00,0,8.00,5.00,8.00,0
5/7/2015,AAA,25.16850,-80.26681,Nearshore,Conch Reef 1,AA1-133-W,14,OK,1.00,0,7.00,7.50,5.50,0
5/7/2015,AAA,25.16850,-80.26681,Nearshore,Conch Reef 2,AA1-133-Y,14,OK,1.00,0,10.50,5.50,5.50,0
5/7/2015,AAA,25.16850,-80.26681,Nearshore,Snapper Ledge,AA1-134-B,14,OK,1.00,0,10.00,6.00,5.00,0
5/7/2015,AAA,25.16850,-80.26681,Nearshore,Horseshoe Reef,AA1-134-P,14,OK,1.00,0,7.50,7.00,3.00,0
5/7/2015,AAA,25.16850,-80.26681,Nearshore,Conch Reef 2,AA1-138-Y,14,OK,1.00,0,7.50,6.00,5.00,0
5/7/2015,AAA,25.16850,-80.26681,Nearshore,Conch Reef 2,AA1-134-Y,14,OK,1.00,0,7.00,7.00,5.00,0
5/7/2015,AAA,25.16850,-80.26681,Nearshore,Conch Reef 1,AA1-138-W,13,OK,1.00,0,8.00,4.50,2.00,0
5/7/2015,AAA,25.16850,-80.26681,Nearshore,Horseshoe Reef,AA1-135-P,14,OK,1.00,0,10.00,5.50,4.50,0
5/7/2015,AAA,25.16850,-80.26681,Nearshore,Conch Reef 1,AA1-135-W,14,OK,1.00,0,7.50,4.50,4.00,0
5/7/2015,AAA,25.16850,-80.26681,Nearshore,Conch Reef 2,AA1-135-Y,14,OK,1.00,0,9.50,8.00,4.50,0
5/7/2015,AAA,25.16850,-80.26681,Nearshore,Snapper Ledge,AA1-136-B,14,OK,1.00,0,10.00,4.00,4.00,0
5/7/2015,AAA,25.16850,-80.26681,Nearshore,Horseshoe Reef,AA1-136-P,14,OK,1.00,0,12.00,6.50,2.00,0
5/7/2015,AAA,25.16850,-80.26681,Nearshore,Conch Reef 1,AA1-136-W,14,OK,1.00,0,11.00,4.50,5.50,0
5/7/2015,AAA,25.16850,-80.26681,Nearshore,Conch Reef 2,AA1-136-Y,14,OK,1.00,0,10.00,5.50,4.50,0
5/7/2015,AAA,25.16850,-80.26681,Nearshore,Snapper Ledge,AA1-137-B,13,OK,1.00,0,10.00,7.50,4.00,0
5/7/2015,AAA,25.16850,-80.26681,Nearshore,Horseshoe Reef,AA1-137-P,14,OK,1.00,0,8.50,6.00,5.00,0
5/7/2015,AAA,25.16850,-80.26681,Nearshore,Conch Reef 1,AA1-137-W,14,OK,1.00,0,8.00,5.50,2.00,0
5/7/2015,AAA,25.16850,-80.26681,Nearshore,Conch Reef 2,AA1-137-Y,14,OK,1.00,0,8.00,5.00,4.00,0
5/7/2015,AAA,25.16850,-80.26681,Nearshore,Snapper Ledge,AA1-138-B,13,OK,1.00,0,12.00,5.50,4.00,0
5/7/2015,AAA,25.16850,-80.26681,Nearshore,Conch Reef 2,AA1-131-Y,15,OK,1.00,0,9.00,3.50,6.00,0
5/7/2015,AAA,25.16850,-80.26681,Nearshore,Conch Reef 1,AA1-134-W,14,OK,1.00,0,13.00,5.00,4.50,0
5/7/2015,AAA,25.16864,-80.26669,Nearshore,Conch Reef 1,AA3-157-W,13,OK,1.00,0,10.50,4.50,6.50,0
5/7/2015,AAA,25.16864,-80.26669,Nearshore,Conch Reef 2,AA3-153-Y,14,OK,1.00,0,11.00,6.50,4.50,0
5/7/2015,AAA,25.16864,-80.26669,Nearshore,Snapper Ledge,AA3-154-B,13,OK,1.00,0,11.50,7.00,4.00,0
5/7/2015,AAA,25.16864,-80.26669,Nearshore,Horseshoe Reef,AA3-154-P,13,OK,1.00,0,7.50,5.50,3.00,0
5/7/2015,AAA,25.16864,-80.26669,Nearshore,Conch Reef 1,AA3-154-W,13,OK,1.00,0,9.00,7.00,4.00,0
5/7/2015,AAA,25.16864,-80.26669,Nearshore,Conch Reef 2,AA3-154-Y,13,OK,1.00,0,7.50,6.00,3.00,0
5/7/2015,AAA,25.16864,-80.26669,Nearshore,Snapper Ledge,AA3-155-B,13,OK,1.00,0,8.00,5.50,4.00,0
5/7/2015,AAA,25.16864,-80.26669,Nearshore,Horseshoe Reef,AA3-155-P,13,OK,1.00,0,8.00,4.00,3.00,0
5/7/2015,AAA,25.16864,-80.26669,Nearshore,Conch Reef 1,AA3-155-W,13,OK,1.00,0,11.00,4.00,4.50,0
5/7/2015,AAA,25.16864,-80.26669,Nearshore,Conch Reef 2,AA3-155-Y,14,OK,1.00,0,6.50,5.00,3.00,0
5/7/2015,AAA,25.16864,-80.26669,Nearshore,Snapper Ledge,AA3-156-B,12,OK,1.00,0,9.50,6.50,3.50,0
