"","frag_type","mean","Q05","Q95"
"1","F4_SC1",0.00460267379679144,0.00032,0.0106666666666667
"2","F4_SC2",0.041424064171123,0.00288,0.096
"3","F4_SC3",0.0584741532976827,0.0116,0.130666666666667
"4","F4_SC4",0,0,0
"5","F5_SC1",0.0239030303030303,0.00244,0.0540266666666667
"6","F5_SC2",0.215127272727273,0.02196,0.48624
"7","F5_SC3",0.309732620320856,0.0696,0.6832
"8","F5_SC4",0.0725757575757576,0,0.184
"9","F5_SC5",0.0145811051693405,0,0.0612363636363636
