storm_sid,storm_name,year,region,lat_site,lon_site,closest_distance_km,closest_date,category_at_closest,usa_sshs_numeric,max_wind_kt,direct_hit_50km
1995294N14306,SEBASTIEN,1995,US Virgin Islands,17.8,-64.7,38.787848357308796,1995-10-24T21:00:00Z,Tropical Depression,-1,23,TRUE
1995294N14306,SEBASTIEN,1995,Virgin Gorda,18.5,-64.4,88.57091773644247,1995-10-24T15:00:00Z,Tropical Depression,-1,28,FALSE
1996187N10326,BERTHA,1996,Bahamas,25,-77,172.5490333287264,1996-07-10T15:00:00Z,Category 1,1,80,FALSE
1996187N10326,BERTHA,1996,British Virgin Islands,18.5,-64.6,33.523238316966,1996-07-08T18:00:00Z,Category 1,1,75,TRUE
1996187N10326,BERTHA,1996,Puerto Rico,18,-67,182.26092670736512,1996-07-09T00:00:00Z,Category 1,1,80,FALSE
1996187N10326,BERTHA,1996,St. Croix,17.7,-64.8,92.07173973937715,1996-07-08T15:00:00Z,Category 1,1,73,FALSE
1996187N10326,BERTHA,1996,US Virgin Islands,17.8,-64.7,76.71617596096856,1996-07-08T15:00:00Z,Category 1,1,73,FALSE
1996187N10326,BERTHA,1996,Virgin Gorda,18.5,-64.4,30.65726505637004,1996-07-08T15:00:00Z,Category 1,1,73,TRUE
1996207N12297,CESAR,1996,Curacao,12.1,-69,15.55020936232706,1996-07-25T15:00:00Z,Tropical Storm,0,40,TRUE
1996232N17280,DOLLY,1996,Mexican Caribbean,20.5,-87.3,153.72116820926465,1996-08-20T18:00:00Z,Category 1,1,65,FALSE
1996248N15319,HORTENSE,1996,Dominican Republic,18.4,-68.8,69.76421411263738,1996-09-10T18:00:00Z,Category 1,1,65,FALSE
1996248N15319,HORTENSE,1996,Puerto Rico,18,-67,10.575265828252348,1996-09-10T06:00:00Z,Category 1,1,70,TRUE
1996248N15319,HORTENSE,1996,St. Croix,17.7,-64.8,145.91710236686714,1996-09-09T21:00:00Z,Category 1,1,70,FALSE
1996248N15319,HORTENSE,1996,US Virgin Islands,17.8,-64.7,161.2502175399428,1996-09-09T21:00:00Z,Category 1,1,70,FALSE
1996289N13280,LILI,1996,Bahamas,25,-77,185.4652734686346,1996-10-19T06:00:00Z,Category 2,2,90,FALSE
1996289N13280,LILI,1996,Cuba,23,-82,77.83644865119086,1996-10-18T09:30:00Z,Category 2,2,85,FALSE
1997288N20291,GRACE,1997,Dominican Republic,18.4,-68.8,178.22148836398523,1997-10-14T12:00:00Z,Tropical Depression,-1,30,FALSE
1998232N15312,BONNIE,1998,British Virgin Islands,18.5,-64.6,111.69084795078481,1998-08-21T12:00:00Z,Tropical Storm,0,50,FALSE
1998232N15312,BONNIE,1998,US Virgin Islands,17.8,-64.7,190.20203198412645,1998-08-21T12:00:00Z,Tropical Storm,0,50,FALSE
1998232N15312,BONNIE,1998,Virgin Gorda,18.5,-64.4,111.69084795078481,1998-08-21T12:00:00Z,Tropical Storm,0,50,FALSE
1998259N10335,GEORGES,1998,British Virgin Islands,18.5,-64.6,88.5709177364431,1998-09-21T18:00:00Z,Category 2,2,90,FALSE
1998259N10335,GEORGES,1998,Cuba,23,-82,122.93895318938706,1998-09-25T12:00:00Z,Category 2,2,90,FALSE
1998259N10335,GEORGES,1998,Dominican Republic,18.4,-68.8,24.617581145988797,1998-09-22T12:30:00Z,Category 3,3,105,TRUE
1998259N10335,GEORGES,1998,Dry Tortugas,24.6,-82.9,11.119492664455535,1998-09-25T21:00:00Z,Category 2,2,90,TRUE
1998259N10335,GEORGES,1998,Florida Keys Lower,24.5,-81.4,32.33877029540241,1998-09-25T15:00:00Z,Category 2,2,90,TRUE
1998259N10335,GEORGES,1998,Florida Keys Upper,25.1,-80.3,161.3825744837696,1998-09-25T15:00:00Z,Category 2,2,90,FALSE
1998259N10335,GEORGES,1998,Navassa,18.4,-75,168.35467710543892,1998-09-23T15:00:00Z,Category 1,1,65,FALSE
1998259N10335,GEORGES,1998,Puerto Rico,18,-67,15.343266583634845,1998-09-22T03:00:00Z,Category 2,2,93,TRUE
1998259N10335,GEORGES,1998,St. Croix,17.7,-64.8,23.921720692449703,1998-09-21T18:00:00Z,Category 2,2,90,TRUE
1998259N10335,GEORGES,1998,US Virgin Islands,17.8,-64.7,31.761584004103963,1998-09-21T18:00:00Z,Category 2,2,90,TRUE
1998259N10335,GEORGES,1998,Virgin Gorda,18.5,-64.4,100.38761826568712,1998-09-21T18:00:00Z,Category 2,2,90,FALSE
1998295N12284,MITCH,1998,Dry Tortugas,24.6,-82.9,113.00385442791038,1998-11-05T06:00:00Z,Tropical Storm,0,50,FALSE
1998295N12284,MITCH,1998,Florida Keys Lower,24.5,-81.4,188.37027552895339,1998-11-05T09:00:00Z,Tropical Storm,0,53,FALSE
1998295N12284,MITCH,1998,Florida Keys Upper,25.1,-80.3,194.50553901426935,1998-11-05T12:00:00Z,Tropical Storm,0,55,FALSE
1998295N12284,MITCH,1998,Mexican Caribbean,20.5,-87.3,172.06511876728032,1998-11-04T12:00:00Z,Tropical Storm,0,40,FALSE
1999236N22292,DENNIS,1999,Bahamas,25,-77,146.2929590863103,1999-08-28T00:00:00Z,Category 1,1,70,FALSE
1999251N15314,FLOYD,1999,Bahamas,25,-77,83.29719208825125,1999-09-14T12:00:00Z,Category 3,3,105,FALSE
1999262N25272,HARVEY,1999,Dry Tortugas,24.6,-82.9,155.99712862405318,1999-09-21T12:00:00Z,Tropical Storm,0,50,FALSE
1999262N25272,HARVEY,1999,Florida Keys Lower,24.5,-81.4,155.99766238782246,1999-09-21T18:00:00Z,Tropical Storm,0,50,FALSE
1999262N25272,HARVEY,1999,Florida Keys Upper,25.1,-80.3,122.31441930901443,1999-09-21T21:00:00Z,Tropical Storm,0,45,FALSE
1999286N16278,IRENE,1999,Cuba,23,-82,60.411562705571676,1999-10-15T03:00:00Z,Tropical Storm,0,63,FALSE
1999286N16278,IRENE,1999,Dry Tortugas,24.6,-82.9,104.99595328039644,1999-10-15T09:00:00Z,Category 1,1,65,FALSE
1999286N16278,IRENE,1999,Florida Keys Lower,24.5,-81.4,23.08327318528895,1999-10-15T13:00:00Z,Category 1,1,65,TRUE
1999286N16278,IRENE,1999,Florida Keys Upper,25.1,-80.3,83.24820026864803,1999-10-15T21:00:00Z,Category 1,1,69,FALSE
1999291N10309,JOSE,1999,British Virgin Islands,18.5,-64.6,11.119492664456242,1999-10-21T11:05:00Z,Tropical Storm,0,60,TRUE
1999291N10309,JOSE,1999,Puerto Rico,18,-67,198.92720108431925,1999-10-21T21:00:00Z,Tropical Storm,0,53,FALSE
1999291N10309,JOSE,1999,St. Croix,17.7,-64.8,80.65727724117919,1999-10-21T11:05:00Z,Tropical Storm,0,60,FALSE
1999291N10309,JOSE,1999,US Virgin Islands,17.8,-64.7,67.54894498145929,1999-10-21T11:05:00Z,Tropical Storm,0,60,FALSE
1999291N10309,JOSE,1999,Virgin Gorda,18.5,-64.4,23.84701581242785,1999-10-21T11:05:00Z,Tropical Storm,0,60,TRUE
1999302N11279,KATRINA,1999,Mexican Caribbean,20.5,-87.3,190.71591596577227,1999-10-31T18:00:00Z,Tropical Depression,-1,25,FALSE
1999318N17278,LENNY,1999,British Virgin Islands,18.5,-64.6,107.37334819327883,1999-11-18T06:00:00Z,Category 4,4,125,FALSE
1999318N17278,LENNY,1999,Puerto Rico,18,-67,185.66955709291952,1999-11-17T06:00:00Z,Category 3,3,105,FALSE
1999318N17278,LENNY,1999,St. Croix,17.7,-64.8,33.358477993367664,1999-11-17T18:00:00Z,Category 4,4,135,TRUE
1999318N17278,LENNY,1999,US Virgin Islands,17.8,-64.7,39.520785669566195,1999-11-17T21:00:00Z,Category 4,4,133,TRUE
1999318N17278,LENNY,1999,Virgin Gorda,18.5,-64.4,94.07230004376147,1999-11-18T06:00:00Z,Category 4,4,125,FALSE
2000233N12316,DEBBY,2000,British Virgin Islands,18.5,-64.6,21.089754777165396,2000-08-22T15:00:00Z,Category 1,1,65,TRUE
2000233N12316,DEBBY,2000,Dominican Republic,18.4,-68.8,142.75916459917667,2000-08-23T06:00:00Z,Category 1,1,65,FALSE
2000233N12316,DEBBY,2000,Jamaica,18.5,-77,111.19492664455854,2000-08-24T12:00:00Z,Tropical Depression,-1,30,FALSE
2000233N12316,DEBBY,2000,Navassa,18.4,-75,133.84745419772264,2000-08-24T06:00:00Z,Tropical Storm,0,35,FALSE
2000233N12316,DEBBY,2000,Puerto Rico,18,-67,137.12818161746205,2000-08-23T00:00:00Z,Category 1,1,65,FALSE
2000233N12316,DEBBY,2000,St. Croix,17.7,-64.8,98.49094422473505,2000-08-22T15:00:00Z,Category 1,1,65,FALSE
2000233N12316,DEBBY,2000,US Virgin Islands,17.8,-64.7,84.04346314583066,2000-08-22T15:00:00Z,Category 1,1,65,FALSE
2000233N12316,DEBBY,2000,Virgin Gorda,18.5,-64.4,0,2000-08-22T15:00:00Z,Category 1,1,65,TRUE
2000259N20273,GORDON,2000,Mexican Caribbean,20.5,-87.3,15.237869692451769,2000-09-14T18:00:00Z,Tropical Depression,-1,25,TRUE
2000260N15308,HELENE,2000,Dominican Republic,18.4,-68.8,144.94078773104513,2000-09-18T06:00:00Z,Miscellaneous,-3,30,FALSE
2000260N15308,HELENE,2000,Jamaica,18.5,-77,33.52323831696347,2000-09-19T09:00:00Z,Miscellaneous,-3,30,TRUE
2000260N15308,HELENE,2000,Navassa,18.4,-75,63.99903891506798,2000-09-19T03:00:00Z,Miscellaneous,-3,30,FALSE
2000260N15308,HELENE,2000,Puerto Rico,18,-67,111.69946650377864,2000-09-18T00:00:00Z,Miscellaneous,-3,30,FALSE
2000260N15308,HELENE,2000,St. Croix,17.7,-64.8,135.1162443773217,2000-09-17T15:00:00Z,Miscellaneous,-3,30,FALSE
2000260N15308,HELENE,2000,US Virgin Islands,17.8,-64.7,144.943343433603,2000-09-17T15:00:00Z,Miscellaneous,-3,30,FALSE
2001235N18296,DEAN,2001,British Virgin Islands,18.5,-64.6,53.86906711770732,2001-08-22T15:00:00Z,Tropical Storm,0,48,FALSE
2001235N18296,DEAN,2001,Puerto Rico,18,-67,168.54342189707344,2001-08-22T18:00:00Z,Tropical Storm,0,50,FALSE
2001235N18296,DEAN,2001,St. Croix,17.7,-64.8,57.41763625455995,2001-08-22T12:00:00Z,Tropical Storm,0,45,FALSE
2001235N18296,DEAN,2001,US Virgin Islands,17.8,-64.7,43.772766447199814,2001-08-22T12:00:00Z,Tropical Storm,0,45,TRUE
2001235N18296,DEAN,2001,Virgin Gorda,18.5,-64.4,67.54799930850756,2001-08-22T12:00:00Z,Tropical Storm,0,45,FALSE
2001255N26276,GABRIELLE,2001,Dry Tortugas,24.6,-82.9,141.99436032739627,2001-09-14T03:00:00Z,Tropical Storm,0,48,FALSE
2001278N12302,IRIS,2001,Jamaica,18.5,-77,133.43391197347066,2001-10-07T12:00:00Z,Category 1,1,75,FALSE
2001278N12302,IRIS,2001,Navassa,18.4,-75,169.79432852911236,2001-10-07T06:00:00Z,Category 1,1,75,FALSE
2001303N13276,MICHELLE,2001,Bahamas,25,-77,23.026333065512592,2001-11-05T15:00:00Z,Category 1,1,78,TRUE
2001303N13276,MICHELLE,2001,Cuba,23,-82,129.4769581855984,2001-11-04T23:00:00Z,Category 4,4,115,FALSE
2002258N10300,ISIDORE,2002,Curacao,12.1,-69,58.71630317104218,2002-09-15T18:00:00Z,Miscellaneous,-3,25,FALSE
2002258N10300,ISIDORE,2002,Jamaica,18.5,-77,161.7868974141569,2002-09-18T15:00:00Z,Tropical Storm,0,43,FALSE
2002258N10300,ISIDORE,2002,Mexican Caribbean,20.5,-87.3,167.11401384185504,2002-09-22T06:00:00Z,Category 3,3,110,FALSE
2002265N10315,LILI,2002,Cuba,23,-82,198.68016206268783,2002-10-01T12:00:00Z,Category 2,2,90,FALSE
2002265N10315,LILI,2002,Jamaica,18.5,-77,22.238985328911777,2002-09-29T09:00:00Z,Tropical Storm,0,43,TRUE
2002265N10315,LILI,2002,Navassa,18.4,-75,53.82432366267369,2002-09-28T12:00:00Z,Tropical Storm,0,45,FALSE
2002288N17277,UNNAMED,2002,Cuba,23,-82,167.71200210101458,2002-10-16T18:00:00Z,Tropical Depression,-1,25,FALSE
2003188N11307,CLAUDETTE,2003,Mexican Caribbean,20.5,-87.3,53.33887499757845,2003-07-11T10:00:00Z,Tropical Storm,0,50,FALSE
2003271N18275,LARRY,2003,Mexican Caribbean,20.5,-87.3,59.38348378294526,2003-09-29T00:00:00Z,Miscellaneous,-3,20,FALSE
2003284N19291,MINDY,2003,Dominican Republic,18.4,-68.8,77.83644865119157,2003-10-10T18:00:00Z,Tropical Storm,0,40,FALSE
2003339N13284,ODETTE,2003,Dominican Republic,18.4,-68.8,191.0090429544107,2003-12-07T09:00:00Z,Tropical Storm,0,40,FALSE
2004217N13306,BONNIE,2004,Jamaica,18.5,-77,158.879776743188,2004-08-06T15:00:00Z,Miscellaneous,-3,25,FALSE
2004217N13306,BONNIE,2004,Mexican Caribbean,20.5,-87.3,181.88434300062477,2004-08-09T06:00:00Z,Tropical Depression,-1,30,FALSE
2004217N13306,BONNIE,2004,Navassa,18.4,-75,139.99264905815753,2004-08-06T09:00:00Z,Miscellaneous,-3,25,FALSE
2004223N11301,CHARLEY,2004,Cuba,23,-82,61.41323895150763,2004-08-13T06:00:00Z,Category 3,3,105,FALSE
2004223N11301,CHARLEY,2004,Dry Tortugas,24.6,-82.9,22.238985328912484,2004-08-13T12:00:00Z,Category 2,2,95,TRUE
2004223N11301,CHARLEY,2004,Florida Keys Lower,24.5,-81.4,152.24076402895682,2004-08-13T12:00:00Z,Category 2,2,95,FALSE
2004223N11301,CHARLEY,2004,Jamaica,18.5,-77,168.81967262019572,2004-08-12T00:00:00Z,Category 1,1,65,FALSE
2004238N11325,FRANCES,2004,Bahamas,25,-77,63.256399414819654,2004-09-03T15:00:00Z,Category 2,2,93,FALSE
2004238N11325,FRANCES,2004,British Virgin Islands,18.5,-64.6,180.67588928137707,2004-08-31T15:00:00Z,Category 4,4,123,FALSE
2004238N11325,FRANCES,2004,Virgin Gorda,18.5,-64.4,178.22111143148064,2004-08-31T15:00:00Z,Category 4,4,123,FALSE
2004247N10332,IVAN,2004,Curacao,12.1,-69,153.5254151029555,2004-09-09T00:00:00Z,Category 4,4,130,FALSE
2004247N10332,IVAN,2004,Dry Tortugas,24.6,-82.9,60.51497259730588,2004-09-21T21:00:00Z,Miscellaneous,-3,25,FALSE
2004247N10332,IVAN,2004,Florida Keys Lower,24.5,-81.4,137.34569670678684,2004-09-21T15:00:00Z,Post-tropical,-4,25,FALSE
2004247N10332,IVAN,2004,Florida Keys Upper,25.1,-80.3,93.91314319578062,2004-09-21T06:00:00Z,Post-tropical,-4,25,FALSE
2004247N10332,IVAN,2004,Jamaica,18.5,-77,122.7709747628708,2004-09-11T03:00:00Z,Category 4,4,131,FALSE
2004247N10332,IVAN,2004,Navassa,18.4,-75,185.64808698816867,2004-09-10T21:00:00Z,Category 4,4,128,FALSE
2004258N16300,JEANNE,2004,Bahamas,25,-77,178.1932905011426,2004-09-25T12:00:00Z,Category 3,3,100,FALSE
2004258N16300,JEANNE,2004,British Virgin Islands,18.5,-64.6,131.02802576389686,2004-09-15T12:00:00Z,Tropical Storm,0,60,FALSE
2004258N16300,JEANNE,2004,Dominican Republic,18.4,-68.8,34.984527317648535,2004-09-16T15:00:00Z,Category 1,1,68,TRUE
2004258N16300,JEANNE,2004,Puerto Rico,18,-67,53.84335400050334,2004-09-15T21:00:00Z,Tropical Storm,0,60,FALSE
2004258N16300,JEANNE,2004,St. Croix,17.7,-64.8,46.09113236031401,2004-09-15T09:00:00Z,Tropical Storm,0,58,TRUE
2004258N16300,JEANNE,2004,US Virgin Islands,17.8,-64.7,61.4467198311562,2004-09-15T09:00:00Z,Tropical Storm,0,58,FALSE
2004258N16300,JEANNE,2004,Virgin Gorda,18.5,-64.4,142.98136038471782,2004-09-15T09:00:00Z,Tropical Storm,0,58,FALSE
2005185N18273,CINDY,2005,Mexican Caribbean,20.5,-87.3,109.11595532426206,2005-07-04T09:00:00Z,Tropical Depression,-1,28,FALSE
2005186N12299,DENNIS,2005,Cuba,23,-82,10.235546767220933,2005-07-09T03:00:00Z,Category 2,2,88,TRUE
2005186N12299,DENNIS,2005,Dry Tortugas,24.6,-82.9,60.616118382772065,2005-07-09T12:00:00Z,Category 1,1,80,FALSE
2005186N12299,DENNIS,2005,Florida Keys Lower,24.5,-81.4,165.69736434682864,2005-07-09T06:00:00Z,Category 1,1,75,FALSE
2005186N12299,DENNIS,2005,Jamaica,18.5,-77,61.263493065508094,2005-07-07T21:00:00Z,Category 3,3,110,FALSE
2005186N12299,DENNIS,2005,Navassa,18.4,-75,62.45565575000457,2005-07-07T15:00:00Z,Category 2,2,95,FALSE
2005192N11318,EMILY,2005,Curacao,12.1,-69,189.4244493494756,2005-07-15T06:00:00Z,Category 4,4,115,FALSE
2005192N11318,EMILY,2005,Mexican Caribbean,20.5,-87.3,22.23898532891107,2005-07-18T06:00:00Z,Category 4,4,115,TRUE
2005203N25285,FRANKLIN,2005,Bahamas,25,-77,135.19077603838056,2005-07-22T00:00:00Z,Tropical Storm,0,40,FALSE
2005236N23285,KATRINA,2005,Bahamas,25,-77,30.233042200781554,2005-08-24T15:00:00Z,Tropical Storm,0,38,TRUE
2005236N23285,KATRINA,2005,Dry Tortugas,24.6,-82.9,11.119492664455535,2005-08-26T21:00:00Z,Category 2,2,88,TRUE
2005236N23285,KATRINA,2005,Florida Keys Lower,24.5,-81.4,83.5150144313498,2005-08-26T09:00:00Z,Category 1,1,70,FALSE
2005236N23285,KATRINA,2005,Florida Keys Upper,25.1,-80.3,83.5073380369545,2005-08-26T03:00:00Z,Category 1,1,68,FALSE
2005249N26281,OPHELIA,2005,Bahamas,25,-77,183.68767929733605,2005-09-06T06:00:00Z,Tropical Depression,-1,25,FALSE
2005249N26281,OPHELIA,2005,Florida Keys Upper,25.1,-80.3,187.59494995558873,2005-09-06T06:00:00Z,Tropical Depression,-1,25,FALSE
2005261N21290,RITA,2005,Bahamas,25,-77,190.11733452980263,2005-09-20T00:00:00Z,Tropical Storm,0,60,FALSE
2005261N21290,RITA,2005,Cuba,23,-82,108.07423182723733,2005-09-20T18:00:00Z,Category 2,2,85,FALSE
2005261N21290,RITA,2005,Dry Tortugas,24.6,-82.9,59.17405861096475,2005-09-21T00:00:00Z,Category 2,2,95,FALSE
2005261N21290,RITA,2005,Florida Keys Lower,24.5,-81.4,69.73243258672694,2005-09-20T18:00:00Z,Category 2,2,85,FALSE
2005261N21290,RITA,2005,Florida Keys Upper,25.1,-80.3,155.67289730238244,2005-09-20T12:00:00Z,Category 1,1,70,FALSE
2005275N19274,STAN,2005,Mexican Caribbean,20.5,-87.3,99.90691917471972,2005-10-02T12:00:00Z,Tropical Storm,0,35,FALSE
2005289N18282,WILMA,2005,Dry Tortugas,24.6,-82.9,48.84510670826492,2005-10-24T06:00:00Z,Category 3,3,110,TRUE
2005289N18282,WILMA,2005,Florida Keys Lower,24.5,-81.4,152.2498074932537,2005-10-24T09:00:00Z,Category 3,3,107,FALSE
2005289N18282,WILMA,2005,Florida Keys Upper,25.1,-80.3,141.01002279908454,2005-10-24T12:00:00Z,Category 2,2,95,FALSE
2005289N18282,WILMA,2005,Jamaica,18.5,-77,187.51837780741323,2005-10-15T18:00:00Z,Tropical Depression,-1,25,FALSE
2005289N18282,WILMA,2005,Mexican Caribbean,20.5,-87.3,45.685637853778346,2005-10-22T06:00:00Z,Category 3,3,110,TRUE
2005296N16293,ALPHA,2005,Dominican Republic,18.4,-68.8,148.7621271477886,2005-10-23T00:00:00Z,Tropical Storm,0,45,FALSE
2006213N16302,CHRIS,2006,British Virgin Islands,18.5,-64.6,142.7363602972547,2006-08-02T18:00:00Z,Tropical Storm,0,50,FALSE
2006213N16302,CHRIS,2006,Cuba,23,-82,37.89550124213043,2006-08-06T12:00:00Z,Miscellaneous,-3,15,TRUE
2006213N16302,CHRIS,2006,Dry Tortugas,24.6,-82.9,197.77499985985847,2006-08-06T12:00:00Z,Miscellaneous,-3,15,FALSE
2006213N16302,CHRIS,2006,Florida Keys Lower,24.5,-81.4,147.73786672353134,2006-08-06T12:00:00Z,Miscellaneous,-3,15,FALSE
2006213N16302,CHRIS,2006,Virgin Gorda,18.5,-64.4,133.12579701528225,2006-08-02T18:00:00Z,Tropical Storm,0,50,FALSE
2006237N13298,ERNESTO,2006,Florida Keys Lower,24.5,-81.4,92.2477523686757,2006-08-30T03:00:00Z,Tropical Storm,0,40,FALSE
2006237N13298,ERNESTO,2006,Florida Keys Upper,25.1,-80.3,37.53142384238736,2006-08-30T03:00:00Z,Tropical Storm,0,40,TRUE
2006237N13298,ERNESTO,2006,Navassa,18.4,-75,34.984527317648535,2006-08-28T03:00:00Z,Tropical Storm,0,40,TRUE
2007151N18273,BARRY,2007,Dry Tortugas,24.6,-82.9,180.31263086759697,2007-06-02T06:00:00Z,Tropical Storm,0,45,FALSE
2007151N18273,BARRY,2007,Mexican Caribbean,20.5,-87.3,123.94083348611188,2007-05-31T18:00:00Z,Miscellaneous,-3,25,FALSE
2007225N12331,DEAN,2007,Jamaica,18.5,-77,133.85277836537247,2007-08-19T21:00:00Z,Category 4,4,125,FALSE
2007225N12331,DEAN,2007,Navassa,18.4,-75,167.12860151397072,2007-08-19T15:00:00Z,Category 4,4,125,FALSE
2007244N12303,FELIX,2007,Curacao,12.1,-69,89.133766997744,2007-09-02T09:00:00Z,Category 2,2,88,FALSE
2007297N18300,NOEL,2007,Bahamas,25,-77,32.20147713913353,2007-11-01T18:00:00Z,Tropical Storm,0,55,TRUE
2007297N18300,NOEL,2007,British Virgin Islands,18.5,-64.6,39.45608346828125,2007-10-26T00:00:00Z,Miscellaneous,-3,25,TRUE
2007297N18300,NOEL,2007,Puerto Rico,18,-67,94.46791236847736,2007-10-26T12:00:00Z,Miscellaneous,-3,25,FALSE
2007297N18300,NOEL,2007,St. Croix,17.7,-64.8,88.58242912069963,2007-10-26T03:00:00Z,Miscellaneous,-3,25,FALSE
2007297N18300,NOEL,2007,US Virgin Islands,17.8,-64.7,85.11077706826217,2007-10-26T03:00:00Z,Miscellaneous,-3,25,FALSE
2007297N18300,NOEL,2007,Virgin Gorda,18.5,-64.4,53.747235978001115,2007-10-26T00:00:00Z,Miscellaneous,-3,25,FALSE
2007345N18298,OLGA,2007,British Virgin Islands,18.5,-64.6,15.326525604715679,2007-12-11T00:00:00Z,Subtropical,-2,35,TRUE
2007345N18298,OLGA,2007,Dominican Republic,18.4,-68.8,43.63245074672562,2007-12-11T18:00:00Z,Tropical Storm,0,50,TRUE
2007345N18298,OLGA,2007,Jamaica,18.5,-77,49.21403702168842,2007-12-13T00:00:00Z,Miscellaneous,-3,30,TRUE
2007345N18298,OLGA,2007,Mexican Caribbean,20.5,-87.3,78.61268551847586,2007-12-15T09:00:00Z,Miscellaneous,-3,30,FALSE
2007345N18298,OLGA,2007,Navassa,18.4,-75,80.63483653623409,2007-12-12T15:00:00Z,Tropical Depression,-1,33,FALSE
2007345N18298,OLGA,2007,Puerto Rico,18,-67,34.99189927733457,2007-12-11T09:00:00Z,Subtropical,-2,42,TRUE
2007345N18298,OLGA,2007,St. Croix,17.7,-64.8,78.55115311142482,2007-12-11T00:00:00Z,Subtropical,-2,35,FALSE
2007345N18298,OLGA,2007,US Virgin Islands,17.8,-64.7,66.71695598673499,2007-12-11T00:00:00Z,Subtropical,-2,35,FALSE
2007345N18298,OLGA,2007,Virgin Gorda,18.5,-64.4,33.54066700914318,2007-12-11T00:00:00Z,Subtropical,-2,35,TRUE
2008203N18276,DOLLY,2008,Mexican Caribbean,20.5,-87.3,45.67804545625449,2008-07-21T06:00:00Z,Tropical Storm,0,45,TRUE
2008229N18293,FAY,2008,Cuba,23,-82,84.79177217537129,2008-08-18T12:00:00Z,Tropical Storm,0,50,FALSE
2008229N18293,FAY,2008,Dominican Republic,18.4,-68.8,11.119492664456242,2008-08-15T18:00:00Z,Tropical Storm,0,35,TRUE
2008229N18293,FAY,2008,Dry Tortugas,24.6,-82.9,110.3046262600824,2008-08-19T00:00:00Z,Tropical Storm,0,50,FALSE
2008229N18293,FAY,2008,Florida Keys Lower,24.5,-81.4,37.649110233276694,2008-08-18T18:00:00Z,Tropical Storm,0,50,TRUE
2008229N18293,FAY,2008,Florida Keys Upper,25.1,-80.3,157.21563450241547,2008-08-19T06:00:00Z,Tropical Storm,0,55,FALSE
2008229N18293,FAY,2008,Jamaica,18.5,-77,122.76515657551535,2008-08-17T06:00:00Z,Tropical Storm,0,45,FALSE
2008229N18293,FAY,2008,Navassa,18.4,-75,88.50067049842689,2008-08-16T18:00:00Z,Tropical Storm,0,40,FALSE
2008229N18293,FAY,2008,Puerto Rico,18,-67,61.34803277325498,2008-08-15T12:00:00Z,Tropical Depression,-1,30,FALSE
2008238N13293,GUSTAV,2008,Cuba,23,-82,128.25348899514518,2008-08-30T21:00:00Z,Category 4,4,132,FALSE
2008238N13293,GUSTAV,2008,Dry Tortugas,24.6,-82.9,188.53213793041118,2008-08-31T06:00:00Z,Category 3,3,105,FALSE
2008238N13293,GUSTAV,2008,Jamaica,18.5,-77,69.98194167613181,2008-08-29T02:00:00Z,Tropical Storm,0,60,FALSE
2008238N13293,GUSTAV,2008,Navassa,18.4,-75,33.54066700914318,2008-08-28T03:00:00Z,Tropical Storm,0,43,TRUE
2008241N19303,HANNA,2008,Bahamas,25,-77,171.61757196836012,2008-09-05T00:00:00Z,Tropical Storm,0,55,FALSE
2008245N17323,IKE,2008,Cuba,23,-82,78.32498840426695,2008-09-09T12:00:00Z,Category 1,1,70,FALSE
2008287N15291,OMAR,2008,British Virgin Islands,18.5,-64.6,81.06050262838822,2008-10-16T06:00:00Z,Category 4,4,115,FALSE
2008287N15291,OMAR,2008,St. Croix,17.7,-64.8,39.52708026176584,2008-10-16T03:00:00Z,Category 3,3,105,TRUE
2008287N15291,OMAR,2008,US Virgin Islands,17.8,-64.7,45.72338577750074,2008-10-16T03:00:00Z,Category 3,3,105,TRUE
2008287N15291,OMAR,2008,Virgin Gorda,18.5,-64.4,62.42989911156339,2008-10-16T06:00:00Z,Category 4,4,115,FALSE
2008311N14278,PALOMA,2008,Cuba,23,-82,129.4769581856009,2008-11-13T00:00:00Z,Miscellaneous,-3,20,FALSE
2009245N17303,ERIKA,2009,Puerto Rico,18,-67,123.19004751177567,2009-09-04T06:00:00Z,Miscellaneous,-3,25,FALSE
2009245N17303,ERIKA,2009,St. Croix,17.7,-64.8,113.20610568804577,2009-09-03T21:00:00Z,Tropical Depression,-1,28,FALSE
2009245N17303,ERIKA,2009,US Virgin Islands,17.8,-64.7,126.39505406099555,2009-09-03T21:00:00Z,Tropical Depression,-1,28,FALSE
2009308N11279,IDA,2009,Mexican Caribbean,20.5,-87.3,162.23981802917388,2009-11-08T12:00:00Z,Category 2,2,85,FALSE
2010203N22286,BONNIE,2010,Bahamas,25,-77,153.1701785066028,2010-07-23T05:15:00Z,Tropical Storm,0,40,FALSE
2010203N22286,BONNIE,2010,Dry Tortugas,24.6,-82.9,191.4159004671328,2010-07-24T00:00:00Z,Tropical Depression,-1,30,FALSE
2010203N22286,BONNIE,2010,Florida Keys Lower,24.5,-81.4,147.67336271737614,2010-07-23T18:00:00Z,Tropical Depression,-1,30,FALSE
2010203N22286,BONNIE,2010,Florida Keys Upper,25.1,-80.3,34.84153512091498,2010-07-23T14:30:00Z,Tropical Storm,0,35,TRUE
2010222N26277,UNNAMED,2010,Dry Tortugas,24.6,-82.9,122.7278418987226,2010-08-10T06:00:00Z,Miscellaneous,-3,25,FALSE
